NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-09-16 06:41:33

BUY SIGNALS (432):
  COALINDIA.NS    | Price:  421.15 | Entry:  412.73 | Target:  463.80 | Risk: LOW       
  YASHOPTICS.NS   | Price:  121.85 | Entry:  119.41 | Target:  149.12 | Risk: LOW       
  VSTL.NS         | Price:  113.45 | Entry:  111.18 | Target:  136.67 | Risk: LOW       
  UNIVPHOTO.NS    | Price:  595.05 | Entry:  583.15 | Target:  728.67 | Risk: LOW       
  PRATHAM.NS      | Price:  123.50 | Entry:  121.03 | Target:  138.13 | Risk: LOW       
  STARPAPER.NS    | Price:  161.96 | Entry:  158.72 | Target:  200.32 | Risk: LOW       
  NURECA.NS       | Price:  335.00 | Entry:   328.3 | Target:  419.18 | Risk: LOW       
  FELIX.NS        | Price:  216.30 | Entry:  211.97 | Target:  265.23 | Risk: LOW       
  ANLON.NS        | Price:  691.65 | Entry:  677.82 | Target:  791.99 | Risk: LOW       
  ESCONET.NS      | Price:  249.50 | Entry:  244.51 | Target:  333.07 | Risk: LOW       
  DUCOL.NS        | Price:  127.65 | Entry:   125.1 | Target:  155.22 | Risk: LOW       
  COMMITTED.NS    | Price:  362.00 | Entry:  354.76 | Target:  405.11 | Risk: LOW       
  KALYANIFRG.NS   | Price:  992.10 | Entry:  972.26 | Target: 1451.67 | Risk: LOW       
  ARIHANTACA.NS   | Price:  500.00 | Entry:   490.0 | Target:  562.11 | Risk: LOW       
  CPCAP.NS        | Price:  140.24 | Entry:  137.44 | Target:  179.93 | Risk: LOW       
  SHIVATEX.NS     | Price:  179.65 | Entry:  176.06 | Target:  234.30 | Risk: LOW       
  CHEMBOND.NS     | Price:  185.99 | Entry:  182.27 | Target:  267.58 | Risk: LOW       
  CORDSCABLE.NS   | Price:  362.00 | Entry:  354.76 | Target:  530.90 | Risk: LOW       
  FIDEL.NS        | Price:  154.00 | Entry:  150.92 | Target:  188.14 | Risk: LOW       
  PKTEA.NS        | Price:  960.15 | Entry:  940.95 | Target: 1484.92 | Risk: LOW       
  MARALOVER.NS    | Price:   59.10 | Entry:   57.92 | Target:   78.40 | Risk: LOW       
  PRITIKA.NS      | Price:   63.20 | Entry:   61.94 | Target:   69.63 | Risk: LOW       
  GRCL.NS         | Price:  577.50 | Entry:  565.95 | Target:  697.43 | Risk: LOW       
  PLAZACABLE.NS   | Price:   62.05 | Entry:   60.81 | Target:   81.18 | Risk: LOW       
  AKIKO.NS        | Price:  432.50 | Entry:  423.85 | Target:  499.30 | Risk: LOW       
  GOLDSTAR.NS     | Price:    8.20 | Entry:    8.04 | Target:    9.50 | Risk: LOW       
  AKSHARCHEM.NS   | Price:  381.75 | Entry:  374.12 | Target:  507.92 | Risk: LOW       
  IBULLSLTD.NS    | Price:   28.43 | Entry:   27.86 | Target:   34.97 | Risk: LOW       
  AAREYDRUGS.NS   | Price:   97.50 | Entry:   95.55 | Target:  120.64 | Risk: LOW       
  KAVDEFENCE.NS   | Price:   77.69 | Entry:   76.14 | Target:  108.40 | Risk: LOW       
  NECCLTD.NS      | Price:   18.46 | Entry:   18.09 | Target:   23.67 | Risk: LOW       
  NITIRAJ.NS      | Price:  228.99 | Entry:  224.41 | Target:  297.78 | Risk: LOW       
  EQUIPPP.NS      | Price:   24.50 | Entry:   24.01 | Target:   31.00 | Risk: LOW       
  MADHUSUDAN.NS   | Price:  238.00 | Entry:  233.24 | Target:  282.04 | Risk: LOW       
  EMMBI.NS        | Price:   90.00 | Entry:    88.2 | Target:  108.17 | Risk: LOW       
  SIKKO.NS        | Price:    5.42 | Entry:    5.31 | Target:    6.86 | Risk: LOW       
  KESORAMIND.NS   | Price:   11.97 | Entry:   11.73 | Target:   13.28 | Risk: LOW       
  CPS.NS          | Price: 1224.50 | Entry: 1200.01 | Target: 1387.07 | Risk: LOW       
  AARTECH.NS      | Price:   50.20 | Entry:    49.2 | Target:   60.51 | Risk: LOW       
  PRAENG.NS       | Price:   21.28 | Entry:   20.85 | Target:   29.00 | Risk: LOW       
  KORE.NS         | Price:  173.20 | Entry:  169.74 | Target:  253.82 | Risk: LOW       
  LANCORHOL.NS    | Price:   35.70 | Entry:   34.99 | Target:   49.60 | Risk: LOW       
  IVP.NS          | Price:  209.00 | Entry:  204.82 | Target:  255.35 | Risk: LOW       
  QMSMEDI.NS      | Price:  160.50 | Entry:  157.29 | Target:  196.74 | Risk: LOW       
  TBI.NS          | Price:   87.75 | Entry:    86.0 | Target:  115.34 | Risk: LOW       
  GAYAPROJ.NS     | Price:   24.85 | Entry:   24.35 | Target:   31.14 | Risk: LOW       
  ENSER.NS        | Price:   15.15 | Entry:   14.85 | Target:   19.24 | Risk: LOW       
  DOLLEX.NS       | Price:   36.95 | Entry:   36.21 | Target:   47.11 | Risk: LOW       
  HINDCON.NS      | Price:   24.11 | Entry:   23.63 | Target:   32.55 | Risk: LOW       
  TEXMOPIPES.NS   | Price:   57.84 | Entry:   56.68 | Target:   76.03 | Risk: LOW       
  MUKTAARTS.NS    | Price:   57.48 | Entry:   56.33 | Target:   69.46 | Risk: LOW       
  GLOBALPET.NS    | Price:  170.55 | Entry:  167.14 | Target:  188.94 | Risk: LOW       
  SHEETAL.NS      | Price:  353.00 | Entry:  345.94 | Target:  402.96 | Risk: LOW       
  SLONE.NS        | Price:  177.20 | Entry:  173.66 | Target:  215.90 | Risk: LOW       
  STEELCITY.NS    | Price:   85.00 | Entry:    83.3 | Target:  106.02 | Risk: LOW       
  ZEAL.NS         | Price:   76.55 | Entry:   75.02 | Target:   98.31 | Risk: LOW       
  MAL.NS          | Price:   48.70 | Entry:   47.73 | Target:   57.88 | Risk: LOW       
  GREENCHEF.NS    | Price:   69.50 | Entry:   68.11 | Target:   93.61 | Risk: LOW       
  BAIDFIN.NS      | Price:   10.25 | Entry:   10.04 | Target:   13.85 | Risk: LOW       
  SMARTLINK.NS    | Price:  221.74 | Entry:  217.31 | Target:  280.38 | Risk: LOW       
  VITAL.NS        | Price:   55.65 | Entry:   54.54 | Target:   73.95 | Risk: LOW       
  BALPHARMA.NS    | Price:  102.05 | Entry:  100.01 | Target:  139.41 | Risk: LOW       
  OSWALSEEDS.NS   | Price:   14.81 | Entry:   14.51 | Target:   20.01 | Risk: LOW       
  SSFL.NS         | Price:  313.65 | Entry:  307.38 | Target:  381.38 | Risk: LOW       
  SIDDHIKA.NS     | Price:  235.00 | Entry:   230.3 | Target:  266.95 | Risk: LOW       
  DCG.NS          | Price:   89.10 | Entry:   87.32 | Target:  123.01 | Risk: LOW       
  PAR.NS          | Price:  127.19 | Entry:  124.65 | Target:  191.93 | Risk: LOW       
  AKSHOPTFBR.NS   | Price:    8.00 | Entry:    7.84 | Target:   10.88 | Risk: LOW       
  DTL.NS          | Price:  128.00 | Entry:  125.44 | Target:  129.07 | Risk: LOW       
  MAHICKRA.NS     | Price:  305.95 | Entry:  299.83 | Target:  386.08 | Risk: LOW       
  TOTAL.NS        | Price:   73.00 | Entry:   71.54 | Target:   92.57 | Risk: LOW       
  OLIL.NS         | Price:  436.30 | Entry:  427.57 | Target:  534.75 | Risk: LOW       
  VAISHALI.NS     | Price:    8.84 | Entry:    8.66 | Target:   11.40 | Risk: LOW       
  MITCON.NS       | Price:   80.00 | Entry:    78.4 | Target:  100.51 | Risk: LOW       
  HOLMARC.NS      | Price:  108.70 | Entry:  106.53 | Target:  134.13 | Risk: LOW       
  HOACFOODS.NS    | Price:  913.20 | Entry:  894.94 | Target: 1079.97 | Risk: LOW       
  ZENITHSTL.NS    | Price:    5.60 | Entry:    5.49 | Target:    7.48 | Risk: LOW       
  ZENITHDRUG.NS   | Price:   47.85 | Entry:   46.89 | Target:   59.92 | Risk: LOW       
  SONUINFRA.NS    | Price:   50.35 | Entry:   49.34 | Target:   59.92 | Risk: LOW       
  SELMC.NS        | Price:   29.25 | Entry:   28.66 | Target:   37.29 | Risk: LOW       
  PARAGON.NS      | Price:   53.85 | Entry:   52.77 | Target:   70.78 | Risk: LOW       
  DIGJAMLMTD.NS   | Price:   61.75 | Entry:   60.52 | Target:   80.00 | Risk: LOW       
  MANGALAM.NS     | Price:   32.25 | Entry:   31.61 | Target:   43.86 | Risk: LOW       
  AMDIND.NS       | Price:   69.43 | Entry:   68.04 | Target:   91.99 | Risk: LOW       
  SILKFLEX.NS     | Price:  281.05 | Entry:  275.43 | Target:  356.84 | Risk: LOW       
  JHS.NS          | Price:    8.67 | Entry:     8.5 | Target:   11.47 | Risk: LOW       
  FONEBOX.NS      | Price:  125.00 | Entry:   122.5 | Target:  143.05 | Risk: LOW       
  ORCHASP.NS      | Price:    1.62 | Entry:    1.59 | Target:    2.21 | Risk: LOW       
  SONAMAC.NS      | Price:   35.25 | Entry:   34.55 | Target:   42.11 | Risk: LOW       
  CURAA.NS        | Price:   78.40 | Entry:   76.83 | Target:  104.75 | Risk: LOW       
  KONSTELEC.NS    | Price:   63.50 | Entry:   62.23 | Target:   82.61 | Risk: LOW       
  SANGANI.NS      | Price:   53.90 | Entry:   52.82 | Target:   66.11 | Risk: LOW       
  VIAZ.NS         | Price:   76.50 | Entry:   74.97 | Target:   91.46 | Risk: LOW       
  ALKALI.NS       | Price:   73.60 | Entry:   72.13 | Target:  102.25 | Risk: LOW       
  PARTYCRUS.NS    | Price:   99.95 | Entry:   97.95 | Target:  125.82 | Risk: LOW       
  AKI.NS          | Price:    5.55 | Entry:    5.44 | Target:    8.16 | Risk: LOW       
  ANMOL.NS        | Price:   14.29 | Entry:    14.0 | Target:   20.38 | Risk: LOW       
  PULZ.NS         | Price:   23.95 | Entry:   23.47 | Target:   27.77 | Risk: LOW       
  AMEYA.NS        | Price:  121.00 | Entry:  118.58 | Target:  137.89 | Risk: LOW       
  SHEKHAWATI.NS   | Price:   20.80 | Entry:   20.38 | Target:   26.72 | Risk: LOW       
  LRRPL.NS        | Price:   93.00 | Entry:   91.14 | Target:  101.09 | Risk: LOW       
  ANSALAPI.NS     | Price:    3.46 | Entry:    3.39 | Target:    3.89 | Risk: LOW       
  VERTEXPLUS.NS   | Price:   67.95 | Entry:   66.59 | Target:   77.25 | Risk: LOW       
  BIOFILCHEM.NS   | Price:   33.36 | Entry:   32.69 | Target:   43.46 | Risk: LOW       
  KARMAENG.NS     | Price:   39.55 | Entry:   38.76 | Target:   51.87 | Risk: LOW       
  BLUEPEBBLE.NS   | Price:   79.00 | Entry:   77.42 | Target:  101.52 | Risk: LOW       
  ICDSLTD.NS      | Price:   62.00 | Entry:   60.76 | Target:   87.81 | Risk: LOW       
  UWCSL.NS        | Price:  122.45 | Entry:   120.0 | Target:  130.54 | Risk: LOW       
  ADROITINFO.NS   | Price:   10.93 | Entry:   10.71 | Target:   14.25 | Risk: LOW       
  AUROIMPEX.NS    | Price:   27.85 | Entry:   27.29 | Target:   33.23 | Risk: LOW       
  SEL.NS          | Price:  354.20 | Entry:  347.12 | Target:  410.86 | Risk: LOW       
  KHAITANLTD.NS   | Price:  148.99 | Entry:  146.01 | Target:  200.79 | Risk: LOW       
  VISHWAS.NS      | Price:   43.95 | Entry:   43.07 | Target:   46.77 | Risk: LOW       
  PENTAGON.NS     | Price:   93.00 | Entry:   91.14 | Target:  118.02 | Risk: LOW       
  SUPERSPIN.NS    | Price:    7.10 | Entry:    6.96 | Target:    8.59 | Risk: LOW       
  SEYAIND.NS      | Price:   12.82 | Entry:   12.56 | Target:   14.81 | Risk: LOW       
  MILTON.NS       | Price:   38.00 | Entry:   37.24 | Target:   43.23 | Risk: LOW       
  AKSHAR.NS       | Price:    0.42 | Entry:    0.41 | Target:    0.52 | Risk: LOW       
  ASHOKAMET.NS    | Price:   14.53 | Entry:   14.24 | Target:   20.25 | Risk: LOW       
  AKG.NS          | Price:   10.48 | Entry:   10.27 | Target:   13.94 | Risk: LOW       
  KSR.NS          | Price:   45.76 | Entry:   44.84 | Target:   58.60 | Risk: LOW       
  TECILCHEM.NS    | Price:    9.74 | Entry:    9.55 | Target:   14.34 | Risk: LOW       
  KHANDSE.NS      | Price:   17.77 | Entry:   17.41 | Target:   24.40 | Risk: LOW       
  NAGREEKCAP.NS   | Price:   26.15 | Entry:   25.63 | Target:   34.49 | Risk: LOW       
  VILINBIO.NS     | Price:   59.00 | Entry:   57.82 | Target:   70.75 | Risk: LOW       
  ROLLT.NS        | Price:    5.19 | Entry:    5.09 | Target:    6.65 | Risk: LOW       
  TGBHOTELS.NS    | Price:    9.50 | Entry:    9.31 | Target:   13.13 | Risk: LOW       
  LIBAS.NS        | Price:   11.52 | Entry:   11.29 | Target:   15.67 | Risk: LOW       
  CONTI.NS        | Price:   11.65 | Entry:   11.42 | Target:   13.10 | Risk: LOW       
  GFSTEELS.NS     | Price:   23.08 | Entry:   22.62 | Target:   25.97 | Risk: LOW       
  KSHITIJPOL.NS   | Price:    3.83 | Entry:    3.75 | Target:    4.83 | Risk: LOW       
  CYBERMEDIA.NS   | Price:   22.33 | Entry:   21.88 | Target:   33.04 | Risk: LOW       
  MANAV.NS        | Price:   40.75 | Entry:   39.94 | Target:   44.98 | Risk: LOW       
  SUPREMEENG.NS   | Price:    3.45 | Entry:    3.38 | Target:    3.78 | Risk: LOW       
  SANGINITA.NS    | Price:   68.31 | Entry:   66.94 | Target:   81.21 | Risk: LOW       
  GUJRAFFIA.NS    | Price:   40.90 | Entry:   40.08 | Target:   49.83 | Risk: LOW       
  CALSOFT.NS      | Price:   35.97 | Entry:   35.25 | Target:   47.29 | Risk: LOW       
  CMRSL.NS        | Price:   78.00 | Entry:   76.44 | Target:   89.70 | Risk: LOW       
  INSPIRE.NS      | Price:    9.25 | Entry:    9.06 | Target:   10.48 | Risk: LOW       
  NIRAJISPAT.NS   | Price:  300.30 | Entry:  294.29 | Target:  426.55 | Risk: LOW       
  QFIL.NS         | Price:   63.00 | Entry:   61.74 | Target:   64.07 | Risk: LOW       
  TIJARIA.NS      | Price:    7.38 | Entry:    7.23 | Target:   11.22 | Risk: LOW       
  SILLYMONKS.NS   | Price:   16.91 | Entry:   16.57 | Target:   21.65 | Risk: LOW       
  IMPEXFERRO.NS   | Price:    5.38 | Entry:    5.27 | Target:    5.91 | Risk: LOW       
  QUADPRO.NS      | Price:    3.00 | Entry:    2.94 | Target:    3.21 | Risk: LOW       
  PLADAINFO.NS    | Price:   11.35 | Entry:   11.12 | Target:   11.87 | Risk: LOW       
  INDIFRA.NS      | Price:   12.85 | Entry:   12.59 | Target:   13.26 | Risk: LOW       
  AMIABLE.NS      | Price:   73.95 | Entry:   72.47 | Target:   83.56 | Risk: LOW       
  RITEZONE.NS     | Price:   21.45 | Entry:   21.02 | Target:   24.22 | Risk: LOW       
  ORTINGLOBE.NS   | Price:   17.38 | Entry:   17.03 | Target:   21.92 | Risk: LOW       
  SABAR.NS        | Price:    9.50 | Entry:    9.31 | Target:   10.82 | Risk: LOW       
  SETUINFRA.NS    | Price:    0.62 | Entry:    0.61 | Target:    0.77 | Risk: LOW       
  LAKPRE.NS       | Price:    5.42 | Entry:    5.31 | Target:    7.39 | Risk: LOW       
  BGLOBAL.NS      | Price:    3.20 | Entry:    3.14 | Target:    3.32 | Risk: LOW       
  DSKULKARNI.NS   | Price:   21.84 | Entry:    21.4 | Target:   23.59 | Risk: LOW       
  MBECL.NS        | Price:  364.26 | Entry:  356.97 | Target:  471.29 | Risk: ELEVATED  

HOLD SIGNALS (702):
  HDFCBANK.NS     | Price:  716.00 | Trend:  -3.19% | Mom:   2.17% | Risk: LOW       
  KOTAKBANK.NS    | Price:  415.05 | Trend:   4.05% | Mom:  -2.00% | Risk: LOW       
  NTPC.NS         | Price:  328.15 | Trend:  -2.62% | Mom:  -0.56% | Risk: LOW       
  ADANIPORTS.NS   | Price: 1727.70 | Trend:  -0.23% | Mom:   4.87% | Risk: LOW       
  ONGC.NS         | Price:  235.09 | Trend:  -1.59% | Mom:  -0.59% | Risk: LOW       
  ETERNAL.NS      | Price:  315.60 | Trend:   1.61% | Mom:  -3.71% | Risk: LOW       
  ADANIENT.NS     | Price: 2934.60 | Trend:  -3.48% | Mom:   1.48% | Risk: LOW       
  POWERGRID.NS    | Price:  264.65 | Trend:  -3.66% | Mom:   0.04% | Risk: LOW       
  BAJAJ-AUTO.NS   | Price: 11482.00 | Trend:   0.44% | Mom:  -5.34% | Risk: LOW       
  TATASTEEL.NS    | Price:  183.99 | Trend:  -1.23% | Mom:   0.08% | Risk: LOW       
  HINDZINC.NS     | Price:  570.55 | Trend:   0.56% | Mom:  -3.03% | Risk: LOW       
  HYUNDAI.NS      | Price: 2146.80 | Trend:   1.08% | Mom:  -0.35% | Risk: LOW       
  DIVISLAB.NS     | Price: 9069.00 | Trend:   8.71% | Mom:  -1.64% | Risk: LOW       
  VBL.NS          | Price:  412.60 | Trend:  -5.56% | Mom:  -0.58% | Risk: LOW       
  PNB.NS          | Price:  116.59 | Trend:   2.70% | Mom:  -0.35% | Risk: LOW       
  ICICIAMC.NS     | Price: 3065.00 | Trend:  -1.39% | Mom:   3.08% | Risk: LOW       
  PFC.NS          | Price:  348.15 | Trend:  -8.37% | Mom:   0.48% | Risk: LOW       
  TATAPOWER.NS    | Price:  362.50 | Trend:  -2.85% | Mom:  -0.41% | Risk: LOW       
  MAXHEALTH.NS    | Price: 1027.60 | Trend:  -2.65% | Mom:   1.33% | Risk: LOW       
  BOSCHLTD.NS     | Price: 47455.00 | Trend:   6.11% | Mom:  -5.09% | Risk: LOW       
  MOTHERSON.NS    | Price:  159.15 | Trend:   0.83% | Mom:  -2.54% | Risk: LOW       
  TATACONSUM.NS   | Price: 1007.90 | Trend:  -5.22% | Mom:  -0.41% | Risk: LOW       
  LGEINDIA.NS     | Price: 1617.10 | Trend:   1.06% | Mom:  -4.75% | Risk: LOW       
  UNIONBANK.NS    | Price:  178.11 | Trend:  -0.34% | Mom:  -4.68% | Risk: LOW       
  APOLLOHOSP.NS   | Price: 8700.00 | Trend:  -1.44% | Mom:  -0.63% | Risk: LOW       
  JINDALSTEL.NS   | Price: 1103.90 | Trend:   0.41% | Mom:  -4.84% | Risk: LOW       
  SWIGGY.NS       | Price:  270.60 | Trend:  -2.25% | Mom:   1.08% | Risk: LOW       
  BSE.NS          | Price: 3248.50 | Trend:  -6.63% | Mom:   0.20% | Risk: LOW       
  INDUSTOWER.NS   | Price:  379.50 | Trend:   0.05% | Mom:   0.13% | Risk: LOW       
  GROWW.NS        | Price:  189.81 | Trend:  -3.79% | Mom:  -0.04% | Risk: LOW       
  IDEA.NS         | Price:   14.30 | Trend:   2.68% | Mom:  -1.58% | Risk: LOW       
  BAJAJHFL.NS     | Price:   82.93 | Trend:  -2.64% | Mom:   0.18% | Risk: LOW       
  DABUR.NS        | Price:  385.60 | Trend:  -4.99% | Mom:   1.74% | Risk: LOW       
  PERSISTENT.NS   | Price: 5427.50 | Trend:   0.25% | Mom:  -2.99% | Risk: LOW       
  MEESHO.NS       | Price:  210.85 | Trend:   6.78% | Mom:  -0.35% | Risk: LOW       
  NHPC.NS         | Price:   75.74 | Trend:  -2.26% | Mom:   0.12% | Risk: LOW       
  POLICYBZR.NS    | Price: 1746.80 | Trend:   3.60% | Mom:  -3.57% | Risk: LOW       
  OFSS.NS         | Price: 11587.00 | Trend:  -0.34% | Mom:  -7.60% | Risk: LOW       
  GVT&D.NS        | Price: 4245.00 | Trend:  -2.61% | Mom:   0.12% | Risk: LOW       
  LLOYDSME.NS     | Price: 1827.50 | Trend:  -3.57% | Mom:   0.80% | Risk: LOW       
  OIL.NS          | Price:  484.70 | Trend:   4.45% | Mom:  -2.50% | Risk: LOW       
  COROMANDEL.NS   | Price: 1937.60 | Trend:  -3.87% | Mom:   1.66% | Risk: LOW       
  TORNTPOWER.NS   | Price: 1290.00 | Trend:  -3.81% | Mom:   5.94% | Risk: LOW       
  AUROPHARMA.NS   | Price: 1634.30 | Trend:   1.40% | Mom:  -2.91% | Risk: LOW       
  JSL.NS          | Price:  728.65 | Trend:   0.23% | Mom:  -0.73% | Risk: LOW       
  COLPAL.NS       | Price: 1889.00 | Trend:  -3.78% | Mom:   1.48% | Risk: LOW       
  IDFCFIRSTB.NS   | Price:   85.27 | Trend:   1.34% | Mom:   0.21% | Risk: LOW       
  MOTILALOFS.NS   | Price:  974.00 | Trend:   2.31% | Mom:  -6.61% | Risk: LOW       
  GLENMARK.NS     | Price: 2386.20 | Trend:   2.70% | Mom:  -3.00% | Risk: LOW       
  KALYANKJIL.NS   | Price:  582.35 | Trend:   1.73% | Mom:  -5.05% | Risk: LOW       
  LAURUSLABS.NS   | Price: 1867.60 | Trend:   5.18% | Mom:   0.32% | Risk: LOW       
  APLAPOLLO.NS    | Price: 2091.60 | Trend:   4.09% | Mom:  -4.99% | Risk: LOW       
  GLAXO.NS        | Price: 2824.60 | Trend:   4.52% | Mom:  -9.07% | Risk: LOW       
  PETRONET.NS     | Price:  282.25 | Trend:  -0.10% | Mom:  -3.34% | Risk: LOW       
  JUBLFOOD.NS     | Price:  468.80 | Trend:   0.60% | Mom:  -5.48% | Risk: LOW       
  RADICO.NS       | Price: 4390.00 | Trend:  -0.30% | Mom:  -1.93% | Risk: LOW       
  FLUOROCHEM.NS   | Price: 4516.80 | Trend:   0.77% | Mom:  -5.33% | Risk: LOW       
  PWL.NS          | Price:  127.49 | Trend:  -0.04% | Mom:  10.41% | Risk: LOW       
  BLUESTARCO.NS   | Price: 1498.40 | Trend:  -4.81% | Mom:   0.50% | Risk: LOW       
  CRISIL.NS       | Price: 4544.00 | Trend:   1.87% | Mom:  -5.76% | Risk: LOW       
  KPRMILL.NS      | Price: 1125.80 | Trend:   1.36% | Mom:  -0.39% | Risk: LOW       
  CHOLAHLDNG.NS   | Price: 1510.90 | Trend:  -3.31% | Mom:   0.81% | Risk: LOW       
  IPCALAB.NS      | Price: 1929.10 | Trend:   4.11% | Mom:  -1.40% | Risk: LOW       
  PIRAMALFIN.NS   | Price: 2222.40 | Trend:   3.34% | Mom:  -3.39% | Risk: LOW       
  APARINDS.NS     | Price: 16650.00 | Trend:   5.56% | Mom:  -3.98% | Risk: LOW       
  CENTRALBK.NS    | Price:   30.39 | Trend:  -2.58% | Mom:   0.07% | Risk: LOW       
  AJANTPHARM.NS   | Price: 3513.60 | Trend:   0.86% | Mom:  -1.22% | Risk: LOW       
  METROBRAND.NS   | Price:  947.25 | Trend:  -3.25% | Mom:   3.53% | Risk: LOW       
  GILLETTE.NS     | Price: 7275.00 | Trend:  -3.71% | Mom:  -0.97% | Risk: LOW       
  GLAND.NS        | Price: 2858.00 | Trend:   6.24% | Mom:  -0.96% | Risk: LOW       
  SONACOMS.NS     | Price:  773.65 | Trend:   0.44% | Mom:  -1.15% | Risk: LOW       
  KIMS.NS         | Price:  764.65 | Trend:  -3.36% | Mom:  -0.82% | Risk: LOW       
  IKS.NS          | Price: 1775.00 | Trend:  -1.86% | Mom:   2.35% | Risk: LOW       
  IRB.NS          | Price:   18.99 | Trend:  -2.92% | Mom:  -0.99% | Risk: LOW       
  NAVINFLUOR.NS   | Price: 8215.00 | Trend:   1.75% | Mom:  -5.31% | Risk: LOW       
  BANDHANBNK.NS   | Price:  169.78 | Trend:  -4.33% | Mom:   5.11% | Risk: LOW       
