NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-08-14 03:49:38

BUY SIGNALS (917):
  SBIN.NS         | Price: 1083.00 | Entry: 1061.34 | Target: 1184.04 | Risk: LOW       
  CUPID.NS        | Price:  294.86 | Entry:  288.96 | Target:  349.99 | Risk: LOW       
  IFBIND.NS       | Price: 1386.00 | Entry: 1358.28 | Target: 1637.36 | Risk: LOW       
  BAJAJELEC.NS    | Price:  356.60 | Entry:  349.47 | Target:  433.81 | Risk: LOW       
  PRICOLLTD.NS    | Price:  765.00 | Entry:   749.7 | Target:  912.11 | Risk: LOW       
  AVALON.NS       | Price: 1930.40 | Entry: 1891.79 | Target: 2419.83 | Risk: LOW       
  HNDFDS.NS       | Price:  596.65 | Entry:  584.72 | Target:  680.51 | Risk: LOW       
  PURVA.NS        | Price:  217.89 | Entry:  213.53 | Target:  245.33 | Risk: LOW       
  UTLSOLAR.NS     | Price:  409.90 | Entry:   401.7 | Target:  498.19 | Risk: LOW       
  SUPRAJIT.NS     | Price:  524.15 | Entry:  513.67 | Target:  606.92 | Risk: LOW       
  JAYNECOIND.NS   | Price:   90.76 | Entry:   88.94 | Target:  103.90 | Risk: LOW       
  VMART.NS        | Price:  807.30 | Entry:  791.15 | Target:  945.09 | Risk: LOW       
  ICRA.NS         | Price: 5196.30 | Entry: 5092.37 | Target: 5921.87 | Risk: LOW       
  MTARTECH.NS     | Price: 7234.00 | Entry: 7089.32 | Target: 8739.36 | Risk: LOW       
  GULFOILLUB.NS   | Price: 1176.70 | Entry: 1153.17 | Target: 1367.81 | Risk: LOW       
  SHARDAMOTR.NS   | Price:  881.95 | Entry:  864.31 | Target: 1056.11 | Risk: LOW       
  TIIL.NS         | Price: 2887.60 | Entry: 2829.85 | Target: 3460.42 | Risk: LOW       
  PILANIINVS.NS   | Price: 4533.50 | Entry: 4442.83 | Target: 5017.04 | Risk: LOW       
  SMARTWORKS.NS   | Price:  492.70 | Entry:  482.85 | Target:  574.83 | Risk: LOW       
  IMFA.NS         | Price: 1434.10 | Entry: 1405.42 | Target: 1713.88 | Risk: LOW       
  PARAS.NS        | Price: 1342.20 | Entry: 1315.36 | Target: 1588.66 | Risk: LOW       
  EMUDHRA.NS      | Price:  529.50 | Entry:  518.91 | Target:  629.45 | Risk: LOW       
  SKIPPER.NS      | Price:  545.75 | Entry:  534.84 | Target:  651.45 | Risk: LOW       
  STLTECH.NS      | Price:  660.80 | Entry:  647.58 | Target:  807.53 | Risk: LOW       
  STYL.NS         | Price:  417.25 | Entry:   408.9 | Target:  502.73 | Risk: LOW       
  SHOPERSTOP.NS   | Price:  427.90 | Entry:  419.34 | Target:  504.76 | Risk: LOW       
  INDIGOPNTS.NS   | Price: 1130.40 | Entry: 1107.79 | Target: 1327.19 | Risk: LOW       
  FIEMIND.NS      | Price: 2412.30 | Entry: 2364.05 | Target: 2884.16 | Risk: LOW       
  BANSALWIRE.NS   | Price:  323.55 | Entry:  317.08 | Target:  379.68 | Risk: LOW       
  CAPILLARY.NS    | Price:  531.05 | Entry:  520.43 | Target:  704.73 | Risk: LOW       
  KNRCON.NS       | Price:  134.58 | Entry:  131.89 | Target:  158.27 | Risk: LOW       
  UNIMECH.NS      | Price: 1426.90 | Entry: 1398.36 | Target: 1733.86 | Risk: LOW       
  GMMPFAUDLR.NS   | Price: 1012.90 | Entry:  992.64 | Target: 1211.07 | Risk: LOW       
  DYNAMATECH.NS   | Price: 10810.00 | Entry: 10593.8 | Target: 13179.29 | Risk: LOW       
  E2E.NS          | Price:  635.00 | Entry:   622.3 | Target:  828.63 | Risk: LOW       
  GOKULAGRO.NS    | Price:  235.34 | Entry:  230.63 | Target:  278.61 | Risk: LOW       
  KINGFA.NS       | Price: 6028.50 | Entry: 5907.93 | Target: 7017.96 | Risk: LOW       
  KRN.NS          | Price: 1398.40 | Entry: 1370.43 | Target: 1650.47 | Risk: LOW       
  DATAMATICS.NS   | Price:  861.70 | Entry:  844.47 | Target:  989.49 | Risk: LOW       
  EMIL.NS         | Price:  191.78 | Entry:  187.94 | Target:  241.82 | Risk: LOW       
  PTC.NS          | Price:  164.80 | Entry:   161.5 | Target:  190.66 | Risk: LOW       
  SIS.NS          | Price:  434.80 | Entry:   426.1 | Target:  475.39 | Risk: LOW       
  PDSL.NS         | Price:  372.15 | Entry:  364.71 | Target:  444.36 | Risk: LOW       
  VRLLOG.NS       | Price:  301.65 | Entry:  295.62 | Target:  361.94 | Risk: LOW       
  ENTERO.NS       | Price: 1448.00 | Entry: 1419.04 | Target: 1743.32 | Risk: LOW       
  JKIL.NS         | Price:  498.30 | Entry:  488.33 | Target:  550.64 | Risk: LOW       
  CARERATING.NS   | Price: 1728.30 | Entry: 1693.73 | Target: 1979.05 | Risk: LOW       
  SUVEN.NS        | Price:  326.45 | Entry:  319.92 | Target:  404.36 | Risk: LOW       
  SKYGOLD.NS      | Price:  773.95 | Entry:  758.47 | Target:  957.50 | Risk: LOW       
  NIITMTS.NS      | Price:  242.63 | Entry:  237.78 | Target:  288.88 | Risk: LOW       
  INNOVACAP.NS    | Price: 1047.50 | Entry: 1026.55 | Target: 1239.95 | Risk: LOW       
  SJS.NS          | Price: 2405.00 | Entry:  2356.9 | Target: 2919.07 | Risk: LOW       
  BOSCH-HCIL.NS   | Price: 1685.10 | Entry:  1651.4 | Target: 2000.31 | Risk: LOW       
  INDIQUBE.NS     | Price:  183.34 | Entry:  179.67 | Target:  219.37 | Risk: LOW       
  SHREEJISPG.NS   | Price:  654.85 | Entry:  641.75 | Target:  754.24 | Risk: LOW       
  VSTTILLERS.NS   | Price: 4601.40 | Entry: 4509.37 | Target: 5135.04 | Risk: LOW       
  HEIDELBERG.NS   | Price:  158.08 | Entry:  154.92 | Target:  172.36 | Risk: LOW       
  SGMART.NS       | Price:  747.15 | Entry:  732.21 | Target:  859.40 | Risk: LOW       
  HERITGFOOD.NS   | Price:  360.70 | Entry:  353.49 | Target:  407.32 | Risk: LOW       
  AARTIDRUGS.NS   | Price:  427.70 | Entry:  419.15 | Target:  491.02 | Risk: LOW       
  ORIENTELEC.NS   | Price:  190.27 | Entry:  186.46 | Target:  218.78 | Risk: LOW       
  GOPAL.NS        | Price:  276.65 | Entry:  271.12 | Target:  317.26 | Risk: LOW       
  BHARATRAS.NS    | Price: 1366.40 | Entry: 1339.07 | Target: 1565.83 | Risk: LOW       
  RBA.NS          | Price:   98.35 | Entry:   96.38 | Target:  123.29 | Risk: LOW       
  LUMAXIND.NS     | Price: 5849.00 | Entry: 5732.02 | Target: 6972.93 | Risk: LOW       
  GUJALKALI.NS    | Price:  694.35 | Entry:  680.46 | Target:  818.17 | Risk: LOW       
  DCAL.NS         | Price:  198.50 | Entry:  194.53 | Target:  234.54 | Risk: LOW       
  BOROLTD.NS      | Price:  243.97 | Entry:  239.09 | Target:  284.23 | Risk: LOW       
  UFLEX.NS        | Price:  493.80 | Entry:  483.92 | Target:  560.48 | Risk: LOW       
  UEL.NS          | Price:  246.50 | Entry:  241.57 | Target:  332.26 | Risk: LOW       
  RPGLIFE.NS      | Price: 2830.50 | Entry: 2773.89 | Target: 3362.04 | Risk: LOW       
  RAYMOND.NS      | Price:  642.00 | Entry:  629.16 | Target:  747.20 | Risk: LOW       
  ORCHPHARMA.NS   | Price: 1033.90 | Entry: 1013.22 | Target: 1219.03 | Risk: LOW       
  MPSLTD.NS       | Price: 2756.50 | Entry: 2701.37 | Target: 3414.14 | Risk: LOW       
  TRUALT.NS       | Price:  489.35 | Entry:  479.56 | Target:  592.49 | Risk: LOW       
  VADILALIND.NS   | Price: 7781.00 | Entry: 7625.38 | Target: 9350.82 | Risk: LOW       
  EBGNG.NS        | Price:  572.55 | Entry:   561.1 | Target:  724.84 | Risk: LOW       
  QUESS.NS        | Price:  333.20 | Entry:  326.54 | Target:  413.51 | Risk: LOW       
  NEOGEN.NS       | Price: 2138.90 | Entry: 2096.12 | Target: 2626.71 | Risk: LOW       
  PRECWIRE.NS     | Price:  468.65 | Entry:  459.28 | Target:  579.33 | Risk: LOW       
  KOLTEPATIL.NS   | Price:  491.90 | Entry:  482.06 | Target:  624.44 | Risk: LOW       
  MBAPL.NS        | Price:  168.12 | Entry:  164.76 | Target:  203.37 | Risk: LOW       
  NPST.NS         | Price: 1635.50 | Entry: 1602.79 | Target: 1998.79 | Risk: LOW       
  CENTUM.NS       | Price: 3791.00 | Entry: 3715.18 | Target: 4515.27 | Risk: LOW       
  ROLEXRINGS.NS   | Price:  178.26 | Entry:  174.69 | Target:  213.24 | Risk: LOW       
  GUFICBIO.NS     | Price:  430.25 | Entry:  421.64 | Target:  496.73 | Risk: LOW       
  UNICHEMLAB.NS   | Price:  542.40 | Entry:  531.55 | Target:  669.19 | Risk: LOW       
  JUBLCPL.NS      | Price: 2322.60 | Entry: 2276.15 | Target: 2930.06 | Risk: LOW       
  CYIENTDLM.NS    | Price:  728.15 | Entry:  713.59 | Target:  876.20 | Risk: LOW       
  RPEL.NS         | Price: 1388.80 | Entry: 1361.02 | Target: 1647.30 | Risk: LOW       
  ARTEMISMED.NS   | Price:  317.85 | Entry:  311.49 | Target:  379.85 | Risk: LOW       
  PRINCEPIPE.NS   | Price:  281.60 | Entry:  275.97 | Target:  323.71 | Risk: LOW       
  PITTIENG.NS     | Price: 1061.80 | Entry: 1040.56 | Target: 1219.98 | Risk: LOW       
  FOSECOIND.NS    | Price: 5537.50 | Entry: 5426.75 | Target: 6521.25 | Risk: LOW       
  DPABHUSHAN.NS   | Price: 1365.10 | Entry:  1337.8 | Target: 1742.71 | Risk: LOW       
  SSWL.NS         | Price:  310.55 | Entry:  304.34 | Target:  366.23 | Risk: LOW       
  SAMBHV.NS       | Price:  117.11 | Entry:  114.77 | Target:  142.72 | Risk: LOW       
  SWANDEF.NS      | Price: 2460.60 | Entry: 2411.39 | Target: 3058.64 | Risk: LOW       
  SENORES.NS      | Price: 1491.40 | Entry: 1461.57 | Target: 1760.29 | Risk: LOW       
  KKCL.NS         | Price:  521.40 | Entry:  510.97 | Target:  616.61 | Risk: LOW       
  STYLAMIND.NS    | Price: 3595.70 | Entry: 3523.79 | Target: 4214.81 | Risk: LOW       
  KRISHANA.NS     | Price:  188.94 | Entry:  185.16 | Target:  226.79 | Risk: LOW       
  PRABHA.NS       | Price:  156.31 | Entry:  153.18 | Target:  188.35 | Risk: LOW       
  IMAGICAA.NS     | Price:   47.22 | Entry:   46.28 | Target:   58.11 | Risk: LOW       
  DDEVPLSTIK.NS   | Price:  285.30 | Entry:  279.59 | Target:  350.78 | Risk: LOW       
  WSTCSTPAPR.NS   | Price:  606.10 | Entry:  593.98 | Target:  716.22 | Risk: LOW       
  KDDL.NS         | Price: 3945.90 | Entry: 3866.98 | Target: 4818.76 | Risk: LOW       
  POLYPLEX.NS     | Price: 1167.20 | Entry: 1143.86 | Target: 1353.90 | Risk: LOW       
  DEEPINDS.NS     | Price:  665.90 | Entry:  652.58 | Target:  853.10 | Risk: LOW       
  SIYSIL.NS       | Price:  641.40 | Entry:  628.57 | Target:  738.77 | Risk: LOW       
  TCPLPACK.NS     | Price: 4255.20 | Entry:  4170.1 | Target: 5243.90 | Risk: LOW       
  SHK.NS          | Price:  173.68 | Entry:  170.21 | Target:  213.94 | Risk: LOW       
  TFCILTD.NS      | Price:  115.31 | Entry:   113.0 | Target:  134.18 | Risk: LOW       
  RAMRAT.NS       | Price:  471.35 | Entry:  461.92 | Target:  583.87 | Risk: LOW       
  ORISSAMINE.NS   | Price: 5003.70 | Entry: 4903.63 | Target: 6251.24 | Risk: LOW       
  VEEDOL.NS       | Price: 1497.90 | Entry: 1467.94 | Target: 1667.08 | Risk: LOW       
  MANINDS.NS      | Price:  576.15 | Entry:  564.63 | Target:  684.76 | Risk: LOW       
  SANGHVIMOV.NS   | Price:  496.70 | Entry:  486.77 | Target:  610.59 | Risk: LOW       
  SBCL.NS         | Price: 1008.65 | Entry:  988.48 | Target: 1262.08 | Risk: LOW       
  FCL.NS          | Price:   41.66 | Entry:   40.83 | Target:   52.53 | Risk: LOW       
  VIMTALABS.NS    | Price:  633.20 | Entry:  620.54 | Target:  751.95 | Risk: LOW       
  MARINE.NS       | Price:  371.20 | Entry:  363.78 | Target:  462.40 | Risk: LOW       
  ARVSMART.NS     | Price:  663.15 | Entry:  649.89 | Target:  772.67 | Risk: LOW       
  DALMIASUG.NS    | Price:  427.35 | Entry:   418.8 | Target:  544.10 | Risk: LOW       
  GIPCL.NS        | Price:  175.97 | Entry:  172.45 | Target:  197.65 | Risk: LOW       
  TATVA.NS        | Price: 1709.60 | Entry: 1675.41 | Target: 2138.53 | Risk: LOW       
  IOLCP.NS        | Price:  166.02 | Entry:   162.7 | Target:  204.71 | Risk: LOW       
  RAMCOIND.NS     | Price:  357.40 | Entry:  350.25 | Target:  434.86 | Risk: LOW       
  EVEREADY.NS     | Price:  357.20 | Entry:  350.06 | Target:  407.94 | Risk: LOW       
  NRBBEARING.NS   | Price:  467.20 | Entry:  457.86 | Target:  571.25 | Risk: LOW       
  MOREPENLAB.NS   | Price:   80.89 | Entry:   79.27 | Target:  104.99 | Risk: LOW       
  SOTL.NS         | Price:  681.90 | Entry:  668.26 | Target:  889.11 | Risk: LOW       
  ALLCARGO.NS     | Price:   10.07 | Entry:    9.87 | Target:   12.94 | Risk: LOW       
  DIGITIDE.NS     | Price:  103.55 | Entry:  101.48 | Target:  127.38 | Risk: LOW       
  LAOPALA.NS      | Price:  194.26 | Entry:  190.37 | Target:  223.31 | Risk: LOW       
  SIRCA.NS        | Price:  433.40 | Entry:  424.73 | Target:  493.47 | Risk: LOW       
  VSSL.NS         | Price:  327.15 | Entry:  320.61 | Target:  392.79 | Risk: LOW       
  KRSNAA.NS       | Price:  556.75 | Entry:  545.62 | Target:  640.18 | Risk: LOW       
  SDBL.NS         | Price:   74.37 | Entry:   72.88 | Target:   86.62 | Risk: LOW       
  CARYSIL.NS      | Price: 1207.30 | Entry: 1183.15 | Target: 1432.69 | Risk: LOW       
  TCIEXP.NS       | Price:  557.40 | Entry:  546.25 | Target:  673.53 | Risk: LOW       
  BEPL.NS         | Price:  122.30 | Entry:  119.85 | Target:  146.26 | Risk: LOW       
  KMEW.NS         | Price: 2709.80 | Entry:  2655.6 | Target: 3270.44 | Risk: LOW       
  UNIVCABLES.NS   | Price: 1702.20 | Entry: 1668.16 | Target: 2130.56 | Risk: LOW       
  DIAMONDYD.NS    | Price: 1184.20 | Entry: 1160.52 | Target: 1422.95 | Risk: LOW       
  ROSSTECH.NS     | Price: 1057.15 | Entry: 1036.01 | Target: 1350.27 | Risk: LOW       
  FILATEX.NS      | Price:   82.29 | Entry:   80.64 | Target:  101.26 | Risk: LOW       
  AEROFLEX.NS     | Price:  448.25 | Entry:  439.28 | Target:  554.63 | Risk: LOW       
  MOLDTKPAC.NS    | Price:  694.40 | Entry:  680.51 | Target:  826.10 | Risk: LOW       
  COSMOFIRST.NS   | Price:  913.30 | Entry:  895.03 | Target: 1100.59 | Risk: LOW       
  BAJEL.NS        | Price:  194.15 | Entry:  190.27 | Target:  226.54 | Risk: LOW       
  KSHINTL.NS      | Price: 1001.45 | Entry:  981.42 | Target: 1224.45 | Risk: LOW       
  FINOPB.NS       | Price:  163.70 | Entry:  160.43 | Target:  191.05 | Risk: LOW       
  STYLEBAAZA.NS   | Price:  347.90 | Entry:  340.94 | Target:  409.13 | Risk: LOW       
  NILKAMAL.NS     | Price: 1932.70 | Entry: 1894.05 | Target: 2519.38 | Risk: LOW       
  SEAMECLTD.NS    | Price: 1532.30 | Entry: 1501.65 | Target: 1788.48 | Risk: LOW       
  YATRA.NS        | Price:  116.11 | Entry:  113.79 | Target:  138.23 | Risk: LOW       
  STEELCAS.NS     | Price:  354.15 | Entry:  347.07 | Target:  429.92 | Risk: LOW       
  KICL.NS         | Price: 5459.00 | Entry: 5349.82 | Target: 6243.64 | Risk: LOW       
  RANEHOLDIN.NS   | Price: 1777.40 | Entry: 1741.85 | Target: 2045.21 | Risk: LOW       
  GEOJITFSL.NS    | Price:   79.90 | Entry:    78.3 | Target:   95.05 | Risk: LOW       
  RPTECH.NS       | Price:  871.75 | Entry:  854.31 | Target: 1096.50 | Risk: LOW       
  VENKEYS.NS      | Price: 1523.00 | Entry: 1492.54 | Target: 1829.46 | Risk: LOW       
  YASHO.NS        | Price: 4276.50 | Entry: 4190.97 | Target: 5603.67 | Risk: LOW       
  WEL.NS          | Price:  140.00 | Entry:   137.2 | Target:  177.82 | Risk: LOW       
  DOLLAR.NS       | Price:  271.75 | Entry:  266.31 | Target:  323.34 | Risk: LOW       
  MOL.NS          | Price:   57.98 | Entry:   56.82 | Target:   71.05 | Risk: LOW       
  THEJO.NS        | Price: 2122.80 | Entry: 2080.34 | Target: 2605.16 | Risk: LOW       
  SHRINGARMS.NS   | Price:  227.16 | Entry:  222.62 | Target:  256.99 | Risk: LOW       
  PIXTRANS.NS     | Price: 1925.60 | Entry: 1887.09 | Target: 2336.14 | Risk: LOW       
  UNIPARTS.NS     | Price:  824.30 | Entry:  807.81 | Target:  991.08 | Risk: LOW       
  RAJRATAN.NS     | Price:  529.85 | Entry:  519.25 | Target:  642.42 | Risk: LOW       
  SOMANYCERA.NS   | Price:  519.15 | Entry:  508.77 | Target:  615.45 | Risk: LOW       
  DYCL.NS         | Price:  455.35 | Entry:  446.24 | Target:  540.49 | Risk: LOW       
  NELCO.NS        | Price: 1047.50 | Entry: 1026.55 | Target: 1293.38 | Risk: LOW       
  DIVGIITTS.NS    | Price: 1219.75 | Entry: 1195.36 | Target: 1461.00 | Risk: LOW       
  WINDLAS.NS      | Price:  949.50 | Entry:  930.51 | Target: 1151.36 | Risk: LOW       
  PANAMAPET.NS    | Price:  488.20 | Entry:  478.44 | Target:  659.41 | Risk: LOW       
  VIDHIING.NS     | Price:  314.95 | Entry:  308.65 | Target:  390.88 | Risk: LOW       
  MOTISONS.NS     | Price:   14.62 | Entry:   14.33 | Target:   17.23 | Risk: LOW       
  ADOR.NS         | Price: 1500.30 | Entry: 1470.29 | Target: 1796.48 | Risk: LOW       
  GARUDA.NS       | Price:  183.61 | Entry:  179.94 | Target:  219.27 | Risk: LOW       
  VINDHYATEL.NS   | Price: 2460.40 | Entry: 2411.19 | Target: 3200.83 | Risk: LOW       
  BETA.NS         | Price: 2595.20 | Entry:  2543.3 | Target: 3401.38 | Risk: LOW       
  FUSION.NS       | Price:  204.60 | Entry:  200.51 | Target:  259.34 | Risk: LOW       
  TALBROAUTO.NS   | Price:  421.65 | Entry:  413.22 | Target:  517.10 | Risk: LOW       
  IFGLEXPOR.NS    | Price:  223.13 | Entry:  218.67 | Target:  283.80 | Risk: LOW       
  BLSE.NS         | Price:  315.30 | Entry:  308.99 | Target:  374.27 | Risk: LOW       
  BFINVEST.NS     | Price:  464.00 | Entry:  454.72 | Target:  546.71 | Risk: LOW       
  JGCHEM.NS       | Price:  613.00 | Entry:  600.74 | Target:  755.34 | Risk: LOW       
  GOCLCORP.NS     | Price:  430.90 | Entry:  422.28 | Target:  504.20 | Risk: LOW       
  BLISSGVS.NS     | Price:  514.00 | Entry:  503.72 | Target:  632.34 | Risk: LOW       
  EXPLEOSOL.NS    | Price:  821.25 | Entry:  804.82 | Target:  979.17 | Risk: LOW       
  TTKHLTCARE.NS   | Price: 1139.10 | Entry: 1116.32 | Target: 1473.01 | Risk: LOW       
  ARMANFIN.NS     | Price: 2013.40 | Entry: 1973.13 | Target: 2356.01 | Risk: LOW       
  DOLPHIN.NS      | Price:  484.90 | Entry:   475.2 | Target:  587.60 | Risk: LOW       
  MUFIN.NS        | Price:  136.47 | Entry:  133.74 | Target:  156.79 | Risk: LOW       
  MMFL.NS         | Price:  621.60 | Entry:  609.17 | Target:  745.58 | Risk: LOW       
  UDS.NS          | Price:  210.09 | Entry:  205.89 | Target:  245.05 | Risk: LOW       
  SYNCOMF.NS      | Price:   15.24 | Entry:   14.94 | Target:   18.47 | Risk: LOW       
  TINNARUBR.NS    | Price: 1108.10 | Entry: 1085.94 | Target: 1388.99 | Risk: LOW       
  SURAKSHA.NS     | Price:  304.45 | Entry:  298.36 | Target:  363.43 | Risk: LOW       
  AIMTRON.NS      | Price: 1657.95 | Entry: 1624.79 | Target: 2029.63 | Risk: LOW       
  APOLLOPIPE.NS   | Price:  508.45 | Entry:  498.28 | Target:  611.49 | Risk: LOW       
  SHANTIGOLD.NS   | Price:  231.90 | Entry:  227.26 | Target:  275.45 | Risk: LOW       
  IKIO.NS         | Price:  211.13 | Entry:  206.91 | Target:  251.04 | Risk: LOW       
  OMAXE.NS        | Price:   98.37 | Entry:    96.4 | Target:  120.62 | Risk: LOW       
  IVALUE.NS       | Price:  281.50 | Entry:  275.87 | Target:  330.00 | Risk: LOW       
  EKC.NS          | Price:  116.45 | Entry:  114.12 | Target:  136.83 | Risk: LOW       
  ESAFSFB.NS      | Price:   39.67 | Entry:   38.88 | Target:   53.18 | Risk: LOW       
  CENTRUM.NS      | Price:   24.63 | Entry:   24.14 | Target:   30.83 | Risk: LOW       
  BIRLANU.NS      | Price: 1667.80 | Entry: 1634.44 | Target: 2076.21 | Risk: LOW       
  RISHABH.NS      | Price:  660.60 | Entry:  647.39 | Target:  787.97 | Risk: LOW       
  PAUSHAKLTD.NS   | Price:  745.45 | Entry:  730.54 | Target:  975.97 | Risk: LOW       
  ASIANENE.NS     | Price:  410.00 | Entry:   401.8 | Target:  499.89 | Risk: LOW       
  GANDHAR.NS      | Price:  244.75 | Entry:  239.85 | Target:  303.68 | Risk: LOW       
  EXCELINDUS.NS   | Price: 1039.35 | Entry: 1018.56 | Target: 1197.19 | Risk: LOW       
  ALICON.NS       | Price:  741.35 | Entry:  726.52 | Target:  929.03 | Risk: LOW       
  DCMSRIND.NS     | Price:   41.71 | Entry:   40.88 | Target:   51.18 | Risk: LOW       
  INDORAMA.NS     | Price:   57.07 | Entry:   55.93 | Target:   76.60 | Risk: LOW       
  PARACABLES.NS   | Price:   68.69 | Entry:   67.32 | Target:   83.03 | Risk: LOW       
  VPRPL.NS        | Price:   34.97 | Entry:   34.27 | Target:   47.59 | Risk: LOW       
  SIGACHI.NS      | Price:   27.77 | Entry:   27.21 | Target:   32.49 | Risk: LOW       
  SPORTKING.NS    | Price:  200.02 | Entry:  196.02 | Target:  262.97 | Risk: LOW       
  SURAJEST.NS     | Price:  215.97 | Entry:  211.65 | Target:  247.07 | Risk: LOW       
  UNIECOM.NS      | Price:   91.36 | Entry:   89.53 | Target:  103.02 | Risk: LOW       
  SHANKARA.NS     | Price:  141.39 | Entry:  138.56 | Target:  156.91 | Risk: LOW       
  IGPL.NS         | Price:  467.00 | Entry:  457.66 | Target:  571.65 | Risk: LOW       
  BSHSL.NS        | Price:   91.00 | Entry:   89.18 | Target:  106.64 | Risk: LOW       
  BALAJITELE.NS   | Price:   92.52 | Entry:   90.67 | Target:  111.18 | Risk: LOW       
  ATULAUTO.NS     | Price:  504.00 | Entry:  493.92 | Target:  647.77 | Risk: LOW       
  YUKEN.NS        | Price:  846.20 | Entry:  829.28 | Target:  999.93 | Risk: LOW       
  ONEPOINT.NS     | Price:   59.99 | Entry:   58.79 | Target:   70.82 | Risk: LOW       
  AURUM.NS        | Price:  226.04 | Entry:  221.52 | Target:  275.36 | Risk: LOW       
  IRMENERGY.NS    | Price:  293.20 | Entry:  287.34 | Target:  354.59 | Risk: LOW       
