NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-09-02 06:28:13

BUY SIGNALS (628):
  TCS.NS          | Price: 2337.40 | Entry: 2290.65 | Target: 2616.40 | Risk: LOW       
  RISHABH.NS      | Price:  740.20 | Entry:   725.4 | Target:  938.66 | Risk: LOW       
  PAUSHAKLTD.NS   | Price:  788.60 | Entry:  772.83 | Target:  980.71 | Risk: LOW       
  ASIANENE.NS     | Price:  491.50 | Entry:  481.67 | Target:  643.93 | Risk: LOW       
  GANDHAR.NS      | Price:  265.45 | Entry:  260.14 | Target:  304.66 | Risk: LOW       
  EXCELINDUS.NS   | Price: 1026.30 | Entry: 1005.77 | Target: 1267.91 | Risk: LOW       
  CLSEL.NS        | Price:  302.45 | Entry:   296.4 | Target:  365.13 | Risk: LOW       
  RAJRILTD.NS     | Price:   22.42 | Entry:   21.97 | Target:   26.01 | Risk: LOW       
  INDORAMA.NS     | Price:   66.30 | Entry:   64.97 | Target:   85.75 | Risk: LOW       
  VPRPL.NS        | Price:   35.89 | Entry:   35.17 | Target:   48.05 | Risk: LOW       
  SIGACHI.NS      | Price:   32.39 | Entry:   31.74 | Target:   43.19 | Risk: LOW       
  BLKASHYAP.NS    | Price:   55.50 | Entry:   54.39 | Target:   68.27 | Risk: LOW       
  SPORTKING.NS    | Price:  226.92 | Entry:  222.38 | Target:  276.51 | Risk: LOW       
  SHANKARA.NS     | Price:  146.13 | Entry:  143.21 | Target:  157.94 | Risk: LOW       
  IGPL.NS         | Price:  535.95 | Entry:  525.23 | Target:  644.58 | Risk: LOW       
  RGL.NS          | Price:  138.22 | Entry:  135.46 | Target:  182.45 | Risk: LOW       
  BSHSL.NS        | Price:   89.60 | Entry:   87.81 | Target:  107.20 | Risk: LOW       
  YUKEN.NS        | Price:  977.20 | Entry:  957.66 | Target: 1211.39 | Risk: LOW       
  DIFFNKG.NS      | Price:  476.80 | Entry:  467.26 | Target:  579.96 | Risk: LOW       
  MICEL.NS        | Price:   38.24 | Entry:   37.48 | Target:   45.20 | Risk: LOW       
  TEXINFRA.NS     | Price:  114.16 | Entry:  111.88 | Target:  130.21 | Risk: LOW       
  SHREEPUSHK.NS   | Price:  461.10 | Entry:  451.88 | Target:  576.48 | Risk: LOW       
  TBZ.NS          | Price:  392.30 | Entry:  384.45 | Target:  504.60 | Risk: LOW       
  STLNETWORK.NS   | Price:   27.43 | Entry:   26.88 | Target:   33.48 | Risk: LOW       
  KROSS.NS        | Price:  205.54 | Entry:  201.43 | Target:  246.53 | Risk: LOW       
  RACLGEAR.NS     | Price: 1490.90 | Entry: 1461.08 | Target: 1854.79 | Risk: LOW       
  BLUSPRING.NS    | Price:  128.97 | Entry:  126.39 | Target:  169.22 | Risk: LOW       
  MANALIPETC.NS   | Price:   83.76 | Entry:   82.08 | Target:  107.99 | Risk: LOW       
  DVL.NS          | Price:  279.00 | Entry:  273.42 | Target:  342.92 | Risk: LOW       
  DPSCLTD.NS      | Price:    7.53 | Entry:    7.38 | Target:    9.22 | Risk: LOW       
  EIMCOELECO.NS   | Price: 2219.00 | Entry: 2174.62 | Target: 2685.04 | Risk: LOW       
  OAL.NS          | Price:  436.00 | Entry:  427.28 | Target:  563.55 | Risk: LOW       
  ANTELOPUS.NS    | Price:  890.05 | Entry:  872.25 | Target: 1087.23 | Risk: LOW       
  PDMJEPAPER.NS   | Price:   90.46 | Entry:   88.65 | Target:  110.30 | Risk: LOW       
  AYMSYNTEX.NS    | Price:  308.55 | Entry:  302.38 | Target:  396.34 | Risk: LOW       
  RNBDENIMS.NS    | Price:   11.37 | Entry:   11.14 | Target:   13.78 | Risk: LOW       
  BIL.NS          | Price:  899.60 | Entry:  881.61 | Target: 1070.05 | Risk: LOW       
  AFSL.NS         | Price:  212.80 | Entry:  208.54 | Target:  242.23 | Risk: LOW       
  THEMISMED.NS    | Price:  124.41 | Entry:  121.92 | Target:  156.96 | Risk: LOW       
  CENTENKA.NS     | Price:  584.40 | Entry:  572.71 | Target:  680.10 | Risk: LOW       
  ARIHANTCAP.NS   | Price:   78.63 | Entry:   77.06 | Target:   92.23 | Risk: LOW       
  SBC.NS          | Price:   42.09 | Entry:   41.25 | Target:   46.86 | Risk: LOW       
  RADHIKAJWE.NS   | Price:   72.38 | Entry:   70.93 | Target:   87.32 | Risk: LOW       
  AEROENTER.NS    | Price:  140.04 | Entry:  137.24 | Target:  174.93 | Risk: LOW       
  SAHANA.NS       | Price:  928.15 | Entry:  909.59 | Target: 1082.56 | Risk: LOW       
  SRHHYPOLTD.NS   | Price:  496.15 | Entry:  486.23 | Target:  563.58 | Risk: LOW       
  GANDHITUBE.NS   | Price:  897.05 | Entry:  879.11 | Target: 1011.60 | Risk: LOW       
  KRISHIVAL.NS    | Price:  412.40 | Entry:  404.15 | Target:  486.78 | Risk: LOW       
  MVGJL.NS        | Price:  161.44 | Entry:  158.21 | Target:  196.25 | Risk: LOW       
  KODYTECH.NS     | Price: 1489.45 | Entry: 1459.66 | Target: 1762.75 | Risk: LOW       
  TNPETRO.NS      | Price:  134.50 | Entry:  131.81 | Target:  165.31 | Risk: LOW       
  PRIMESECU.NS    | Price:  284.50 | Entry:  278.81 | Target:  328.61 | Risk: LOW       
  BASILIC.NS      | Price:  199.00 | Entry:  195.02 | Target:  260.57 | Risk: LOW       
  ZUARIIND.NS     | Price:  268.70 | Entry:  263.33 | Target:  335.20 | Risk: LOW       
  BESTAGRO.NS     | Price:   18.82 | Entry:   18.44 | Target:   22.50 | Risk: LOW       
  KABRAEXTRU.NS   | Price:  570.25 | Entry:  558.85 | Target:  725.16 | Risk: LOW       
  ARROWGREEN.NS   | Price:  771.20 | Entry:  755.78 | Target:  960.70 | Risk: LOW       
  ANUHPHR.NS      | Price:   79.26 | Entry:   77.67 | Target:   92.34 | Risk: LOW       
  MAHASTEEL.NS    | Price: 1324.40 | Entry: 1297.91 | Target: 1608.04 | Risk: LOW       
  SVLL.NS         | Price:  803.00 | Entry:  786.94 | Target:  881.41 | Risk: LOW       
  AVADHSUGAR.NS   | Price:  818.20 | Entry:  801.84 | Target: 1094.74 | Risk: LOW       
  DHUNINV.NS      | Price: 1005.20 | Entry:   985.1 | Target: 1370.52 | Risk: LOW       
  KRYSTAL.NS      | Price:  655.30 | Entry:  642.19 | Target:  798.17 | Risk: LOW       
  STEL.NS         | Price:  606.00 | Entry:  593.88 | Target:  752.95 | Risk: LOW       
  SGIL.NS         | Price:  599.55 | Entry:  587.56 | Target:  731.25 | Risk: LOW       
  CHEMCON.NS      | Price:  198.25 | Entry:  194.28 | Target:  226.69 | Risk: LOW       
  BHAGERIA.NS     | Price:  276.30 | Entry:  270.77 | Target:  331.35 | Risk: LOW       
  GKSL.NS         | Price:  166.81 | Entry:  163.47 | Target:  207.91 | Risk: LOW       
  UNITEDPOLY.NS   | Price:   37.77 | Entry:   37.01 | Target:   48.69 | Risk: LOW       
  ADVANCE.NS      | Price:  119.50 | Entry:  117.11 | Target:  144.17 | Risk: LOW       
  INDOBORAX.NS    | Price:  510.50 | Entry:  500.29 | Target:  653.36 | Risk: LOW       
  RATNAVEER.NS    | Price:  288.15 | Entry:  282.39 | Target:  383.00 | Risk: LOW       
  SAKAR.NS        | Price:  980.40 | Entry:  960.79 | Target: 1229.22 | Risk: LOW       
  MALLCOM.NS      | Price: 1038.00 | Entry: 1017.24 | Target: 1222.38 | Risk: LOW       
  BODALCHEM.NS    | Price:  129.04 | Entry:  126.46 | Target:  164.16 | Risk: LOW       
  KAMATHOTEL.NS   | Price:  232.21 | Entry:  227.57 | Target:  294.02 | Risk: LOW       
  KAMDHENU.NS     | Price:   36.60 | Entry:   35.87 | Target:   46.10 | Risk: LOW       
  KOPRAN.NS       | Price:  215.75 | Entry:  211.44 | Target:  269.76 | Risk: LOW       
  20MICRONS.NS    | Price:  210.30 | Entry:  206.09 | Target:  257.30 | Risk: LOW       
  GHCLTEXTIL.NS   | Price:  140.29 | Entry:  137.48 | Target:  170.59 | Risk: LOW       
  PROZONER.NS     | Price:   45.00 | Entry:    44.1 | Target:   55.50 | Risk: LOW       
  TREL.NS         | Price:   27.35 | Entry:    26.8 | Target:   33.76 | Risk: LOW       
  GEECEE.NS       | Price:  369.75 | Entry:  362.36 | Target:  429.68 | Risk: LOW       
  PVP.NS          | Price:   61.81 | Entry:   60.57 | Target:   83.04 | Risk: LOW       
  SHIVALIK.NS     | Price:  327.00 | Entry:  320.46 | Target:  408.92 | Risk: LOW       
  SUBEXLTD.NS     | Price:   17.61 | Entry:   17.26 | Target:   24.05 | Risk: LOW       
  AHCL.NS         | Price:   15.51 | Entry:    15.2 | Target:   18.42 | Risk: LOW       
  JAYAGROGN.NS    | Price:  223.08 | Entry:  218.62 | Target:  267.47 | Risk: LOW       
  ACCENTMIC.NS    | Price:  596.65 | Entry:  584.72 | Target:  679.53 | Risk: LOW       
  EMKAY.NS        | Price:  258.25 | Entry:  253.09 | Target:  309.37 | Risk: LOW       
  MMP.NS          | Price:  386.70 | Entry:  378.97 | Target:  508.00 | Risk: LOW       
  GFLLIMITED.NS   | Price:   58.20 | Entry:   57.04 | Target:   73.10 | Risk: LOW       
  MENONBE.NS      | Price:  291.60 | Entry:  285.77 | Target:  372.89 | Risk: LOW       
  CSLFINANCE.NS   | Price:  233.50 | Entry:  228.83 | Target:  274.84 | Risk: LOW       
  GCSL.NS         | Price:  571.10 | Entry:  559.68 | Target:  697.56 | Risk: LOW       
  INDSWFTLAB.NS   | Price:  365.55 | Entry:  358.24 | Target:  466.68 | Risk: LOW       
  VERTOZ.NS       | Price:   38.82 | Entry:   38.04 | Target:   47.47 | Risk: LOW       
  ASIANHOTNR.NS   | Price:  372.30 | Entry:  364.85 | Target:  451.53 | Risk: LOW       
  GANESHBE.NS     | Price:  119.60 | Entry:  117.21 | Target:  148.35 | Risk: LOW       
  SILINV.NS       | Price:  477.00 | Entry:  467.46 | Target:  579.30 | Risk: LOW       
  SUTLEJTEX.NS    | Price:   38.56 | Entry:   37.79 | Target:   45.10 | Risk: LOW       
  KRONOX.NS       | Price:  190.00 | Entry:   186.2 | Target:  266.68 | Risk: LOW       
  RADIANTCMS.NS   | Price:   39.48 | Entry:   38.69 | Target:   48.39 | Risk: LOW       
  BAHETI.NS       | Price:  861.80 | Entry:  844.56 | Target:  972.94 | Risk: LOW       
  INTLCONV.NS     | Price:   79.96 | Entry:   78.36 | Target:   97.34 | Risk: LOW       
  COMSYN.NS       | Price:  306.80 | Entry:  300.66 | Target:  379.50 | Risk: LOW       
  VINSYS.NS       | Price:  607.00 | Entry:  594.86 | Target:  660.20 | Risk: LOW       
  RBZJEWEL.NS     | Price:  184.65 | Entry:  180.96 | Target:  230.51 | Risk: LOW       
  KAPSTON.NS      | Price:  569.85 | Entry:  558.45 | Target:  704.39 | Risk: LOW       
  ORBTEXP.NS      | Price:  238.00 | Entry:  233.24 | Target:  283.47 | Risk: LOW       
  MAZDA.NS        | Price:  258.00 | Entry:  252.84 | Target:  301.70 | Risk: LOW       
  TRANSWORLD.NS   | Price:  166.35 | Entry:  163.02 | Target:  195.17 | Risk: LOW       
  MEGATHERM.NS    | Price:  214.55 | Entry:  210.26 | Target:  262.48 | Risk: LOW       
  SUPREMEPWR.NS   | Price:  223.20 | Entry:  218.74 | Target:  292.79 | Risk: LOW       
  MODISONLTD.NS   | Price:  519.50 | Entry:  509.11 | Target:  659.79 | Risk: LOW       
  CLEDUCATE.NS    | Price:   63.00 | Entry:   61.74 | Target:   77.23 | Risk: LOW       
  NAHARINDUS.NS   | Price:  133.43 | Entry:  130.76 | Target:  175.35 | Risk: LOW       
  MEDICAMEQ.NS    | Price:  260.20 | Entry:   255.0 | Target:  327.86 | Risk: LOW       
  ABSMARINE.NS    | Price:  272.30 | Entry:  266.85 | Target:  334.16 | Risk: LOW       
  UGARSUGAR.NS    | Price:   54.52 | Entry:   53.43 | Target:   79.48 | Risk: LOW       
  SINCLAIR.NS     | Price:   83.02 | Entry:   81.36 | Target:   98.88 | Risk: LOW       
  MOLDTECH.NS     | Price:  196.05 | Entry:  192.13 | Target:  241.93 | Risk: LOW       
  PREMIERPOL.NS   | Price:   89.48 | Entry:   87.69 | Target:  117.23 | Risk: LOW       
  ARIES.NS        | Price:  487.70 | Entry:  477.95 | Target:  638.18 | Risk: LOW       
  NDL.NS          | Price:    2.82 | Entry:    2.76 | Target:    3.63 | Risk: LOW       
  SIGMA.NS        | Price:   46.71 | Entry:   45.78 | Target:   59.76 | Risk: LOW       
  ORIENTCER.NS    | Price:   43.92 | Entry:   43.04 | Target:   57.22 | Risk: LOW       
  BIRLACABLE.NS   | Price:  341.60 | Entry:  334.77 | Target:  418.94 | Risk: LOW       
  AMANTA.NS       | Price:  190.00 | Entry:   186.2 | Target:  229.01 | Risk: LOW       
  KANPRPLA.NS     | Price:  257.80 | Entry:  252.64 | Target:  353.21 | Risk: LOW       
  NRL.NS          | Price:  120.05 | Entry:  117.65 | Target:  129.30 | Risk: LOW       
  ALBERTDAVD.NS   | Price:  871.00 | Entry:  853.58 | Target: 1030.71 | Risk: LOW       
  CHEMBONDCH.NS   | Price:  271.00 | Entry:  265.58 | Target:  336.28 | Risk: LOW       
  PCCL.NS         | Price:  402.00 | Entry:  393.96 | Target:  481.14 | Risk: LOW       
  VALIANTLAB.NS   | Price:   96.10 | Entry:   94.18 | Target:  125.62 | Risk: LOW       
  REMSONSIND.NS   | Price:   94.78 | Entry:   92.88 | Target:  117.55 | Risk: LOW       
  GLOBECIVIL.NS   | Price:   45.51 | Entry:    44.6 | Target:   56.25 | Risk: LOW       
  KHADIM.NS       | Price:  117.00 | Entry:  114.66 | Target:  140.51 | Risk: LOW       
  PASUPTAC.NS     | Price:   63.00 | Entry:   61.74 | Target:   75.58 | Risk: LOW       
  ASHIMASYN.NS    | Price:   17.70 | Entry:   17.35 | Target:   23.43 | Risk: LOW       
  ORIENTBELL.NS   | Price:  397.50 | Entry:  389.55 | Target:  484.54 | Risk: LOW       
  JKIPL.NS        | Price:  107.85 | Entry:  105.69 | Target:  132.04 | Risk: LOW       
  WELINV.NS       | Price: 2213.00 | Entry: 2168.74 | Target: 2670.39 | Risk: LOW       
  VISHNUINFR.NS   | Price:  161.35 | Entry:  158.12 | Target:  197.99 | Risk: LOW       
  GOKUL.NS        | Price:   41.18 | Entry:   40.36 | Target:   51.39 | Risk: LOW       
  MANAKSTEEL.NS   | Price:  108.06 | Entry:   105.9 | Target:  126.81 | Risk: LOW       
  ASMS.NS         | Price:    7.19 | Entry:    7.05 | Target:    8.52 | Risk: LOW       
  INFINIUM.NS     | Price:  263.00 | Entry:  257.74 | Target:  340.20 | Risk: LOW       
  ZIMLAB.NS       | Price:  120.64 | Entry:  118.23 | Target:  152.01 | Risk: LOW       
  SYSTANGO.NS     | Price:  223.15 | Entry:  218.69 | Target:  260.35 | Risk: LOW       
  OILCOUNTUB.NS   | Price:   66.40 | Entry:   65.07 | Target:   79.36 | Risk: LOW       
  IITL.NS         | Price:  151.99 | Entry:  148.95 | Target:  186.79 | Risk: LOW       
  SHIVAMAUTO.NS   | Price:   17.60 | Entry:   17.25 | Target:   21.86 | Risk: LOW       
  NECLIFE.NS      | Price:   11.75 | Entry:   11.52 | Target:   15.42 | Risk: LOW       
  EXXARO.NS       | Price:    6.57 | Entry:    6.44 | Target:    8.61 | Risk: LOW       
  ASAHISONG.NS    | Price:  370.00 | Entry:   362.6 | Target:  454.59 | Risk: LOW       
  GLOBAL.NS       | Price:  114.79 | Entry:  112.49 | Target:  138.88 | Risk: LOW       
  URAVIDEF.NS     | Price:  124.75 | Entry:  122.25 | Target:  150.90 | Risk: LOW       
  KANORICHEM.NS   | Price:  159.00 | Entry:  155.82 | Target:  197.07 | Risk: LOW       
  GEEKAYWIRE.NS   | Price:   27.77 | Entry:   27.21 | Target:   36.08 | Risk: LOW       
  CMNL.NS         | Price:  118.00 | Entry:  115.64 | Target:  142.46 | Risk: LOW       
  MAWANASUG.NS    | Price:  148.49 | Entry:  145.52 | Target:  204.71 | Risk: LOW       
  MANOMAY.NS      | Price:  226.88 | Entry:  222.34 | Target:  266.80 | Risk: LOW       
  LYKALABS.NS     | Price:   73.00 | Entry:   71.54 | Target:   81.65 | Risk: LOW       
  ATLANTAA.NS     | Price:   40.37 | Entry:   39.56 | Target:   49.82 | Risk: LOW       
  FROG.NS         | Price:  248.20 | Entry:  243.24 | Target:  273.04 | Risk: LOW       
  ALMONDZ.NS      | Price:   17.39 | Entry:   17.04 | Target:   22.00 | Risk: LOW       
  HITECHCORP.NS   | Price:  336.00 | Entry:  329.28 | Target:  379.20 | Risk: LOW       
  AXITA.NS        | Price:    8.01 | Entry:    7.85 | Target:    9.37 | Risk: LOW       
  A2ZINFRA.NS     | Price:   16.33 | Entry:    16.0 | Target:   20.16 | Risk: LOW       
  PRIZOR.NS       | Price: 1109.10 | Entry: 1086.92 | Target: 1307.12 | Risk: LOW       
  UNIHEALTH.NS    | Price:  724.95 | Entry:  710.45 | Target:  885.74 | Risk: LOW       
  BAFNAPH.NS      | Price:  306.35 | Entry:  300.22 | Target:  356.19 | Risk: LOW       
  CINELINE.NS     | Price:   88.01 | Entry:   86.25 | Target:  101.25 | Risk: LOW       
  ELGIRUBCO.NS    | Price:   59.81 | Entry:   58.61 | Target:   75.27 | Risk: LOW       
  DCMNVL.NS       | Price:  186.61 | Entry:  182.88 | Target:  230.35 | Risk: LOW       
  YASHOPTICS.NS   | Price:  124.75 | Entry:  122.25 | Target:  143.96 | Risk: LOW       
  VSTL.NS         | Price:  112.85 | Entry:  110.59 | Target:  132.80 | Risk: LOW       
  JAYSREETEA.NS   | Price:   97.45 | Entry:    95.5 | Target:  125.36 | Risk: LOW       
  TTL.NS          | Price:    6.60 | Entry:    6.47 | Target:    8.86 | Risk: LOW       
  STARPAPER.NS    | Price:  149.96 | Entry:  146.96 | Target:  178.44 | Risk: LOW       
  NURECA.NS       | Price:  338.00 | Entry:  331.24 | Target:  416.77 | Risk: LOW       
  IVC.NS          | Price:    9.16 | Entry:    8.98 | Target:   10.83 | Risk: LOW       
  ESCONET.NS      | Price:  197.65 | Entry:   193.7 | Target:  289.01 | Risk: LOW       
  KOTARISUG.NS    | Price:   30.55 | Entry:   29.94 | Target:   45.34 | Risk: LOW       
  DUCOL.NS        | Price:  111.10 | Entry:  108.88 | Target:  124.78 | Risk: LOW       
  GILLANDERS.NS   | Price:  106.00 | Entry:  103.88 | Target:  133.57 | Risk: LOW       
  SAKHTISUG.NS    | Price:   20.12 | Entry:   19.72 | Target:   27.77 | Risk: LOW       
  DRCSYSTEMS.NS   | Price:   13.90 | Entry:   13.62 | Target:   16.48 | Risk: LOW       
  KALYANIFRG.NS   | Price:  990.65 | Entry:  970.84 | Target: 1290.18 | Risk: LOW       
  PONNIERODE.NS   | Price:  390.10 | Entry:   382.3 | Target:  526.87 | Risk: LOW       
  GENCON.NS       | Price:   44.22 | Entry:   43.34 | Target:   56.73 | Risk: LOW       
  SALSTEEL.NS     | Price:   85.59 | Entry:   83.88 | Target:  113.63 | Risk: LOW       
  NIRAJ.NS        | Price:   29.69 | Entry:    29.1 | Target:   36.26 | Risk: LOW       
  SHIVATEX.NS     | Price:  176.32 | Entry:  172.79 | Target:  218.91 | Risk: LOW       
  CORDSCABLE.NS   | Price:  319.60 | Entry:  313.21 | Target:  405.79 | Risk: LOW       
  TRIGYN.NS       | Price:   59.85 | Entry:   58.65 | Target:   73.40 | Risk: LOW       
  BALAXI.NS       | Price:   24.57 | Entry:   24.08 | Target:   30.05 | Risk: LOW       
  NEPHROCARE.NS   | Price:  101.85 | Entry:   99.81 | Target:  129.47 | Risk: LOW       
  PRITIKA.NS      | Price:   61.80 | Entry:   60.56 | Target:   66.21 | Risk: LOW       
  GRCL.NS         | Price:  572.00 | Entry:  560.56 | Target:  662.34 | Risk: LOW       
  PLAZACABLE.NS   | Price:   55.98 | Entry:   54.86 | Target:   71.50 | Risk: LOW       
  AKIKO.NS        | Price:  392.40 | Entry:  384.55 | Target:  480.58 | Risk: LOW       
  RANASUG.NS      | Price:   14.88 | Entry:   14.58 | Target:   19.93 | Risk: LOW       
  AKSHARCHEM.NS   | Price:  377.00 | Entry:  369.46 | Target:  459.16 | Risk: LOW       
  ANIKINDS.NS     | Price:   45.18 | Entry:   44.28 | Target:   58.11 | Risk: LOW       
  AAREYDRUGS.NS   | Price:   92.43 | Entry:   90.58 | Target:  114.51 | Risk: LOW       
  NATCAPSUQ.NS    | Price:  204.41 | Entry:  200.32 | Target:  269.71 | Risk: LOW       
  DGCONTENT.NS    | Price:   25.49 | Entry:   24.98 | Target:   32.98 | Risk: LOW       
  ASPINWALL.NS    | Price:  260.30 | Entry:  255.09 | Target:  302.25 | Risk: LOW       
  GULFPETRO.NS    | Price:   67.00 | Entry:   65.66 | Target:   87.02 | Risk: LOW       
  JMA.NS          | Price:   90.35 | Entry:   88.54 | Target:  111.79 | Risk: LOW       
  NECCLTD.NS      | Price:   16.90 | Entry:   16.56 | Target:   21.23 | Risk: LOW       
  NITIRAJ.NS      | Price:  205.03 | Entry:  200.93 | Target:  267.10 | Risk: LOW       
  ARCHIDPLY.NS    | Price:  103.01 | Entry:  100.95 | Target:  136.91 | Risk: LOW       
  EMMBI.NS        | Price:   90.00 | Entry:    88.2 | Target:  103.55 | Risk: LOW       
  DTIL.NS         | Price:  149.98 | Entry:  146.98 | Target:  200.41 | Risk: LOW       
  PURVFLEXI.NS    | Price:   51.55 | Entry:   50.52 | Target:   60.71 | Risk: LOW       
  MANAKALUCO.NS   | Price:   38.16 | Entry:    37.4 | Target:   47.35 | Risk: LOW       
  CPS.NS          | Price: 1150.00 | Entry:  1127.0 | Target: 1289.88 | Risk: LOW       
  LAL.NS          | Price:    8.83 | Entry:    8.65 | Target:   11.35 | Risk: LOW       
  SONAMLTD.NS     | Price:   69.95 | Entry:   68.55 | Target:   94.13 | Risk: LOW       
  VISHWARAJ.NS    | Price:    5.97 | Entry:    5.85 | Target:    8.26 | Risk: LOW       
  VIVIMEDLAB.NS   | Price:    6.67 | Entry:    6.54 | Target:    7.92 | Risk: LOW       
  PRAENG.NS       | Price:   24.77 | Entry:   24.27 | Target:   31.12 | Risk: LOW       
  LANCORHOL.NS    | Price:   32.68 | Entry:   32.03 | Target:   44.93 | Risk: LOW       
  CANARYS.NS      | Price:   24.45 | Entry:   23.96 | Target:   32.20 | Risk: LOW       
  IVP.NS          | Price:  208.00 | Entry:  203.84 | Target:  239.48 | Risk: LOW       
  QMSMEDI.NS      | Price:  160.00 | Entry:   156.8 | Target:  197.06 | Risk: LOW       
  EMKAYTOOLS.NS   | Price:   95.00 | Entry:    93.1 | Target:  115.09 | Risk: LOW       
  TBI.NS          | Price:   70.35 | Entry:   68.94 | Target:   91.03 | Risk: LOW       
  ENSER.NS        | Price:   14.85 | Entry:   14.55 | Target:   20.21 | Risk: LOW       
