NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-08-02 05:07:08

BUY SIGNALS (694):
  BHARTIARTL.NS   | Price: 1972.00 | Entry: 1932.56 | Target: 2115.45 | Risk: LOW       
  JTEKTINDIA.NS   | Price:  140.71 | Entry:   137.9 | Target:  161.14 | Risk: LOW       
  63MOONS.NS      | Price:  931.40 | Entry:  912.77 | Target: 1149.83 | Risk: LOW       
  KIRLOSIND.NS    | Price: 3940.80 | Entry: 3861.98 | Target: 4493.48 | Risk: LOW       
  UFLEX.NS        | Price:  470.65 | Entry:  461.24 | Target:  564.63 | Risk: LOW       
  VAIBHAVGBL.NS   | Price:  266.36 | Entry:  261.03 | Target:  325.42 | Risk: LOW       
  UEL.NS          | Price:  153.73 | Entry:  150.66 | Target:  189.33 | Risk: LOW       
  MPSLTD.NS       | Price: 2696.00 | Entry: 2642.08 | Target: 3388.93 | Risk: LOW       
  MCLOUD.NS       | Price:   29.29 | Entry:    28.7 | Target:   35.03 | Risk: LOW       
  VADILALIND.NS   | Price: 7214.50 | Entry: 7070.21 | Target: 8470.39 | Risk: LOW       
  QUESS.NS        | Price:  332.55 | Entry:   325.9 | Target:  393.67 | Risk: LOW       
  JINDWORLD.NS    | Price:   38.34 | Entry:   37.57 | Target:   53.00 | Risk: LOW       
  MBAPL.NS        | Price:  160.20 | Entry:   157.0 | Target:  204.90 | Risk: LOW       
  GUFICBIO.NS     | Price:  389.85 | Entry:  382.05 | Target:  457.17 | Risk: LOW       
  MSTCLTD.NS      | Price:  618.20 | Entry:  605.84 | Target:  757.86 | Risk: LOW       
  CYIENTDLM.NS    | Price:  670.05 | Entry:  656.65 | Target:  859.05 | Risk: LOW       
  ARTEMISMED.NS   | Price:  298.50 | Entry:  292.53 | Target:  349.55 | Risk: LOW       
  FOSECOIND.NS    | Price: 5133.50 | Entry: 5030.83 | Target: 5785.11 | Risk: LOW       
  SSWL.NS         | Price:  310.36 | Entry:  304.15 | Target:  379.48 | Risk: LOW       
  BHAGCHEM.NS     | Price:  290.75 | Entry:  284.94 | Target:  343.43 | Risk: LOW       
  PROTEAN.NS      | Price:  616.15 | Entry:  603.83 | Target:  713.88 | Risk: LOW       
  VISHNU.NS       | Price:  613.25 | Entry:  600.99 | Target:  721.25 | Risk: LOW       
  SWANDEF.NS      | Price: 2473.70 | Entry: 2424.23 | Target: 2985.99 | Risk: LOW       
  HLEGLAS.NS      | Price:  426.90 | Entry:  418.36 | Target:  530.17 | Risk: LOW       
  KIRIINDUS.NS    | Price:  414.65 | Entry:  406.36 | Target:  470.49 | Risk: LOW       
  MAHLOG.NS       | Price:  409.50 | Entry:  401.31 | Target:  500.61 | Risk: LOW       
  ARKADE.NS       | Price:  141.19 | Entry:  138.37 | Target:  163.56 | Risk: LOW       
  STYLAMIND.NS    | Price: 3384.30 | Entry: 3316.61 | Target: 4433.87 | Risk: LOW       
  KRISHANA.NS     | Price:  182.95 | Entry:  179.29 | Target:  230.75 | Risk: LOW       
  WSTCSTPAPR.NS   | Price:  569.50 | Entry:  558.11 | Target:  675.95 | Risk: LOW       
  KDDL.NS         | Price: 3302.00 | Entry: 3235.96 | Target: 3809.75 | Risk: LOW       
  POLYPLEX.NS     | Price: 1105.30 | Entry: 1083.19 | Target: 1273.43 | Risk: LOW       
  DEEPINDS.NS     | Price:  596.90 | Entry:  584.96 | Target:  740.51 | Risk: LOW       
  ASHIANA.NS      | Price:  390.65 | Entry:  382.84 | Target:  463.94 | Risk: LOW       
  SHK.NS          | Price:  164.59 | Entry:   161.3 | Target:  204.07 | Risk: LOW       
  TFCILTD.NS      | Price:  101.87 | Entry:   99.83 | Target:  123.42 | Risk: LOW       
  RAMRAT.NS       | Price:  448.50 | Entry:  439.53 | Target:  549.71 | Risk: LOW       
  SUNDROP.NS      | Price:  665.45 | Entry:  652.14 | Target:  759.15 | Risk: LOW       
  EFCIL.NS        | Price:  194.86 | Entry:  190.96 | Target:  231.77 | Risk: LOW       
  ORISSAMINE.NS   | Price: 3986.40 | Entry: 3906.67 | Target: 4673.51 | Risk: LOW       
  SBCL.NS         | Price:  749.45 | Entry:  734.46 | Target:  892.22 | Risk: LOW       
  VIMTALABS.NS    | Price:  608.85 | Entry:  596.67 | Target:  770.39 | Risk: LOW       
  MUTHOOTMF.NS    | Price:  245.46 | Entry:  240.55 | Target:  299.78 | Risk: LOW       
  MARINE.NS       | Price:  266.00 | Entry:  260.68 | Target:  330.43 | Risk: LOW       
  RPSGVENT.NS     | Price:  935.25 | Entry:  916.54 | Target: 1057.21 | Risk: LOW       
  TATVA.NS        | Price: 1788.20 | Entry: 1752.44 | Target: 2307.02 | Risk: LOW       
  EPACKPEB.NS     | Price:  267.31 | Entry:  261.96 | Target:  332.82 | Risk: LOW       
  HIRECT.NS       | Price: 1338.30 | Entry: 1311.53 | Target: 1738.80 | Risk: LOW       
  SOTL.NS         | Price:  601.75 | Entry:  589.72 | Target:  771.02 | Risk: LOW       
  ALEMBICLTD.NS   | Price:   91.13 | Entry:   89.31 | Target:   99.84 | Risk: LOW       
  SIRCA.NS        | Price:  420.45 | Entry:  412.04 | Target:  471.46 | Risk: LOW       
  VSSL.NS         | Price:  304.75 | Entry:  298.65 | Target:  369.30 | Risk: LOW       
  BEPL.NS         | Price:  116.02 | Entry:   113.7 | Target:  152.74 | Risk: LOW       
  KMEW.NS         | Price: 2463.30 | Entry: 2414.03 | Target: 3084.84 | Risk: LOW       
  XPROINDIA.NS    | Price: 1500.40 | Entry: 1470.39 | Target: 1752.15 | Risk: LOW       
  UNIVCABLES.NS   | Price: 1358.40 | Entry: 1331.23 | Target: 1659.40 | Risk: LOW       
  FILATEX.NS      | Price:   73.52 | Entry:   72.05 | Target:   96.45 | Risk: LOW       
  MONARCH.NS      | Price:  390.15 | Entry:  382.35 | Target:  459.60 | Risk: LOW       
  TASTYBITE.NS    | Price: 9236.50 | Entry: 9051.77 | Target: 10919.36 | Risk: LOW       
  COSMOFIRST.NS   | Price:  892.30 | Entry:  874.45 | Target: 1051.73 | Risk: LOW       
  ORIENTHOT.NS    | Price:  131.65 | Entry:  129.02 | Target:  172.52 | Risk: LOW       
  NILKAMAL.NS     | Price: 1797.80 | Entry: 1761.84 | Target: 2394.94 | Risk: LOW       
  LANDMARK.NS     | Price:  540.75 | Entry:  529.93 | Target:  727.52 | Risk: LOW       
  STEELCAS.NS     | Price:  309.95 | Entry:  303.75 | Target:  374.02 | Risk: LOW       
  SPECTRUM.NS     | Price: 2363.00 | Entry: 2315.74 | Target: 3083.79 | Risk: LOW       
  SULA.NS         | Price:  170.71 | Entry:   167.3 | Target:  194.76 | Risk: LOW       
  SGFIN.NS        | Price:  682.25 | Entry:  668.61 | Target:  888.66 | Risk: LOW       
  RANEHOLDIN.NS   | Price: 1748.50 | Entry: 1713.53 | Target: 1960.54 | Risk: LOW       
  IDEAFORGE.NS    | Price:  875.10 | Entry:   857.6 | Target: 1032.01 | Risk: LOW       
  RPTECH.NS       | Price:  833.55 | Entry:  816.88 | Target: 1018.93 | Risk: LOW       
  VENKEYS.NS      | Price: 1499.40 | Entry: 1469.41 | Target: 1728.08 | Risk: LOW       
  TIL.NS          | Price:  252.38 | Entry:  247.33 | Target:  333.86 | Risk: LOW       
  YASHO.NS        | Price: 3858.70 | Entry: 3781.53 | Target: 4798.92 | Risk: LOW       
  WEL.NS          | Price:  119.55 | Entry:  117.16 | Target:  136.99 | Risk: LOW       
  DOLLAR.NS       | Price:  264.00 | Entry:  258.72 | Target:  295.82 | Risk: LOW       
  DREDGECORP.NS   | Price: 1139.40 | Entry: 1116.61 | Target: 1322.97 | Risk: LOW       
  MOL.NS          | Price:   53.88 | Entry:    52.8 | Target:   68.22 | Risk: LOW       
  THEJO.NS        | Price: 2108.70 | Entry: 2066.53 | Target: 2480.27 | Risk: LOW       
  APCOTEXIND.NS   | Price:  611.35 | Entry:  599.12 | Target:  796.89 | Risk: LOW       
  VERANDA.NS      | Price:  259.09 | Entry:  253.91 | Target:  314.95 | Risk: LOW       
  UNIPARTS.NS     | Price:  728.00 | Entry:  713.44 | Target:  861.36 | Risk: LOW       
  RAJRATAN.NS     | Price:  495.00 | Entry:   485.1 | Target:  640.24 | Risk: LOW       
  DYCL.NS         | Price:  395.20 | Entry:   387.3 | Target:  538.50 | Risk: LOW       
  NELCO.NS        | Price: 1015.65 | Entry:  995.34 | Target: 1253.51 | Risk: LOW       
  DIVGIITTS.NS    | Price:  962.75 | Entry:   943.5 | Target: 1171.04 | Risk: LOW       
  KERNEX.NS       | Price: 2291.70 | Entry: 2245.87 | Target: 2790.49 | Risk: LOW       
  WINDLAS.NS      | Price:  857.70 | Entry:  840.55 | Target:  990.23 | Risk: LOW       
  PANAMAPET.NS    | Price:  453.55 | Entry:  444.48 | Target:  572.66 | Risk: LOW       
  INDOTECH.NS     | Price: 3453.80 | Entry: 3384.72 | Target: 4377.44 | Risk: LOW       
  VIDHIING.NS     | Price:  329.10 | Entry:  322.52 | Target:  420.15 | Risk: LOW       
  RHETAN.NS       | Price:   30.67 | Entry:   30.06 | Target:   38.93 | Risk: LOW       
  WENDT.NS        | Price: 8207.50 | Entry: 8043.35 | Target: 9559.59 | Risk: LOW       
  MOTISONS.NS     | Price:   14.22 | Entry:   13.94 | Target:   17.42 | Risk: LOW       
  ADOR.NS         | Price: 1444.70 | Entry: 1415.81 | Target: 1857.27 | Risk: LOW       
  BLSE.NS         | Price:  300.66 | Entry:  294.65 | Target:  366.31 | Risk: LOW       
  JGCHEM.NS       | Price:  503.80 | Entry:  493.72 | Target:  618.43 | Risk: LOW       
  HUHTAMAKI.NS    | Price:  298.14 | Entry:  292.18 | Target:  404.73 | Risk: LOW       
  JINDRILL.NS     | Price:  616.20 | Entry:  603.88 | Target:  727.13 | Risk: LOW       
  EXPLEOSOL.NS    | Price:  802.85 | Entry:  786.79 | Target:  970.21 | Risk: LOW       
  SESHAPAPER.NS   | Price:  243.11 | Entry:  238.25 | Target:  299.74 | Risk: LOW       
  TTKHLTCARE.NS   | Price: 1024.50 | Entry: 1004.01 | Target: 1314.73 | Risk: LOW       
  DOLPHIN.NS      | Price:  393.80 | Entry:  385.92 | Target:  476.75 | Risk: LOW       
  MUFIN.NS        | Price:  131.74 | Entry:  129.11 | Target:  149.60 | Risk: LOW       
  TARSONS.NS      | Price:  314.60 | Entry:  308.31 | Target:  401.49 | Risk: LOW       
  MMFL.NS         | Price:  546.85 | Entry:  535.91 | Target:  641.51 | Risk: LOW       
  UDS.NS          | Price:  203.28 | Entry:  199.21 | Target:  247.04 | Risk: LOW       
  TINNARUBR.NS    | Price: 1114.40 | Entry: 1092.11 | Target: 1533.15 | Risk: LOW       
  AIMTRON.NS      | Price: 1386.45 | Entry: 1358.72 | Target: 1662.75 | Risk: LOW       
  APOLLOPIPE.NS   | Price:  515.60 | Entry:  505.29 | Target:  607.01 | Risk: LOW       
  STALLION.NS     | Price:  260.12 | Entry:  254.92 | Target:  329.70 | Risk: LOW       
  ECOSMOBLTY.NS   | Price:  134.48 | Entry:  131.79 | Target:  159.97 | Risk: LOW       
  HESTERBIO.NS    | Price: 2477.70 | Entry: 2428.15 | Target: 3217.49 | Risk: LOW       
  JAGSNPHARM.NS   | Price:  230.80 | Entry:  226.18 | Target:  280.25 | Risk: LOW       
  ESAFSFB.NS      | Price:   42.05 | Entry:   41.21 | Target:   54.04 | Risk: LOW       
  CONFIPET.NS     | Price:   79.66 | Entry:   78.07 | Target:   98.70 | Risk: LOW       
  ROTO.NS         | Price:   67.47 | Entry:   66.12 | Target:   79.58 | Risk: LOW       
  PAUSHAKLTD.NS   | Price:  629.70 | Entry:  617.11 | Target:  788.10 | Risk: LOW       
  ASIANENE.NS     | Price:  398.55 | Entry:  390.58 | Target:  488.91 | Risk: LOW       
  GANDHAR.NS      | Price:  223.25 | Entry:  218.78 | Target:  322.45 | Risk: LOW       
  EXCELINDUS.NS   | Price:  986.30 | Entry:  966.57 | Target: 1128.85 | Risk: LOW       
  ALICON.NS       | Price:  672.35 | Entry:   658.9 | Target:  796.69 | Risk: LOW       
  INDORAMA.NS     | Price:   56.25 | Entry:   55.12 | Target:   71.13 | Risk: LOW       
  SIGACHI.NS      | Price:   25.92 | Entry:    25.4 | Target:   28.97 | Risk: LOW       
  INFOBEAN.NS     | Price:  166.86 | Entry:  163.52 | Target:  206.25 | Risk: LOW       
  ALLDIGI.NS      | Price:  812.70 | Entry:  796.45 | Target:  971.16 | Risk: LOW       
  SPORTKING.NS    | Price:  201.26 | Entry:  197.23 | Target:  250.81 | Risk: LOW       
  SHANKARA.NS     | Price:  141.87 | Entry:  139.03 | Target:  164.18 | Risk: LOW       
  IGPL.NS         | Price:  471.25 | Entry:  461.82 | Target:  551.43 | Risk: LOW       
  TAC.NS          | Price:  497.00 | Entry:  487.06 | Target:  637.86 | Risk: LOW       
  ATULAUTO.NS     | Price:  515.45 | Entry:  505.14 | Target:  592.70 | Risk: LOW       
  RICOAUTO.NS     | Price:  141.77 | Entry:  138.93 | Target:  179.13 | Risk: LOW       
  GPTHEALTH.NS    | Price:  170.49 | Entry:  167.08 | Target:  199.97 | Risk: LOW       
  TBZ.NS          | Price:  276.34 | Entry:  270.81 | Target:  366.48 | Risk: LOW       
  KROSS.NS        | Price:  196.20 | Entry:  192.28 | Target:  247.82 | Risk: LOW       
  ICEMAKE.NS      | Price:  831.35 | Entry:  814.72 | Target: 1029.49 | Risk: LOW       
  BLUSPRING.NS    | Price:  115.85 | Entry:  113.53 | Target:  147.66 | Risk: LOW       
  MANALIPETC.NS   | Price:   64.89 | Entry:   63.59 | Target:   77.94 | Risk: LOW       
  OAL.NS          | Price:  364.50 | Entry:  357.21 | Target:  473.75 | Risk: LOW       
  STERTOOLS.NS    | Price:  252.11 | Entry:  247.07 | Target:  308.51 | Risk: LOW       
  GRPLTD.NS       | Price: 2098.20 | Entry: 2056.24 | Target: 2490.99 | Risk: LOW       
  GEMAROMA.NS     | Price:  191.60 | Entry:  187.77 | Target:  233.40 | Risk: LOW       
  MATRIMONY.NS    | Price:  437.00 | Entry:  428.26 | Target:  521.11 | Risk: LOW       
  PDMJEPAPER.NS   | Price:   94.86 | Entry:   92.96 | Target:  115.33 | Risk: LOW       
  AYMSYNTEX.NS    | Price:  251.81 | Entry:  246.77 | Target:  324.71 | Risk: LOW       
  OMINFRAL.NS     | Price:   89.34 | Entry:   87.55 | Target:  112.45 | Risk: LOW       
  BIL.NS          | Price:  740.60 | Entry:  725.79 | Target:  919.14 | Risk: LOW       
  MAMATA.NS       | Price:  406.45 | Entry:  398.32 | Target:  464.89 | Risk: LOW       
  TNPL.NS         | Price:  150.68 | Entry:  147.67 | Target:  177.11 | Risk: LOW       
  AVTNPL.NS       | Price:   71.47 | Entry:   70.04 | Target:   79.88 | Risk: LOW       
  MAXIND.NS       | Price:  172.22 | Entry:  168.78 | Target:  219.70 | Risk: LOW       
  CENTENKA.NS     | Price:  610.45 | Entry:  598.24 | Target:  787.24 | Risk: LOW       
  ARIHANTCAP.NS   | Price:   78.34 | Entry:   76.77 | Target:   97.83 | Risk: LOW       
  SCODATUBES.NS   | Price:  146.40 | Entry:  143.47 | Target:  168.71 | Risk: LOW       
  INDOFARM.NS     | Price:  161.22 | Entry:   158.0 | Target:  199.62 | Risk: LOW       
  RADHIKAJWE.NS   | Price:   71.75 | Entry:   70.31 | Target:   92.00 | Risk: LOW       
  FAIRCHEMOR.NS   | Price:  797.10 | Entry:  781.16 | Target:  981.11 | Risk: LOW       
  AEROENTER.NS    | Price:  119.43 | Entry:  117.04 | Target:  151.04 | Risk: LOW       
  DENTA.NS        | Price:  354.25 | Entry:  347.17 | Target:  425.54 | Risk: LOW       
  GANDHITUBE.NS   | Price:  876.35 | Entry:  858.82 | Target:  938.39 | Risk: LOW       
  CNL.NS          | Price:  993.20 | Entry:  973.34 | Target: 1286.59 | Risk: LOW       
  MVGJL.NS        | Price:  168.14 | Entry:  164.78 | Target:  205.06 | Risk: LOW       
  KODYTECH.NS     | Price: 1418.80 | Entry: 1390.42 | Target: 1742.55 | Risk: LOW       
  GULPOLY.NS      | Price:  197.32 | Entry:  193.37 | Target:  248.49 | Risk: LOW       
  SILVERTUC.NS    | Price:  201.79 | Entry:  197.75 | Target:  256.71 | Risk: LOW       
  KUANTUM.NS      | Price:   78.05 | Entry:   76.49 | Target:   95.36 | Risk: LOW       
  TNPETRO.NS      | Price:   96.50 | Entry:   94.57 | Target:  112.92 | Risk: LOW       
  PVSL.NS         | Price:  108.51 | Entry:  106.34 | Target:  132.23 | Risk: LOW       
  MACPOWER.NS     | Price: 1458.20 | Entry: 1429.04 | Target: 1864.09 | Risk: LOW       
  BESTAGRO.NS     | Price:   19.12 | Entry:   18.74 | Target:   23.49 | Risk: LOW       
  KABRAEXTRU.NS   | Price:  394.95 | Entry:  387.05 | Target:  520.16 | Risk: LOW       
  ARROWGREEN.NS   | Price:  722.40 | Entry:  707.95 | Target:  872.42 | Risk: LOW       
  KOTHARIPET.NS   | Price:  139.86 | Entry:  137.06 | Target:  166.34 | Risk: LOW       
  MAHASTEEL.NS    | Price: 1001.25 | Entry:  981.23 | Target: 1272.29 | Risk: LOW       
  SUYOG.NS        | Price:  866.25 | Entry:  848.92 | Target: 1018.96 | Risk: LOW       
  NGLFINE.NS      | Price: 3260.30 | Entry: 3195.09 | Target: 3928.55 | Risk: LOW       
  SNOWMAN.NS      | Price:   38.30 | Entry:   37.53 | Target:   44.75 | Risk: LOW       
  STEL.NS         | Price:  574.85 | Entry:  563.35 | Target:  677.24 | Risk: LOW       
  SGIL.NS         | Price:  602.50 | Entry:  590.45 | Target:  698.46 | Risk: LOW       
  BHAGERIA.NS     | Price:  212.18 | Entry:  207.94 | Target:  261.84 | Risk: LOW       
  ADVANCE.NS      | Price:  125.01 | Entry:  122.51 | Target:  150.69 | Risk: LOW       
  BODALCHEM.NS    | Price:   70.66 | Entry:   69.25 | Target:   86.70 | Risk: LOW       
  SATIA.NS        | Price:   61.75 | Entry:   60.52 | Target:   76.49 | Risk: LOW       
  KECL.NS         | Price:  137.79 | Entry:  135.03 | Target:  174.70 | Risk: LOW       
  NAHARSPING.NS   | Price:  281.10 | Entry:  275.48 | Target:  324.01 | Risk: LOW       
  KAMDHENU.NS     | Price:   34.30 | Entry:   33.61 | Target:   43.73 | Risk: LOW       
  RITCO.NS        | Price:  291.70 | Entry:  285.87 | Target:  359.02 | Risk: LOW       
  PATELRMART.NS   | Price:  225.65 | Entry:  221.14 | Target:  262.64 | Risk: LOW       
  ESFL.NS         | Price:  123.30 | Entry:  120.83 | Target:  150.09 | Risk: LOW       
  LAXMIINDIA.NS   | Price:  126.48 | Entry:  123.95 | Target:  155.81 | Risk: LOW       
  GEECEE.NS       | Price:  352.05 | Entry:  345.01 | Target:  427.57 | Risk: LOW       
  RUSHIL.NS       | Price:   17.23 | Entry:   16.89 | Target:   22.59 | Risk: LOW       
  NBIFIN.NS       | Price: 2200.40 | Entry: 2156.39 | Target: 2746.79 | Risk: LOW       
  PPL.NS          | Price:  265.90 | Entry:  260.58 | Target:  336.67 | Risk: LOW       
  DMCC.NS         | Price:  282.75 | Entry:  277.09 | Target:  342.21 | Risk: LOW       
  SHIVALIK.NS     | Price:  247.21 | Entry:  242.27 | Target:  300.66 | Risk: LOW       
  RKSWAMY.NS      | Price:  102.39 | Entry:  100.34 | Target:  122.87 | Risk: LOW       
  NAHARPOLY.NS    | Price:  268.65 | Entry:  263.28 | Target:  327.20 | Risk: LOW       
  REPRO.NS        | Price:  378.65 | Entry:  371.08 | Target:  429.63 | Risk: LOW       
  SEJALLTD.NS     | Price:  755.25 | Entry:  740.14 | Target:  966.96 | Risk: LOW       
  NRAIL.NS        | Price:  473.40 | Entry:  463.93 | Target:  612.85 | Risk: LOW       
  ONWARDTEC.NS    | Price:  292.10 | Entry:  286.26 | Target:  369.64 | Risk: LOW       
  JAYAGROGN.NS    | Price:  229.35 | Entry:  224.76 | Target:  275.88 | Risk: LOW       
  VISAKAIND.NS    | Price:   85.34 | Entry:   83.63 | Target:  103.65 | Risk: LOW       
  MODIS.NS        | Price:  393.15 | Entry:  385.29 | Target:  487.15 | Risk: LOW       
  MMP.NS          | Price:  292.50 | Entry:  286.65 | Target:  345.07 | Risk: LOW       
  GFLLIMITED.NS   | Price:   46.64 | Entry:   45.71 | Target:   55.63 | Risk: LOW       
  MENONBE.NS      | Price:  210.59 | Entry:  206.38 | Target:  274.22 | Risk: LOW       
  KILITCH.NS      | Price:  186.59 | Entry:  182.86 | Target:  228.15 | Risk: LOW       
  SICALLOG.NS     | Price:  112.53 | Entry:  110.28 | Target:  142.76 | Risk: LOW       
  GANESHBE.NS     | Price:  112.33 | Entry:  110.08 | Target:  151.55 | Risk: LOW       
  IGCL.NS         | Price:   77.90 | Entry:   76.34 | Target:   99.35 | Risk: LOW       
  BORANA.NS       | Price:  324.65 | Entry:  318.16 | Target:  391.97 | Risk: LOW       
  SHALPAINTS.NS   | Price:   66.68 | Entry:   65.35 | Target:   94.93 | Risk: LOW       
  ONMOBILE.NS     | Price:   63.41 | Entry:   62.14 | Target:   76.68 | Risk: LOW       
  IRISDOREME.NS   | Price:   52.96 | Entry:    51.9 | Target:   66.44 | Risk: LOW       
  SPECIALITY.NS   | Price:  133.14 | Entry:  130.48 | Target:  167.31 | Risk: LOW       
  OCCLLTD.NS      | Price:  166.02 | Entry:   162.7 | Target:  203.25 | Risk: LOW       
  PYRAMID.NS      | Price:  181.12 | Entry:   177.5 | Target:  225.03 | Risk: LOW       
  PRIMO.NS        | Price:   25.24 | Entry:   24.74 | Target:   30.87 | Risk: LOW       
  CONSOFINVT.NS   | Price:  298.25 | Entry:  292.28 | Target:  371.99 | Risk: LOW       
  BAHETI.NS       | Price:  719.30 | Entry:  704.91 | Target:  819.09 | Risk: LOW       
  HMVL.NS         | Price:   94.63 | Entry:   92.74 | Target:  115.24 | Risk: LOW       
  KAYA.NS         | Price:  275.74 | Entry:  270.23 | Target:  344.68 | Risk: LOW       
  EMAMIPAP.NS     | Price:  109.59 | Entry:   107.4 | Target:  147.48 | Risk: LOW       
  COMSYN.NS       | Price:  214.81 | Entry:  210.51 | Target:  298.21 | Risk: LOW       
  VINSYS.NS       | Price:  549.80 | Entry:   538.8 | Target:  594.09 | Risk: LOW       
  RAMAPHO.NS      | Price:  128.48 | Entry:  125.91 | Target:  155.97 | Risk: LOW       
  ORIENTPPR.NS    | Price:   18.37 | Entry:    18.0 | Target:   21.89 | Risk: LOW       
  KNAGRI.NS       | Price:  208.24 | Entry:  204.08 | Target:  253.55 | Risk: LOW       
  PARIN.NS        | Price:  721.00 | Entry:  706.58 | Target:  859.59 | Risk: LOW       
  KAPSTON.NS      | Price:  474.90 | Entry:   465.4 | Target:  544.42 | Risk: LOW       
  MUNJALSHOW.NS   | Price:  137.35 | Entry:   134.6 | Target:  151.90 | Risk: LOW       
  ORBTEXP.NS      | Price:  241.14 | Entry:  236.32 | Target:  292.82 | Risk: LOW       
  EFFWA.NS        | Price:  371.05 | Entry:  363.63 | Target:  453.87 | Risk: LOW       
