NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-04-11 19:03:33

BUY SIGNALS (1352):
  LT.NS           | Price: 3959.90 | Entry:  3880.7 | Target: 4689.76 | Risk: LOW       
  TRANSRAILL.NS   | Price:  554.55 | Entry:  543.46 | Target:  689.66 | Risk: LOW       
  UJJIVANSFB.NS   | Price:   60.30 | Entry:   59.09 | Target:   74.18 | Risk: LOW       
  NESCO.NS        | Price: 1147.80 | Entry: 1124.84 | Target: 1359.62 | Risk: LOW       
  HAPPYFORGE.NS   | Price: 1295.90 | Entry: 1269.98 | Target: 1600.33 | Risk: LOW       
  HONASA.NS       | Price:  344.85 | Entry:  337.95 | Target:  413.49 | Risk: LOW       
  SANSERA.NS      | Price: 2337.50 | Entry: 2290.75 | Target: 2889.64 | Risk: LOW       
  WABAG.NS        | Price: 1355.50 | Entry: 1328.39 | Target: 1637.43 | Risk: LOW       
  LLOYDSENT.NS    | Price:   59.30 | Entry:   58.11 | Target:   78.04 | Risk: LOW       
  SANDUMA.NS      | Price:  202.00 | Entry:  197.96 | Target:  249.74 | Risk: LOW       
  MARKSANS.NS     | Price:  178.48 | Entry:  174.91 | Target:  219.08 | Risk: LOW       
  TCI.NS          | Price: 1012.55 | Entry:   992.3 | Target: 1249.14 | Risk: LOW       
  BBOX.NS         | Price:  523.75 | Entry:  513.27 | Target:  645.05 | Risk: LOW       
  POWERMECH.NS    | Price: 2261.60 | Entry: 2216.37 | Target: 2814.60 | Risk: LOW       
  ORKLAINDIA.NS   | Price:  635.60 | Entry:  622.89 | Target:  725.60 | Risk: LOW       
  LOTUSDEV.NS     | Price:  139.06 | Entry:  136.28 | Target:  180.26 | Risk: LOW       
  JSLL.NS         | Price:  666.90 | Entry:  653.56 | Target:  829.56 | Risk: LOW       
  LUMAXTECH.NS    | Price: 1823.30 | Entry: 1786.83 | Target: 2282.37 | Risk: LOW       
  TANLA.NS        | Price:  475.45 | Entry:  465.94 | Target:  592.49 | Risk: LOW       
  ARVIND.NS       | Price:  390.05 | Entry:  382.25 | Target:  463.87 | Risk: LOW       
  APOLLO.NS       | Price:  237.57 | Entry:  232.82 | Target:  301.23 | Risk: LOW       
  PNGJL.NS        | Price:  635.10 | Entry:   622.4 | Target:  766.89 | Risk: LOW       
  MAHSEAMLES.NS   | Price:  623.15 | Entry:  610.69 | Target:  731.94 | Risk: LOW       
  RCF.NS          | Price:  128.20 | Entry:  125.64 | Target:  157.39 | Risk: LOW       
  ESABINDIA.NS    | Price: 5515.40 | Entry: 5405.09 | Target: 6381.69 | Risk: LOW       
  VOLTAMP.NS      | Price: 9311.50 | Entry: 9125.27 | Target: 11091.86 | Risk: LOW       
  STAR.NS         | Price: 1000.00 | Entry:   980.0 | Target: 1172.55 | Risk: LOW       
  OSWALPUMPS.NS   | Price:  371.70 | Entry:  364.27 | Target:  472.29 | Risk: LOW       
  DIACABS.NS      | Price:  137.09 | Entry:  134.35 | Target:  173.51 | Risk: LOW       
  CERA.NS         | Price: 5162.00 | Entry: 5058.76 | Target: 6059.57 | Risk: LOW       
  KIRLPNU.NS      | Price: 1204.10 | Entry: 1180.02 | Target: 1426.81 | Risk: LOW       
  BORORENEW.NS    | Price:  467.55 | Entry:   458.2 | Target:  578.66 | Risk: LOW       
  TRIVENI.NS      | Price:  383.00 | Entry:  375.34 | Target:  482.71 | Risk: LOW       
  ACI.NS          | Price:  615.70 | Entry:  603.39 | Target:  741.58 | Risk: LOW       
  SHILPAMED.NS    | Price:  420.10 | Entry:   411.7 | Target:  524.99 | Risk: LOW       
  THOMASCOOK.NS   | Price:  106.86 | Entry:  104.72 | Target:  134.99 | Risk: LOW       
  THANGAMAYL.NS   | Price: 4138.80 | Entry: 4056.02 | Target: 5154.62 | Risk: LOW       
  AKUMS.NS        | Price:  515.95 | Entry:  505.63 | Target:  622.45 | Risk: LOW       
  ETHOSLTD.NS     | Price: 2491.70 | Entry: 2441.87 | Target: 3003.16 | Risk: LOW       
  LLOYDSENGG.NS   | Price:   49.88 | Entry:   48.88 | Target:   64.75 | Risk: LOW       
  REDTAPE.NS      | Price:  122.85 | Entry:  120.39 | Target:  150.87 | Risk: LOW       
  TMB.NS          | Price:  652.75 | Entry:  639.69 | Target:  798.79 | Risk: LOW       
  TIPSMUSIC.NS    | Price:  539.45 | Entry:  528.66 | Target:  649.36 | Risk: LOW       
  ATLANTAELE.NS   | Price: 1310.40 | Entry: 1284.19 | Target: 1710.83 | Risk: LOW       
  EPIGRAL.NS      | Price: 1098.30 | Entry: 1076.33 | Target: 1351.28 | Risk: LOW       
  V2RETAIL.NS     | Price:  197.13 | Entry:  193.19 | Target:  255.29 | Risk: LOW       
  BALUFORGE.NS    | Price:  466.85 | Entry:  457.51 | Target:  588.21 | Risk: LOW       
  MOIL.NS         | Price:  305.70 | Entry:  299.59 | Target:  367.91 | Risk: LOW       
  RTNINDIA.NS     | Price:   32.82 | Entry:   32.16 | Target:   42.18 | Risk: LOW       
  PFOCUS.NS       | Price:  334.50 | Entry:  327.81 | Target:  445.62 | Risk: LOW       
  ISGEC.NS        | Price: 1001.15 | Entry:  981.13 | Target: 1200.61 | Risk: LOW       
  PRAJIND.NS      | Price:  338.15 | Entry:  331.39 | Target:  408.03 | Risk: LOW       
  RATEGAIN.NS     | Price:  562.10 | Entry:  550.86 | Target:  700.94 | Risk: LOW       
  KTKBANK.NS      | Price:  242.97 | Entry:  238.11 | Target:  298.52 | Risk: LOW       
  YATHARTH.NS     | Price:  753.75 | Entry:  738.67 | Target:  906.25 | Risk: LOW       
  CSBBANK.NS      | Price:  404.90 | Entry:   396.8 | Target:  505.47 | Risk: LOW       
  EPL.NS          | Price:  234.01 | Entry:  229.33 | Target:  284.59 | Risk: LOW       
  THYROCARE.NS    | Price:  399.00 | Entry:  391.02 | Target:  486.38 | Risk: LOW       
  ARVINDFASN.NS   | Price:  481.50 | Entry:  471.87 | Target:  617.39 | Risk: LOW       
  ELLEN.NS        | Price:  238.10 | Entry:  233.34 | Target:  316.51 | Risk: LOW       
  QPOWER.NS       | Price:  962.10 | Entry:  942.86 | Target: 1224.56 | Risk: LOW       
  CUPID.NS        | Price:   93.73 | Entry:   91.86 | Target:  112.59 | Risk: LOW       
  IFBIND.NS       | Price: 1081.25 | Entry: 1059.62 | Target: 1338.18 | Risk: LOW       
  PARKHOSPS.NS    | Price:  210.45 | Entry:  206.24 | Target:  264.43 | Risk: LOW       
  JKPAPER.NS      | Price:  352.25 | Entry:   345.2 | Target:  432.55 | Risk: LOW       
  PRICOLLTD.NS    | Price:  583.75 | Entry:  572.08 | Target:  690.71 | Risk: LOW       
  AVALON.NS       | Price: 1058.35 | Entry: 1037.18 | Target: 1315.69 | Risk: LOW       
  HNDFDS.NS       | Price:  508.75 | Entry:  498.57 | Target:  611.09 | Risk: LOW       
  UTLSOLAR.NS     | Price:  221.44 | Entry:  217.01 | Target:  267.92 | Risk: LOW       
  RTNPOWER.NS     | Price:    8.96 | Entry:    8.78 | Target:   11.07 | Risk: LOW       
  RENUKA.NS       | Price:   27.30 | Entry:   26.75 | Target:   34.69 | Risk: LOW       
  SUPRAJIT.NS     | Price:  436.65 | Entry:  427.92 | Target:  515.13 | Risk: LOW       
  JAYNECOIND.NS   | Price:   81.69 | Entry:   80.06 | Target:  103.73 | Risk: LOW       
  VMART.NS        | Price:  622.10 | Entry:  609.66 | Target:  804.31 | Risk: LOW       
  IONEXCHANG.NS   | Price:  378.10 | Entry:  370.54 | Target:  460.90 | Risk: LOW       
  SUBROS.NS       | Price:  750.30 | Entry:  735.29 | Target:  918.09 | Risk: LOW       
  AXISCADES.NS    | Price: 1687.90 | Entry: 1654.14 | Target: 2116.86 | Risk: LOW       
  CRAMC.NS        | Price:  262.86 | Entry:   257.6 | Target:  320.25 | Risk: LOW       
  GOKEX.NS        | Price:  676.70 | Entry:  663.17 | Target:  855.16 | Risk: LOW       
  MTARTECH.NS     | Price: 4173.80 | Entry: 4090.32 | Target: 5220.23 | Risk: LOW       
  PICCADIL.NS     | Price:  570.05 | Entry:  558.65 | Target:  671.93 | Risk: LOW       
  INDIAGLYCO.NS   | Price:  926.15 | Entry:  907.63 | Target: 1124.07 | Risk: LOW       
  ELECTCAST.NS    | Price:   82.67 | Entry:   81.02 | Target:  108.32 | Risk: LOW       
  TIIL.NS         | Price: 2331.50 | Entry: 2284.87 | Target: 2845.82 | Risk: LOW       
  PILANIINVS.NS   | Price: 4597.20 | Entry: 4505.26 | Target: 5603.91 | Risk: LOW       
  IMFA.NS         | Price: 1399.60 | Entry: 1371.61 | Target: 1711.42 | Risk: LOW       
  PARAS.NS        | Price:  681.25 | Entry:  667.62 | Target:  844.80 | Risk: LOW       
  SAATVIKGL.NS    | Price:  461.60 | Entry:  452.37 | Target:  569.76 | Risk: LOW       
  EMUDHRA.NS      | Price:  480.15 | Entry:  470.55 | Target:  598.29 | Risk: LOW       
  SKIPPER.NS      | Price:  384.30 | Entry:  376.61 | Target:  464.37 | Risk: LOW       
  STLTECH.NS      | Price:  231.22 | Entry:   226.6 | Target:  298.21 | Risk: LOW       
  SENCO.NS        | Price:  323.00 | Entry:  316.54 | Target:  403.82 | Risk: LOW       
  FISCHER.NS      | Price:   40.84 | Entry:   40.02 | Target:   50.60 | Risk: LOW       
  KSCL.NS         | Price:  927.05 | Entry:  908.51 | Target: 1116.50 | Risk: LOW       
  FIEMIND.NS      | Price: 2216.60 | Entry: 2172.27 | Target: 2663.56 | Risk: LOW       
  TVSSCS.NS       | Price:  111.06 | Entry:  108.84 | Target:  135.04 | Risk: LOW       
  BANSALWIRE.NS   | Price:  272.52 | Entry:  267.07 | Target:  344.09 | Risk: LOW       
  CAPILLARY.NS    | Price:  549.75 | Entry:  538.75 | Target:  670.23 | Risk: LOW       
  DYNAMATECH.NS   | Price: 10345.50 | Entry: 10138.59 | Target: 12560.68 | Risk: LOW       
  E2E.NS          | Price: 2450.10 | Entry:  2401.1 | Target: 3017.31 | Risk: LOW       
  GOKULAGRO.NS    | Price:  199.34 | Entry:  195.35 | Target:  245.67 | Risk: LOW       
  FEDFINA.NS      | Price:  143.11 | Entry:  140.25 | Target:  175.58 | Risk: LOW       
  KINGFA.NS       | Price: 4371.80 | Entry: 4284.36 | Target: 5106.94 | Risk: LOW       
  KRN.NS          | Price:  969.35 | Entry:  949.96 | Target: 1196.15 | Risk: LOW       
  WEBELSOLAR.NS   | Price:   78.89 | Entry:   77.31 | Target:  108.42 | Risk: LOW       
  EMIL.NS         | Price:  101.53 | Entry:    99.5 | Target:  127.40 | Risk: LOW       
  ITDC.NS         | Price:  610.40 | Entry:  598.19 | Target:  783.33 | Risk: LOW       
  ZAGGLE.NS       | Price:  251.47 | Entry:  246.44 | Target:  332.38 | Risk: LOW       
  GAEL.NS         | Price:  151.83 | Entry:  148.79 | Target:  181.52 | Risk: LOW       
  ORIANA.NS       | Price: 1934.15 | Entry: 1895.47 | Target: 2468.51 | Risk: LOW       
  HCC.NS          | Price:   17.60 | Entry:   17.25 | Target:   22.34 | Risk: LOW       
  SUNFLAG.NS      | Price:  249.42 | Entry:  244.43 | Target:  310.55 | Risk: LOW       
  SWARAJENG.NS    | Price: 3936.30 | Entry: 3857.57 | Target: 4601.37 | Risk: LOW       
  JSFB.NS         | Price:  384.60 | Entry:  376.91 | Target:  475.62 | Risk: LOW       
  MIDWESTLTD.NS   | Price: 1327.90 | Entry: 1301.34 | Target: 1700.61 | Risk: LOW       
  ANUP.NS         | Price: 1911.80 | Entry: 1873.56 | Target: 2395.62 | Risk: LOW       
  SUVEN.NS        | Price:  195.52 | Entry:  191.61 | Target:  256.12 | Risk: LOW       
  SKYGOLD.NS      | Price:  389.35 | Entry:  381.56 | Target:  490.26 | Risk: LOW       
  REFEX.NS        | Price:  226.17 | Entry:  221.65 | Target:  282.95 | Risk: LOW       
  NEPHROPLUS.NS   | Price:  560.30 | Entry:  549.09 | Target:  688.09 | Risk: LOW       
  NACLIND.NS      | Price:  166.26 | Entry:  162.93 | Target:  213.41 | Risk: LOW       
  DCBBANK.NS      | Price:  188.51 | Entry:  184.74 | Target:  234.08 | Risk: LOW       
  SJS.NS          | Price: 1793.40 | Entry: 1757.53 | Target: 2172.40 | Risk: LOW       
  BOSCH-HCIL.NS   | Price: 1334.80 | Entry:  1308.1 | Target: 1670.37 | Risk: LOW       
  SPARC.NS        | Price:  148.34 | Entry:  145.37 | Target:  196.05 | Risk: LOW       
  SHILCTECH.NS    | Price: 4574.00 | Entry: 4482.52 | Target: 5662.07 | Risk: LOW       
  INDRAMEDCO.NS   | Price:  438.95 | Entry:  430.17 | Target:  544.06 | Risk: LOW       
  VSTIND.NS       | Price:  228.66 | Entry:  224.09 | Target:  271.70 | Risk: LOW       
  SAMHI.NS        | Price:  158.03 | Entry:  154.87 | Target:  201.04 | Risk: LOW       
  CEIGALL.NS      | Price:  300.10 | Entry:   294.1 | Target:  354.55 | Risk: LOW       
  SGMART.NS       | Price:  539.35 | Entry:  528.56 | Target:  690.49 | Risk: LOW       
  HERITGFOOD.NS   | Price:  338.00 | Entry:  331.24 | Target:  398.59 | Risk: LOW       
  STYRENIX.NS     | Price: 2000.90 | Entry: 1960.88 | Target: 2369.47 | Risk: LOW       
  BHARATRAS.NS    | Price: 1570.00 | Entry:  1538.6 | Target: 2002.11 | Risk: LOW       
  LUMAXIND.NS     | Price: 5571.60 | Entry: 5460.17 | Target: 6951.10 | Risk: LOW       
  ZOTA.NS         | Price: 1321.00 | Entry: 1294.58 | Target: 1666.54 | Risk: LOW       
  AVANTEL.NS      | Price:  152.69 | Entry:  149.64 | Target:  191.12 | Risk: LOW       
  EIEL.NS         | Price:  173.15 | Entry:  169.69 | Target:  219.82 | Risk: LOW       
  RAYMONDREL.NS   | Price:  434.30 | Entry:  425.61 | Target:  563.85 | Risk: LOW       
  SANATHAN.NS     | Price:  424.70 | Entry:  416.21 | Target:  543.20 | Risk: LOW       
  AWFIS.NS        | Price:  321.02 | Entry:   314.6 | Target:  422.39 | Risk: LOW       
  RAMKY.NS        | Price:  488.40 | Entry:  478.63 | Target:  583.60 | Risk: LOW       
  GOLDIAM.NS      | Price:  346.55 | Entry:  339.62 | Target:  438.59 | Risk: LOW       
  KIRLOSIND.NS    | Price: 2948.00 | Entry: 2889.04 | Target: 3740.93 | Risk: LOW       
  SHANTIGEAR.NS   | Price:  461.95 | Entry:  452.71 | Target:  523.74 | Risk: LOW       
  BOROLTD.NS      | Price:  249.16 | Entry:  244.18 | Target:  311.21 | Risk: LOW       
  MARATHON.NS     | Price:  448.75 | Entry:  439.77 | Target:  565.84 | Risk: LOW       
  UEL.NS          | Price:  166.33 | Entry:   163.0 | Target:  221.24 | Risk: LOW       
  RAYMOND.NS      | Price:  386.30 | Entry:  378.57 | Target:  490.10 | Risk: LOW       
  LUXIND.NS       | Price: 1347.00 | Entry: 1320.06 | Target: 1771.61 | Risk: LOW       
  MPSLTD.NS       | Price: 1729.40 | Entry: 1694.81 | Target: 2089.79 | Risk: LOW       
  MCLOUD.NS       | Price:   26.15 | Entry:   25.63 | Target:   32.60 | Risk: LOW       
  TRUALT.NS       | Price:  417.25 | Entry:   408.9 | Target:  514.91 | Risk: LOW       
  GOODLUCK.NS     | Price: 1114.05 | Entry: 1091.77 | Target: 1376.91 | Risk: LOW       
  EBGNG.NS        | Price:  408.55 | Entry:  400.38 | Target:  521.01 | Risk: LOW       
  WONDERLA.NS     | Price:  538.85 | Entry:  528.07 | Target:  648.05 | Risk: LOW       
  GREENPLY.NS     | Price:  216.02 | Entry:   211.7 | Target:  270.92 | Risk: LOW       
  NEOGEN.NS       | Price: 1365.50 | Entry: 1338.19 | Target: 1780.71 | Risk: LOW       
  INTERARCH.NS    | Price: 1965.00 | Entry:  1925.7 | Target: 2384.96 | Risk: LOW       
  PRECWIRE.NS     | Price:  339.65 | Entry:  332.86 | Target:  419.15 | Risk: LOW       
  JINDWORLD.NS    | Price:   24.51 | Entry:   24.02 | Target:   33.22 | Risk: LOW       
  MBAPL.NS        | Price:  523.80 | Entry:  513.32 | Target:  640.26 | Risk: LOW       
  ARSSBL.NS       | Price:  564.70 | Entry:  553.41 | Target:  705.70 | Risk: LOW       
  NPST.NS         | Price: 1246.00 | Entry: 1221.08 | Target: 1706.91 | Risk: LOW       
  GKENERGY.NS     | Price:  116.04 | Entry:  113.72 | Target:  144.64 | Risk: LOW       
  INDOSTAR.NS     | Price:  229.01 | Entry:  224.43 | Target:  297.15 | Risk: LOW       
  ROLEXRINGS.NS   | Price:  131.79 | Entry:  129.15 | Target:  161.56 | Risk: LOW       
  ADVENZYMES.NS   | Price:  297.60 | Entry:  291.65 | Target:  355.64 | Risk: LOW       
  SHAREINDIA.NS   | Price:  142.79 | Entry:  139.93 | Target:  179.63 | Risk: LOW       
  POCL.NS         | Price: 1191.80 | Entry: 1167.96 | Target: 1495.44 | Risk: LOW       
  GUFICBIO.NS     | Price:  302.85 | Entry:  296.79 | Target:  375.40 | Risk: LOW       
  RPEL.NS         | Price:  701.20 | Entry:  687.18 | Target:  887.06 | Risk: LOW       
  BALMLAWRIE.NS   | Price:  169.90 | Entry:   166.5 | Target:  198.70 | Risk: LOW       
  PITTIENG.NS     | Price:  838.75 | Entry:  821.98 | Target: 1032.43 | Risk: LOW       
  DPABHUSHAN.NS   | Price: 1140.55 | Entry: 1117.74 | Target: 1440.66 | Risk: LOW       
  SSWL.NS         | Price:  210.21 | Entry:  206.01 | Target:  262.48 | Risk: LOW       
  BHAGCHEM.NS     | Price:  222.36 | Entry:  217.91 | Target:  295.54 | Risk: LOW       
  BAJAJCON.NS     | Price:  432.25 | Entry:  423.61 | Target:  538.14 | Risk: LOW       
  INDOTHAI.NS     | Price:  290.80 | Entry:  284.98 | Target:  353.87 | Risk: LOW       
  GREENPANEL.NS   | Price:  209.00 | Entry:  204.82 | Target:  260.47 | Risk: LOW       
  BBL.NS          | Price: 2464.50 | Entry: 2415.21 | Target: 3020.71 | Risk: LOW       
  VISHNU.NS       | Price:  515.25 | Entry:  504.94 | Target:  599.11 | Risk: LOW       
  SAMBHV.NS       | Price:  112.21 | Entry:  109.97 | Target:  143.02 | Risk: LOW       
  SENORES.NS      | Price:  821.40 | Entry:  804.97 | Target:  993.29 | Risk: LOW       
  FLAIR.NS        | Price:  316.45 | Entry:  310.12 | Target:  382.40 | Risk: LOW       
  KKCL.NS         | Price:  482.05 | Entry:  472.41 | Target:  593.00 | Risk: LOW       
  MAHLOG.NS       | Price:  387.70 | Entry:  379.95 | Target:  487.04 | Risk: LOW       
  ARKADE.NS       | Price:  115.04 | Entry:  112.74 | Target:  140.59 | Risk: LOW       
  STYLAMIND.NS    | Price: 2222.60 | Entry: 2178.15 | Target: 2366.06 | Risk: LOW       
  KRISHANA.NS     | Price:  572.20 | Entry:  560.76 | Target:  712.81 | Risk: LOW       
  GATEWAY.NS      | Price:   57.13 | Entry:   55.99 | Target:   71.42 | Risk: LOW       
  IMAGICAA.NS     | Price:   46.31 | Entry:   45.38 | Target:   57.17 | Risk: LOW       
  JASH.NS         | Price:  402.65 | Entry:   394.6 | Target:  505.66 | Risk: LOW       
  GLOBUSSPR.NS    | Price:  935.40 | Entry:  916.69 | Target: 1159.36 | Risk: LOW       
  PAISALO.NS      | Price:   39.30 | Entry:   38.51 | Target:   49.30 | Risk: LOW       
  PATELENG.NS     | Price:   27.08 | Entry:   26.54 | Target:   33.54 | Risk: LOW       
  PENIND.NS       | Price:  163.61 | Entry:  160.34 | Target:  205.19 | Risk: LOW       
  WSTCSTPAPR.NS   | Price:  458.50 | Entry:  449.33 | Target:  559.61 | Risk: LOW       
  GANECOS.NS      | Price: 1045.75 | Entry: 1024.84 | Target: 1461.05 | Risk: LOW       
  KDDL.NS         | Price: 2365.40 | Entry: 2318.09 | Target: 2943.90 | Risk: LOW       
  POLYPLEX.NS     | Price:  866.60 | Entry:  849.27 | Target: 1056.05 | Risk: LOW       
  DEEPINDS.NS     | Price:  457.10 | Entry:  447.96 | Target:  613.35 | Risk: LOW       
  SIYSIL.NS       | Price:  532.20 | Entry:  521.56 | Target:  661.95 | Risk: LOW       
  EUROPRATIK.NS   | Price:  239.46 | Entry:  234.67 | Target:  310.87 | Risk: LOW       
  HPL.NS          | Price:  325.05 | Entry:  318.55 | Target:  413.44 | Risk: LOW       
  EASEMYTRIP.NS   | Price:    8.01 | Entry:    7.85 | Target:   10.32 | Risk: LOW       
  ASHIANA.NS      | Price:  324.20 | Entry:  317.72 | Target:  406.84 | Risk: LOW       
  BRIGHOTEL.NS    | Price:   63.12 | Entry:   61.86 | Target:   74.92 | Risk: LOW       
  RAMRAT.NS       | Price:  331.25 | Entry:  324.62 | Target:  406.21 | Risk: LOW       
  AGIIL.NS        | Price:  362.05 | Entry:  354.81 | Target:  482.07 | Risk: LOW       
  NOCIL.NS        | Price:  167.65 | Entry:   164.3 | Target:  215.21 | Risk: LOW       
  EMSLIMITED.NS   | Price:  310.25 | Entry:  304.05 | Target:  400.14 | Risk: LOW       
  MANINDS.NS      | Price:  465.80 | Entry:  456.48 | Target:  607.09 | Risk: LOW       
  TIRUMALCHM.NS   | Price:  188.24 | Entry:  184.48 | Target:  243.57 | Risk: LOW       
  SANGHVIMOV.NS   | Price:  297.46 | Entry:  291.51 | Target:  395.65 | Risk: LOW       
  FMGOETZE.NS     | Price:  447.15 | Entry:  438.21 | Target:  558.88 | Risk: LOW       
  SBCL.NS         | Price:  486.35 | Entry:  476.62 | Target:  606.49 | Risk: LOW       
  FCL.NS          | Price:   23.39 | Entry:   22.92 | Target:   29.14 | Risk: LOW       
  VIMTALABS.NS    | Price:  463.15 | Entry:  453.89 | Target:  581.79 | Risk: LOW       
  MUTHOOTMF.NS    | Price:  169.12 | Entry:  165.74 | Target:  215.31 | Risk: LOW       
  MARINE.NS       | Price:  191.58 | Entry:  187.75 | Target:  245.06 | Risk: LOW       
  ARVSMART.NS     | Price:  596.40 | Entry:  584.47 | Target:  728.24 | Risk: LOW       
  DALMIASUG.NS    | Price:  371.20 | Entry:  363.78 | Target:  500.16 | Risk: LOW       
  KPEL.NS         | Price:  301.60 | Entry:  295.57 | Target:  378.91 | Risk: LOW       
  GIPCL.NS        | Price:  138.83 | Entry:  136.05 | Target:  166.07 | Risk: LOW       
  ALPEXSOLAR.NS   | Price:  915.50 | Entry:  897.19 | Target: 1156.82 | Risk: LOW       
  PRAKASH.NS      | Price:  134.17 | Entry:  131.49 | Target:  167.41 | Risk: LOW       
  RPSGVENT.NS     | Price:  963.25 | Entry:  943.99 | Target: 1430.13 | Risk: LOW       
  TATVA.NS        | Price: 1202.20 | Entry: 1178.16 | Target: 1485.77 | Risk: LOW       
  IOLCP.NS        | Price:   82.12 | Entry:   80.48 | Target:  102.67 | Risk: LOW       
  BAJAJHIND.NS    | Price:   17.77 | Entry:   17.41 | Target:   22.26 | Risk: LOW       
  EPACKPEB.NS     | Price:  177.28 | Entry:  173.73 | Target:  228.75 | Risk: LOW       
  JTLIND.NS       | Price:   64.38 | Entry:   63.09 | Target:   89.20 | Risk: LOW       
