NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-09-23 22:47:48

BUY SIGNALS (533):
  HDFCBANK.NS     | Price:  738.60 | Entry:  723.83 | Target:  801.83 | Risk: LOW       
  VALIANTORG.NS   | Price:  418.35 | Entry:  409.98 | Target:  537.21 | Risk: LOW       
  KABRAEXTRU.NS   | Price:  666.25 | Entry:  652.92 | Target:  882.11 | Risk: LOW       
  ARROWGREEN.NS   | Price:  913.05 | Entry:  894.79 | Target: 1137.61 | Risk: LOW       
  SVLL.NS         | Price:  867.65 | Entry:   850.3 | Target: 1009.85 | Risk: LOW       
  ORICONENT.NS    | Price:   55.78 | Entry:   54.66 | Target:   67.22 | Risk: LOW       
  STEL.NS         | Price:  663.55 | Entry:  650.28 | Target:  772.71 | Risk: LOW       
  SGIL.NS         | Price:  636.80 | Entry:  624.06 | Target:  749.00 | Risk: LOW       
  CHEMCON.NS      | Price:  227.40 | Entry:  222.85 | Target:  276.95 | Risk: LOW       
  BHAGERIA.NS     | Price:  345.25 | Entry:  338.34 | Target:  448.50 | Risk: LOW       
  UNITEDPOLY.NS   | Price:   45.57 | Entry:   44.66 | Target:   57.84 | Risk: LOW       
  VHLTD.NS        | Price:  126.18 | Entry:  123.66 | Target:  152.90 | Risk: LOW       
  RATNAVEER.NS    | Price:  332.30 | Entry:  325.65 | Target:  433.18 | Risk: LOW       
  SAKAR.NS        | Price: 1188.40 | Entry: 1164.63 | Target: 1537.13 | Risk: LOW       
  BODALCHEM.NS    | Price:  192.90 | Entry:  189.04 | Target:  251.55 | Risk: LOW       
  KAMATHOTEL.NS   | Price:  237.05 | Entry:  232.31 | Target:  295.64 | Risk: LOW       
  KAMDHENU.NS     | Price:   41.51 | Entry:   40.68 | Target:   51.95 | Risk: LOW       
  KOPRAN.NS       | Price:  276.44 | Entry:  270.91 | Target:  358.37 | Risk: LOW       
  RUBYMILLS.NS    | Price:  459.95 | Entry:  450.75 | Target:  636.34 | Risk: LOW       
  GHCLTEXTIL.NS   | Price:  133.92 | Entry:  131.24 | Target:  162.93 | Risk: LOW       
  ESFL.NS         | Price:  125.85 | Entry:  123.33 | Target:  150.94 | Risk: LOW       
  PROZONER.NS     | Price:   52.23 | Entry:   51.19 | Target:   66.02 | Risk: LOW       
  TREL.NS         | Price:   27.31 | Entry:   26.76 | Target:   36.24 | Risk: LOW       
  PVP.NS          | Price:   65.35 | Entry:   64.04 | Target:   85.36 | Risk: LOW       
  PPL.NS          | Price:  273.40 | Entry:  267.93 | Target:  332.61 | Risk: LOW       
  SHIVALIK.NS     | Price:  416.90 | Entry:  408.56 | Target:  569.68 | Risk: LOW       
  AHCL.NS         | Price:   28.86 | Entry:   28.28 | Target:   37.65 | Risk: LOW       
  NRAIL.NS        | Price:  652.10 | Entry:  639.06 | Target:  885.03 | Risk: LOW       
  SHREERAMA.NS    | Price:   43.69 | Entry:   42.82 | Target:   57.64 | Risk: LOW       
  JAYAGROGN.NS    | Price:  233.47 | Entry:   228.8 | Target:  304.24 | Risk: LOW       
  ACCENTMIC.NS    | Price:  676.55 | Entry:  663.02 | Target:  822.18 | Risk: LOW       
  MANBA.NS        | Price:  136.41 | Entry:  133.68 | Target:  159.18 | Risk: LOW       
  VISAKAIND.NS    | Price:   94.47 | Entry:   92.58 | Target:  112.27 | Risk: LOW       
  MMP.NS          | Price:  461.30 | Entry:  452.07 | Target:  615.45 | Risk: LOW       
  PARSVNATH.NS    | Price:    1.90 | Entry:    1.86 | Target:    2.06 | Risk: LOW       
  MENONBE.NS      | Price:  306.70 | Entry:  300.57 | Target:  405.49 | Risk: LOW       
  GCSL.NS         | Price:  639.20 | Entry:  626.42 | Target:  749.18 | Risk: LOW       
  KILITCH.NS      | Price:  211.07 | Entry:  206.85 | Target:  250.05 | Risk: LOW       
  INDSWFTLAB.NS   | Price:  405.55 | Entry:  397.44 | Target:  519.10 | Risk: LOW       
  MWL.NS          | Price:   42.03 | Entry:   41.19 | Target:   56.90 | Risk: LOW       
  IRISDOREME.NS   | Price:   66.24 | Entry:   64.92 | Target:   83.85 | Risk: LOW       
  SPECIALITY.NS   | Price:  149.53 | Entry:  146.54 | Target:  179.30 | Risk: LOW       
  KRONOX.NS       | Price:  182.27 | Entry:  178.62 | Target:  230.83 | Risk: LOW       
  GVKPIL.NS       | Price:    2.49 | Entry:    2.44 | Target:    2.71 | Risk: LOW       
  BELLACASA.NS    | Price:  279.30 | Entry:  273.71 | Target:  344.32 | Risk: LOW       
  TRACXN.NS       | Price:   32.69 | Entry:   32.04 | Target:   39.42 | Risk: LOW       
  MUNJALSHOW.NS   | Price:  133.32 | Entry:  130.65 | Target:  151.97 | Risk: LOW       
  DPEL.NS         | Price:  640.15 | Entry:  627.35 | Target:  723.17 | Risk: LOW       
  MEGATHERM.NS    | Price:  259.90 | Entry:   254.7 | Target:  338.77 | Risk: LOW       
  DICIND.NS       | Price:  654.25 | Entry:  641.16 | Target:  798.88 | Risk: LOW       
  SOFTTECH.NS     | Price:  498.25 | Entry:  488.28 | Target:  617.57 | Risk: LOW       
  CYBERTECH.NS    | Price:  138.36 | Entry:  135.59 | Target:  159.92 | Risk: LOW       
  MEDICAMEQ.NS    | Price:  319.50 | Entry:  313.11 | Target:  441.99 | Risk: LOW       
  UGARSUGAR.NS    | Price:   55.35 | Entry:   54.24 | Target:   73.44 | Risk: LOW       
  ORIENTCER.NS    | Price:   48.08 | Entry:   47.12 | Target:   59.27 | Risk: LOW       
  BIRLACABLE.NS   | Price:  375.25 | Entry:  367.75 | Target:  499.61 | Risk: LOW       
  GSLSU.NS        | Price:   30.91 | Entry:   30.29 | Target:   39.16 | Risk: LOW       
  KANPRPLA.NS     | Price:  266.75 | Entry:  261.42 | Target:  346.68 | Risk: LOW       
  NRL.NS          | Price:  158.35 | Entry:  155.18 | Target:  193.66 | Risk: LOW       
  MONEYBOXX.NS    | Price:   57.40 | Entry:   56.25 | Target:   84.76 | Risk: LOW       
  SRD.NS          | Price:   40.32 | Entry:   39.51 | Target:   47.54 | Risk: LOW       
  TIRUPATIFL.NS   | Price:   74.61 | Entry:   73.12 | Target:   90.69 | Risk: LOW       
  PCCL.NS         | Price:  450.90 | Entry:  441.88 | Target:  554.60 | Risk: LOW       
  RBMINFRA.NS     | Price:  271.10 | Entry:  265.68 | Target:  391.56 | Risk: LOW       
  VALIANTLAB.NS   | Price:  126.56 | Entry:  124.03 | Target:  161.89 | Risk: LOW       
  KHADIM.NS       | Price:  125.44 | Entry:  122.93 | Target:  140.12 | Risk: LOW       
  PASUPTAC.NS     | Price:   76.37 | Entry:   74.84 | Target:   92.39 | Risk: LOW       
  RHL.NS          | Price:  174.82 | Entry:  171.32 | Target:  211.42 | Risk: LOW       
  WELINV.NS       | Price: 2408.90 | Entry: 2360.72 | Target: 2697.58 | Risk: LOW       
  DEVX.NS         | Price:   35.06 | Entry:   34.36 | Target:   43.76 | Risk: LOW       
  SHIVAUM.NS      | Price:  515.05 | Entry:  504.75 | Target:  625.91 | Risk: LOW       
  BBTCL.NS        | Price:  234.00 | Entry:  229.32 | Target:  281.49 | Risk: LOW       
  GOLDKART.NS     | Price:  107.10 | Entry:  104.96 | Target:  110.96 | Risk: LOW       
  IL&FSENGG.NS    | Price:   42.41 | Entry:   41.56 | Target:   52.02 | Risk: LOW       
  ZIMLAB.NS       | Price:  133.80 | Entry:  131.12 | Target:  179.19 | Risk: LOW       
  OILCOUNTUB.NS   | Price:   68.18 | Entry:   66.82 | Target:   76.50 | Risk: LOW       
  VGL.NS          | Price:   68.34 | Entry:   66.97 | Target:   91.45 | Risk: LOW       
  3IINFOLTD.NS    | Price:   26.03 | Entry:   25.51 | Target:   30.68 | Risk: LOW       
  SHIVAMAUTO.NS   | Price:   17.75 | Entry:   17.39 | Target:   23.71 | Risk: LOW       
  PROV.NS         | Price: 1887.70 | Entry: 1849.95 | Target: 2241.75 | Risk: LOW       
  RCOM.NS         | Price:    0.89 | Entry:    0.87 | Target:    1.10 | Risk: LOW       
  GLOBAL.NS       | Price:  132.23 | Entry:  129.59 | Target:  164.54 | Risk: LOW       
  RACE.NS         | Price:  119.98 | Entry:  117.58 | Target:  149.54 | Risk: LOW       
  KANORICHEM.NS   | Price:  173.57 | Entry:   170.1 | Target:  219.60 | Risk: LOW       
  GEEKAYWIRE.NS   | Price:   32.73 | Entry:   32.08 | Target:   44.32 | Risk: LOW       
  BHAGYANGR.NS    | Price:  426.05 | Entry:  417.53 | Target:  533.57 | Risk: LOW       
  APOLSINHOT.NS   | Price: 1223.30 | Entry: 1198.83 | Target: 1371.44 | Risk: LOW       
  SSDL.NS         | Price:   65.71 | Entry:    64.4 | Target:   86.99 | Risk: LOW       
  VARDHACRLC.NS   | Price:   44.38 | Entry:   43.49 | Target:   51.58 | Risk: LOW       
  LYKALABS.NS     | Price:   86.70 | Entry:   84.97 | Target:   95.45 | Risk: LOW       
  NIPPOBATRY.NS   | Price:  325.55 | Entry:  319.04 | Target:  370.52 | Risk: LOW       
  FROG.NS         | Price:  272.35 | Entry:   266.9 | Target:  385.14 | Risk: LOW       
  VMSTMT.NS       | Price:   47.23 | Entry:   46.29 | Target:   55.57 | Risk: LOW       
  DIAMINESQ.NS    | Price:  254.85 | Entry:  249.75 | Target:  291.84 | Risk: LOW       
  VIPCLOTHNG.NS   | Price:   21.66 | Entry:   21.23 | Target:   26.89 | Risk: LOW       
  SAAKSHI.NS      | Price:  372.00 | Entry:  364.56 | Target:  463.39 | Risk: LOW       
  BAFNAPH.NS      | Price:  329.95 | Entry:  323.35 | Target:  361.16 | Risk: LOW       
  AIRAN.NS        | Price:   17.02 | Entry:   16.68 | Target:   22.87 | Risk: LOW       
  ELGIRUBCO.NS    | Price:   59.77 | Entry:   58.57 | Target:   75.64 | Risk: LOW       
  PODDARMENT.NS   | Price:  288.70 | Entry:  282.93 | Target:  386.79 | Risk: LOW       
  YASHOPTICS.NS   | Price:  130.00 | Entry:   127.4 | Target:  156.45 | Risk: LOW       
  UNIVPHOTO.NS    | Price:  589.65 | Entry:  577.86 | Target:  744.79 | Risk: LOW       
  CCHHL.NS        | Price:   12.94 | Entry:   12.68 | Target:   15.69 | Risk: LOW       
  TTL.NS          | Price:    7.29 | Entry:    7.14 | Target:    9.58 | Risk: LOW       
  CHAVDA.NS       | Price:  140.00 | Entry:   137.2 | Target:  163.59 | Risk: LOW       
  TCL.NS          | Price:  131.55 | Entry:  128.92 | Target:  182.32 | Risk: LOW       
  NURECA.NS       | Price:  336.00 | Entry:  329.28 | Target:  421.39 | Risk: LOW       
  ANLON.NS        | Price:  818.00 | Entry:  801.64 | Target:  979.80 | Risk: LOW       
  RUDRA.NS        | Price:   20.10 | Entry:    19.7 | Target:   23.91 | Risk: LOW       
  DUCOL.NS        | Price:  124.00 | Entry:  121.52 | Target:  156.16 | Risk: LOW       
  CPCAP.NS        | Price:  151.70 | Entry:  148.67 | Target:  192.16 | Risk: LOW       
  SPCL.NS         | Price:   66.70 | Entry:   65.37 | Target:   77.34 | Risk: LOW       
  CHEMBOND.NS     | Price:  192.77 | Entry:  188.91 | Target:  284.91 | Risk: LOW       
  CORDSCABLE.NS   | Price:  382.90 | Entry:  375.24 | Target:  547.86 | Risk: LOW       
  FIDEL.NS        | Price:  168.00 | Entry:  164.64 | Target:  204.79 | Risk: LOW       
  PKTEA.NS        | Price:  997.90 | Entry:  977.94 | Target: 1489.02 | Risk: LOW       
  NEPHROCARE.NS   | Price:   96.15 | Entry:   94.23 | Target:  132.38 | Risk: LOW       
  TEAMGTY.NS      | Price:  240.77 | Entry:  235.95 | Target:  285.35 | Risk: LOW       
  VETO.NS         | Price:  139.57 | Entry:  136.78 | Target:  164.22 | Risk: LOW       
  GRCL.NS         | Price:  570.00 | Entry:   558.6 | Target:  651.80 | Risk: LOW       
  PLAZACABLE.NS   | Price:   62.27 | Entry:   61.02 | Target:   79.20 | Risk: LOW       
  AKIKO.NS        | Price:  430.00 | Entry:   421.4 | Target:  491.88 | Risk: LOW       
  GOLDSTAR.NS     | Price:    9.45 | Entry:    9.26 | Target:   11.56 | Risk: LOW       
  IBULLSLTD.NS    | Price:   29.51 | Entry:   28.92 | Target:   36.35 | Risk: LOW       
  AAREYDRUGS.NS   | Price:  102.52 | Entry:  100.47 | Target:  123.56 | Risk: LOW       
  KAVDEFENCE.NS   | Price:   78.67 | Entry:    77.1 | Target:  114.61 | Risk: LOW       
  JMA.NS          | Price:   90.82 | Entry:    89.0 | Target:  112.64 | Risk: LOW       
  NECCLTD.NS      | Price:   19.66 | Entry:   19.27 | Target:   24.80 | Risk: LOW       
  ALUWIND.NS      | Price:   50.95 | Entry:   49.93 | Target:   62.20 | Risk: LOW       
  ARCHIDPLY.NS    | Price:  107.68 | Entry:  105.53 | Target:  126.82 | Risk: LOW       
  EMMBI.NS        | Price:   90.89 | Entry:   89.07 | Target:  111.07 | Risk: LOW       
  TAINWALCHM.NS   | Price:  219.29 | Entry:   214.9 | Target:  263.05 | Risk: LOW       
  ARVEE.NS        | Price:  236.07 | Entry:  231.35 | Target:  322.81 | Risk: LOW       
  SIKKO.NS        | Price:    5.99 | Entry:    5.87 | Target:    7.83 | Risk: LOW       
  PURVFLEXI.NS    | Price:   48.00 | Entry:   47.04 | Target:   55.80 | Risk: LOW       
  BEWLTD.NS       | Price:   61.35 | Entry:   60.12 | Target:   73.83 | Risk: LOW       
  IEML.NS         | Price:   44.15 | Entry:   43.27 | Target:   55.78 | Risk: LOW       
  AARTECH.NS      | Price:   51.58 | Entry:   50.55 | Target:   61.78 | Risk: LOW       
  KORE.NS         | Price:  164.10 | Entry:  160.82 | Target:  226.44 | Risk: LOW       
  RSSOFTWARE.NS   | Price:   31.60 | Entry:   30.97 | Target:   37.75 | Risk: LOW       
  CANARYS.NS      | Price:   30.50 | Entry:   29.89 | Target:   38.98 | Risk: LOW       
  IVP.NS          | Price:  230.81 | Entry:  226.19 | Target:  276.70 | Risk: LOW       
  BSL.NS          | Price:  125.54 | Entry:  123.03 | Target:  149.93 | Risk: LOW       
  QMSMEDI.NS      | Price:  192.30 | Entry:  188.45 | Target:  232.23 | Risk: LOW       
  TBI.NS          | Price:   77.05 | Entry:   75.51 | Target:  109.55 | Risk: LOW       
  CROWN.NS        | Price:  124.96 | Entry:  122.46 | Target:  156.02 | Risk: LOW       
  GAYAPROJ.NS     | Price:   23.68 | Entry:   23.21 | Target:   30.22 | Risk: LOW       
  ENSER.NS        | Price:   15.45 | Entry:   15.14 | Target:   19.82 | Risk: LOW       
  SIGIND.NS       | Price:   70.80 | Entry:   69.38 | Target:   89.05 | Risk: LOW       
  DOLLEX.NS       | Price:   36.60 | Entry:   35.87 | Target:   48.22 | Risk: LOW       
  HINDCON.NS      | Price:   24.73 | Entry:   24.24 | Target:   31.61 | Risk: LOW       
  TEXMOPIPES.NS   | Price:   59.38 | Entry:   58.19 | Target:   81.14 | Risk: LOW       
  ISFT.NS         | Price:  104.02 | Entry:  101.94 | Target:  137.27 | Risk: LOW       
  GLOBALPET.NS    | Price:  165.00 | Entry:   161.7 | Target:  184.95 | Risk: LOW       
  SHEETAL.NS      | Price:  355.00 | Entry:   347.9 | Target:  386.43 | Risk: LOW       
  STEELCITY.NS    | Price:   85.59 | Entry:   83.88 | Target:  103.45 | Risk: LOW       
  MAL.NS          | Price:   42.55 | Entry:    41.7 | Target:   55.39 | Risk: LOW       
  GREENCHEF.NS    | Price:   74.00 | Entry:   72.52 | Target:   95.37 | Risk: LOW       
  SMARTLINK.NS    | Price:  223.97 | Entry:  219.49 | Target:  275.26 | Risk: LOW       
  BALPHARMA.NS    | Price:  108.16 | Entry:   106.0 | Target:  152.44 | Risk: LOW       
  SALONA.NS       | Price:  271.50 | Entry:  266.07 | Target:  333.87 | Risk: LOW       
  ISHANCH.NS      | Price:   50.78 | Entry:   49.76 | Target:   67.40 | Risk: LOW       
  SURANI.NS       | Price:  100.00 | Entry:    98.0 | Target:  123.07 | Risk: LOW       
  OSWALSEEDS.NS   | Price:   13.81 | Entry:   13.53 | Target:   20.19 | Risk: LOW       
  CUBEXTUB.NS     | Price:  104.85 | Entry:  102.75 | Target:  129.00 | Risk: LOW       
  SSFL.NS         | Price:  289.95 | Entry:  284.15 | Target:  365.66 | Risk: LOW       
  NEWJAISA.NS     | Price:   18.00 | Entry:   17.64 | Target:   21.04 | Risk: LOW       
  DCG.NS          | Price:   70.90 | Entry:   69.48 | Target:  110.36 | Risk: LOW       
  MAXPOSURE.NS    | Price:   39.00 | Entry:   38.22 | Target:   50.43 | Risk: LOW       
  RELIABLE.NS     | Price:  142.05 | Entry:  139.21 | Target:  174.12 | Risk: LOW       
  MAHICKRA.NS     | Price:  314.50 | Entry:  308.21 | Target:  352.37 | Risk: LOW       
  OLIL.NS         | Price:  435.85 | Entry:  427.13 | Target:  539.53 | Risk: LOW       
  VAISHALI.NS     | Price:    8.58 | Entry:    8.41 | Target:   11.43 | Risk: LOW       
  OBCL.NS         | Price:   58.16 | Entry:    57.0 | Target:   67.87 | Risk: LOW       
  REFRACTORY.NS   | Price:   34.85 | Entry:   34.15 | Target:   41.15 | Risk: LOW       
  KLL.NS          | Price:   38.10 | Entry:   37.34 | Target:   50.76 | Risk: LOW       
  AAATECH.NS      | Price:   92.73 | Entry:   90.88 | Target:  110.07 | Risk: LOW       
  HOLMARC.NS      | Price:  120.00 | Entry:   117.6 | Target:  142.02 | Risk: LOW       
  MARC.NS         | Price:  150.45 | Entry:  147.44 | Target:  183.65 | Risk: LOW       
  GLOBE.NS        | Price:    2.22 | Entry:    2.18 | Target:    2.80 | Risk: LOW       
  SONUINFRA.NS    | Price:   47.30 | Entry:   46.35 | Target:   61.39 | Risk: LOW       
  DIGJAMLMTD.NS   | Price:   56.83 | Entry:   55.69 | Target:   76.63 | Risk: LOW       
  PATINTLOG.NS    | Price:   14.19 | Entry:   13.91 | Target:   17.75 | Risk: LOW       
  MANGALAM.NS     | Price:   32.24 | Entry:    31.6 | Target:   43.69 | Risk: LOW       
  SILKFLEX.NS     | Price:  301.40 | Entry:  295.37 | Target:  373.88 | Risk: LOW       
  JHS.NS          | Price:    8.34 | Entry:    8.17 | Target:   10.91 | Risk: LOW       
  AAKASH.NS       | Price:    8.96 | Entry:    8.78 | Target:   11.17 | Risk: LOW       
  FONEBOX.NS      | Price:  144.90 | Entry:   142.0 | Target:  172.99 | Risk: LOW       
  VIAZ.NS         | Price:   76.50 | Entry:   74.97 | Target:   85.30 | Risk: LOW       
  ALKALI.NS       | Price:  103.20 | Entry:  101.14 | Target:  144.45 | Risk: LOW       
  PARTYCRUS.NS    | Price:   97.10 | Entry:   95.16 | Target:  131.21 | Risk: LOW       
  ANMOL.NS        | Price:   14.03 | Entry:   13.75 | Target:   21.77 | Risk: LOW       
  MEGAFLEX.NS     | Price:   99.00 | Entry:   97.02 | Target:  108.23 | Risk: LOW       
  CTE.NS          | Price:   43.81 | Entry:   42.93 | Target:   56.14 | Risk: LOW       
  ARISTO.NS       | Price:  111.40 | Entry:  109.17 | Target:  115.09 | Risk: LOW       
  ARABIAN.NS      | Price:   88.00 | Entry:   86.24 | Target:  101.45 | Risk: LOW       
  AMEYA.NS        | Price:  157.10 | Entry:  153.96 | Target:  183.15 | Risk: LOW       
  SHEKHAWATI.NS   | Price:   23.67 | Entry:    23.2 | Target:   29.41 | Risk: LOW       
  LRRPL.NS        | Price:   91.00 | Entry:   89.18 | Target:  101.32 | Risk: LOW       
  ANSALAPI.NS     | Price:    3.73 | Entry:    3.66 | Target:    4.11 | Risk: LOW       
  NIBL.NS         | Price:   33.08 | Entry:   32.42 | Target:   43.27 | Risk: LOW       
  VERTEXPLUS.NS   | Price:   69.35 | Entry:   67.96 | Target:   78.49 | Risk: LOW       
  BIOFILCHEM.NS   | Price:   32.88 | Entry:   32.22 | Target:   41.96 | Risk: LOW       
  DHANLAXMI.NS    | Price:   25.30 | Entry:   24.79 | Target:   28.94 | Risk: LOW       
  KARMAENG.NS     | Price:   40.10 | Entry:    39.3 | Target:   52.22 | Risk: LOW       
  TNTELE.NS       | Price:    9.11 | Entry:    8.93 | Target:   11.29 | Risk: LOW       
  RKDL.NS         | Price:   18.85 | Entry:   18.47 | Target:   22.23 | Risk: LOW       
  AGSTRA.NS       | Price:    2.10 | Entry:    2.06 | Target:    2.55 | Risk: LOW       
  MANUGRAPH.NS    | Price:   20.22 | Entry:   19.82 | Target:   26.94 | Risk: LOW       
  PRESSTONIC.NS   | Price:   41.05 | Entry:   40.23 | Target:   53.19 | Risk: LOW       
  UWCSL.NS        | Price:  122.45 | Entry:   120.0 | Target:  129.04 | Risk: LOW       
  HBSL.NS         | Price:   54.45 | Entry:   53.36 | Target:   66.11 | Risk: LOW       
  ADROITINFO.NS   | Price:   12.17 | Entry:   11.93 | Target:   15.69 | Risk: LOW       
  AUROIMPEX.NS    | Price:   37.15 | Entry:   36.41 | Target:   43.97 | Risk: LOW       
  SEL.NS          | Price:  372.15 | Entry:  364.71 | Target:  451.88 | Risk: LOW       
  DKEGL.NS        | Price:   69.95 | Entry:   68.55 | Target:   85.15 | Risk: LOW       
  SUPERSPIN.NS    | Price:    7.40 | Entry:    7.25 | Target:    9.40 | Risk: LOW       
  SEYAIND.NS      | Price:   13.64 | Entry:   13.37 | Target:   15.75 | Risk: LOW       
  PEARLPOLY.NS    | Price:   18.83 | Entry:   18.45 | Target:   22.50 | Risk: LOW       
  PROLIFE.NS      | Price:   80.00 | Entry:    78.4 | Target:   85.63 | Risk: LOW       
  UMA.NS          | Price:   17.50 | Entry:   17.15 | Target:   19.57 | Risk: LOW       
  AATMAJ.NS       | Price:   19.25 | Entry:   18.86 | Target:   21.57 | Risk: LOW       
  TIMESCAN.NS     | Price:   41.40 | Entry:   40.57 | Target:   43.44 | Risk: LOW       
  AKG.NS          | Price:   10.20 | Entry:    10.0 | Target:   13.34 | Risk: LOW       
  KSR.NS          | Price:   39.06 | Entry:   38.28 | Target:   52.44 | Risk: LOW       
  KHANDSE.NS      | Price:   17.91 | Entry:   17.55 | Target:   23.80 | Risk: LOW       
  NAGREEKCAP.NS   | Price:   28.46 | Entry:   27.89 | Target:   37.51 | Risk: LOW       
  BILVYAPAR.NS    | Price:    4.23 | Entry:    4.15 | Target:    5.37 | Risk: LOW       
  SKIL.NS         | Price:    0.93 | Entry:    0.91 | Target:    0.99 | Risk: LOW       
  ROLLT.NS        | Price:    6.26 | Entry:    6.13 | Target:    7.74 | Risk: LOW       
  TGBHOTELS.NS    | Price:    9.64 | Entry:    9.45 | Target:   12.55 | Risk: LOW       
