NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-04-16 19:10:20

BUY SIGNALS (297):
  TMPV.NS         | Price:  356.30 | Entry:  349.17 | Target:  416.94 | Risk: LOW       
  VSCL.NS         | Price:   26.75 | Entry:   26.21 | Target:   30.52 | Risk: LOW       
  MICROPRO.NS     | Price:   20.80 | Entry:   20.38 | Target:   24.84 | Risk: LOW       
  MORARJEE.NS     | Price:    7.45 | Entry:     7.3 | Target:    9.02 | Risk: LOW       
  KSHITIJPOL.NS   | Price:    2.73 | Entry:    2.68 | Target:    3.50 | Risk: LOW       
  MANDEEP.NS      | Price:   22.55 | Entry:    22.1 | Target:   26.89 | Risk: LOW       
  GUJRAFFIA.NS    | Price:   39.19 | Entry:   38.41 | Target:   48.87 | Risk: LOW       
  GTECJAINX.NS    | Price:   20.06 | Entry:   19.66 | Target:   28.60 | Risk: LOW       
  CMRSL.NS        | Price:   66.15 | Entry:   64.83 | Target:   78.76 | Risk: LOW       
  ISHAN.NS        | Price:    0.75 | Entry:    0.73 | Target:    0.95 | Risk: LOW       
  JIWANRAM.NS     | Price:    5.40 | Entry:    5.29 | Target:    7.20 | Risk: LOW       
  AMIABLE.NS      | Price:   82.90 | Entry:   81.24 | Target:   93.74 | Risk: LOW       
  CBAZAAR.NS      | Price:    5.00 | Entry:     4.9 | Target:    5.55 | Risk: LOW       
  ACCORD.NS       | Price:   36.45 | Entry:   35.72 | Target:   40.36 | Risk: LOW       
  AMJUMBO.NS      | Price:   12.00 | Entry:   11.76 | Target:   12.27 | Risk: LOW       
  QUINTEGRA.NS    | Price:    1.30 | Entry:    1.27 | Target:    1.40 | Risk: LOW       
  CLCIND.NS       | Price:   23.63 | Entry:   23.16 | Target:   26.62 | Risk: LOW       

HOLD SIGNALS (2302):
  RELIANCE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HDFCBANK.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BHARTIARTL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TCS.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ICICIBANK.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SBIN.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INFY.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BAJFINANCE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HINDUNILVR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LICI.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LT.NS           | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ITC.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MARUTI.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  M&M.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HCLTECH.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KOTAKBANK.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUNPHARMA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AXISBANK.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ULTRACEMCO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BAJAJFINSV.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TITAN.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NTPC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HAL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ADANIPORTS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ONGC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ETERNAL.NS      | Price:  252.70 | Trend:   0.19% | Mom:  10.36% | Risk: LOW       
  BEL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ADANIENT.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DMART.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JSWSTEEL.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ADANIPOWER.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WIPRO.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  POWERGRID.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ASIANPAINT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BAJAJ-AUTO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  COALINDIA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NESTLEIND.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDIGO.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IOC.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TATASTEEL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HINDZINC.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JIOFIN.NS       | Price:  241.27 | Trend:  -2.63% | Mom:   7.66% | Risk: LOW       
  HYUNDAI.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GRASIM.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SBILIFE.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VEDL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DLF.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EICHERMOT.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TRENT.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HINDALCO.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DIVISLAB.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HDFCLIFE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LTIM.NS         | Price: 4628.70 | Trend:  -2.26% | Mom:  10.19% | Risk: LOW       
  IRFC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ADANIGREEN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VBL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TVSMOTOR.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PIDILITIND.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BPCL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TECHM.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BAJAJHLDNG.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BRITANNIA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AMBUJACEM.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TATACAP.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BANKBARODA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CHOLAFIN.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHRIRAMFIN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TMCV.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PNB.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ICICIAMC.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PFC.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SOLARINDS.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MUTHOOTFIN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TATAPOWER.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CIPLA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TORNTPHARM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GODREJCP.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LODHA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HDFCAMC.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GAIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CANBK.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAXHEALTH.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SIEMENS.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAZDOCK.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BOSCHLTD.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ABB.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MOTHERSON.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CUMMINSIND.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TATACONSUM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LGEINDIA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  POLYCAB.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CGPOWER.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UNIONBANK.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  APOLLOHOSP.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDHOTEL.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HEROMOTOCO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DRREDDY.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHREECEM.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JINDALSTEL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IDBI.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SWIGGY.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BSE.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MANKIND.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDIANB.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDUSTOWER.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UNITDSPR.NS     | Price: 1254.50 | Trend:  -6.18% | Mom:   2.93% | Risk: LOW       
  GMRAIRPORT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RECLTD.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZYDUSLIFE.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ICICIGI.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GROWW.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DIXON.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IDEA.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HAVELLS.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MARICO.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HINDPETRO.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WAAREEENER.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BAJAJHFL.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DABUR.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LUPIN.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JSWENERGY.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ICICIPRULI.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PERSISTENT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BHARTIHEXA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NAUKRI.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SRF.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BHEL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  POWERINDIA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MEESHO.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NTPCGREEN.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NHPC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  POLICYBZR.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SBICARD.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ASHOKLEY.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUZLON.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ABCAPITAL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PAYTM.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IOB.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OFSS.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LENSKART.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GVT&D.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RVNL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRESTIGE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LLOYDSME.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UNOMINDA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FORTIS.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NYKAA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OIL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ATGL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  COROMANDEL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GICRE.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  YESBANK.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VMM.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TORNTPOWER.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AUROPHARMA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NMDC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ALKEM.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BERGEPAINT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MRF.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PATANJALI.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GODREJPROP.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HDBFS.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LTF.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SCHAEFFLER.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDUSINDBK.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JSL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AUBANK.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  COLPAL.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OBEROIRLTY.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BHARATFORG.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FACT.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  COFORGE.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PHOENIXLTD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BANKINDIA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TIINDIA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IRCTC.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BDL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UPL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IDFCFIRSTB.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PIIND.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MOTILALOFS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GLENMARK.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MFSL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SAIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FEDERALBNK.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NAM-INDIA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MPHASIS.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KALYANKJIL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LINDEINDIA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUNDARMFIN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUPREMEIND.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BIOCON.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TATACOMM.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LAURUSLABS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AIIL.NS         | Price:  448.25 | Trend:  -5.32% | Mom:   4.28% | Risk: LOW       
  GODFRYPHLP.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JKCEMENT.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UBL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  APLAPOLLO.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PAGEIND.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GLAXO.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BALKRISIND.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ITCHOTELS.NS    | Price:  161.92 | Trend:  -2.45% | Mom:  17.44% | Risk: LOW       
  COCHINSHIP.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PREMIERENE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HEXT.NS         | Price:  496.45 | Trend:  -1.10% | Mom:  16.81% | Risk: LOW       
  LTTS.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VOLTAS.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HUDCO.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  360ONE.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAHABANK.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PGHH.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PETRONET.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IREDA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ANTHEM.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CONCOR.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
