NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-09-19 22:16:05

BUY SIGNALS (568):
  ADANIPORTS.NS   | Price: 1824.00 | Entry: 1787.52 | Target: 2026.82 | Risk: LOW       
  JINDALPHOT.NS   | Price: 1125.60 | Entry: 1103.09 | Target: 1326.03 | Risk: LOW       
  ABINFRA.NS      | Price:   11.57 | Entry:   11.34 | Target:   14.51 | Risk: LOW       
  VILAS.NS        | Price:  372.40 | Entry:  364.95 | Target:  447.10 | Risk: LOW       
  KROSS.NS        | Price:  239.19 | Entry:  234.41 | Target:  291.13 | Risk: LOW       
  STEELXIND.NS    | Price:   11.74 | Entry:   11.51 | Target:   15.08 | Risk: LOW       
  RACLGEAR.NS     | Price: 1760.90 | Entry: 1725.68 | Target: 2292.69 | Risk: LOW       
  DVL.NS          | Price:  290.00 | Entry:   284.2 | Target:  344.98 | Risk: LOW       
  EIMCOELECO.NS   | Price: 2248.40 | Entry: 2203.43 | Target: 2661.65 | Risk: LOW       
  OAL.NS          | Price:  514.15 | Entry:  503.87 | Target:  693.60 | Risk: LOW       
  EXCELSOFT.NS    | Price:   78.08 | Entry:   76.52 | Target:   97.69 | Risk: LOW       
  ANTELOPUS.NS    | Price: 1104.85 | Entry: 1082.75 | Target: 1613.03 | Risk: LOW       
  MATRIMONY.NS    | Price:  535.55 | Entry:  524.84 | Target:  611.75 | Risk: LOW       
  PDMJEPAPER.NS   | Price:  101.59 | Entry:   99.56 | Target:  131.46 | Risk: LOW       
  BIL.NS          | Price: 1040.85 | Entry: 1020.03 | Target: 1392.55 | Risk: LOW       
  ARIHANTCAP.NS   | Price:   80.29 | Entry:   78.68 | Target:   94.28 | Risk: LOW       
  SBC.NS          | Price:   49.24 | Entry:   48.26 | Target:   56.69 | Risk: LOW       
  INDOAMIN.NS     | Price:  126.55 | Entry:  124.02 | Target:  149.86 | Risk: LOW       
  DHARMAJ.NS      | Price:  276.15 | Entry:  270.63 | Target:  304.20 | Risk: LOW       
  DENTALKART.NS   | Price:  420.40 | Entry:  411.99 | Target:  502.35 | Risk: LOW       
  SRHHYPOLTD.NS   | Price:  523.10 | Entry:  512.64 | Target:  621.31 | Risk: LOW       
  KRISHIVAL.NS    | Price:  419.30 | Entry:  410.91 | Target:  445.14 | Risk: LOW       
  MVGJL.NS        | Price:  214.47 | Entry:  210.18 | Target:  301.98 | Risk: LOW       
  KUANTUM.NS      | Price:   78.77 | Entry:   77.19 | Target:   95.70 | Risk: LOW       
  PRIMESECU.NS    | Price:  296.85 | Entry:  290.91 | Target:  352.58 | Risk: LOW       
  KARNIKA.NS      | Price:  120.00 | Entry:   117.6 | Target:  137.04 | Risk: LOW       
  COOLCAPS.NS     | Price:   26.70 | Entry:   26.17 | Target:   34.68 | Risk: LOW       
  REMUS.NS        | Price:  979.05 | Entry:  959.47 | Target: 1198.82 | Risk: LOW       
  MACPOWER.NS     | Price: 2104.50 | Entry: 2062.41 | Target: 2662.08 | Risk: LOW       
  VALIANTORG.NS   | Price:  426.65 | Entry:  418.12 | Target:  536.33 | Risk: LOW       
  KABRAEXTRU.NS   | Price:  681.60 | Entry:  667.97 | Target:  898.56 | Risk: LOW       
  ARROWGREEN.NS   | Price:  889.25 | Entry:  871.47 | Target: 1098.96 | Risk: LOW       
  ANUHPHR.NS      | Price:   93.48 | Entry:   91.61 | Target:  120.09 | Risk: LOW       
  SVLL.NS         | Price:  815.85 | Entry:  799.53 | Target:  950.26 | Risk: LOW       
  STEL.NS         | Price:  654.20 | Entry:  641.12 | Target:  784.49 | Risk: LOW       
  CHEMCON.NS      | Price:  216.36 | Entry:  212.03 | Target:  262.84 | Risk: LOW       
  BHAGERIA.NS     | Price:  334.75 | Entry:  328.06 | Target:  430.77 | Risk: LOW       
  ARFIN.NS        | Price:   89.62 | Entry:   87.83 | Target:  111.83 | Risk: LOW       
  GKSL.NS         | Price:  181.25 | Entry:  177.62 | Target:  220.82 | Risk: LOW       
  UNITEDPOLY.NS   | Price:   45.85 | Entry:   44.93 | Target:   57.50 | Risk: LOW       
  VHLTD.NS        | Price:  126.31 | Entry:  123.78 | Target:  147.20 | Risk: LOW       
  SAKAR.NS        | Price: 1179.80 | Entry:  1156.2 | Target: 1546.76 | Risk: LOW       
  BODALCHEM.NS    | Price:  191.23 | Entry:  187.41 | Target:  263.05 | Risk: LOW       
  SATIA.NS        | Price:   68.46 | Entry:   67.09 | Target:   83.25 | Risk: LOW       
  KAMDHENU.NS     | Price:   41.05 | Entry:   40.23 | Target:   51.00 | Risk: LOW       
  KOPRAN.NS       | Price:  277.60 | Entry:  272.05 | Target:  357.02 | Risk: LOW       
  RUBYMILLS.NS    | Price:  467.10 | Entry:  457.76 | Target:  638.43 | Risk: LOW       
  ESFL.NS         | Price:  124.85 | Entry:  122.35 | Target:  150.44 | Risk: LOW       
  PROZONER.NS     | Price:   53.17 | Entry:   52.11 | Target:   67.32 | Risk: LOW       
  TREL.NS         | Price:   29.66 | Entry:   29.07 | Target:   37.57 | Risk: LOW       
  GEECEE.NS       | Price:  371.85 | Entry:  364.41 | Target:  441.45 | Risk: LOW       
  RUSHIL.NS       | Price:   17.26 | Entry:   16.91 | Target:   21.14 | Risk: LOW       
  PPL.NS          | Price:  268.60 | Entry:  263.23 | Target:  320.85 | Risk: LOW       
  RSWM.NS         | Price:  220.40 | Entry:  215.99 | Target:  269.46 | Risk: LOW       
  SHIVALIK.NS     | Price:  372.10 | Entry:  364.66 | Target:  509.35 | Risk: LOW       
  SUBEXLTD.NS     | Price:   20.11 | Entry:   19.71 | Target:   26.57 | Risk: LOW       
  SARVESHWAR.NS   | Price:    3.74 | Entry:    3.67 | Target:    4.73 | Risk: LOW       
  SEJALLTD.NS     | Price:  714.40 | Entry:  700.11 | Target:  877.72 | Risk: LOW       
  AHCL.NS         | Price:   22.90 | Entry:   22.44 | Target:   29.49 | Risk: LOW       
  NRAIL.NS        | Price:  625.20 | Entry:   612.7 | Target:  840.83 | Risk: LOW       
  SHREERAMA.NS    | Price:   44.53 | Entry:   43.64 | Target:   59.28 | Risk: LOW       
  ACCENTMIC.NS    | Price:  681.75 | Entry:  668.12 | Target:  818.50 | Risk: LOW       
  MANBA.NS        | Price:  133.76 | Entry:  131.08 | Target:  154.28 | Risk: LOW       
  VISAKAIND.NS    | Price:   97.36 | Entry:   95.41 | Target:  117.03 | Risk: LOW       
  MMP.NS          | Price:  466.85 | Entry:  457.51 | Target:  623.24 | Risk: LOW       
  PARSVNATH.NS    | Price:    1.84 | Entry:     1.8 | Target:    2.00 | Risk: LOW       
  PAKKA.NS        | Price:   78.56 | Entry:   76.99 | Target:   94.85 | Risk: LOW       
  MENONBE.NS      | Price:  316.85 | Entry:  310.51 | Target:  415.30 | Risk: LOW       
  GCSL.NS         | Price:  618.55 | Entry:  606.18 | Target:  726.14 | Risk: LOW       
  CHEVIOT.NS      | Price: 1174.70 | Entry: 1151.21 | Target: 1351.27 | Risk: LOW       
  KILITCH.NS      | Price:  191.45 | Entry:  187.62 | Target:  228.51 | Risk: LOW       
  MWL.NS          | Price:   42.52 | Entry:   41.67 | Target:   57.59 | Risk: LOW       
  GANESHBE.NS     | Price:  126.86 | Entry:  124.32 | Target:  164.60 | Risk: LOW       
  SHALPAINTS.NS   | Price:   80.90 | Entry:   79.28 | Target:   99.87 | Risk: LOW       
  IRISDOREME.NS   | Price:   64.58 | Entry:   63.29 | Target:   79.68 | Risk: LOW       
  SPECIALITY.NS   | Price:  144.89 | Entry:  141.99 | Target:  177.02 | Risk: LOW       
  CONSOFINVT.NS   | Price:  302.20 | Entry:  296.16 | Target:  368.12 | Risk: LOW       
  KAYA.NS         | Price:  341.00 | Entry:  334.18 | Target:  432.32 | Risk: LOW       
  EMAMIPAP.NS     | Price:  116.70 | Entry:  114.37 | Target:  146.02 | Risk: LOW       
  COMSYN.NS       | Price:  306.55 | Entry:  300.42 | Target:  394.42 | Risk: LOW       
  GVKPIL.NS       | Price:    2.41 | Entry:    2.36 | Target:    2.68 | Risk: LOW       
  BELLACASA.NS    | Price:  262.53 | Entry:  257.28 | Target:  327.22 | Risk: LOW       
  KAPSTON.NS      | Price:  584.30 | Entry:  572.61 | Target:  723.26 | Risk: LOW       
  TRACXN.NS       | Price:   31.00 | Entry:   30.38 | Target:   36.61 | Risk: LOW       
  SREEL.NS        | Price:  283.47 | Entry:   277.8 | Target:  397.39 | Risk: LOW       
  MAZDA.NS        | Price:  266.25 | Entry:  260.93 | Target:  339.51 | Risk: LOW       
  DPEL.NS         | Price:  648.50 | Entry:  635.53 | Target:  727.11 | Risk: LOW       
  MEGATHERM.NS    | Price:  253.75 | Entry:  248.67 | Target:  336.57 | Risk: LOW       
  MGEL.NS         | Price:   15.64 | Entry:   15.33 | Target:   20.63 | Risk: LOW       
  DICIND.NS       | Price:  632.50 | Entry:  619.85 | Target:  785.64 | Risk: LOW       
  SOFTTECH.NS     | Price:  525.70 | Entry:  515.19 | Target:  625.40 | Risk: LOW       
  CYBERTECH.NS    | Price:  142.82 | Entry:  139.96 | Target:  162.35 | Risk: LOW       
  MEDICAMEQ.NS    | Price:  328.05 | Entry:  321.49 | Target:  446.10 | Risk: LOW       
  VRAJ.NS         | Price:  127.74 | Entry:  125.19 | Target:  147.72 | Risk: LOW       
  UGARSUGAR.NS    | Price:   56.79 | Entry:   55.65 | Target:   75.47 | Risk: LOW       
  ORIENTCER.NS    | Price:   46.52 | Entry:   45.59 | Target:   57.37 | Risk: LOW       
  BIRLACABLE.NS   | Price:  409.50 | Entry:  401.31 | Target:  532.64 | Risk: LOW       
  NRL.NS          | Price:  143.67 | Entry:   140.8 | Target:  173.05 | Risk: LOW       
  CHEMBONDCH.NS   | Price:  272.55 | Entry:   267.1 | Target:  354.39 | Risk: LOW       
  PCCL.NS         | Price:  445.00 | Entry:   436.1 | Target:  554.21 | Risk: LOW       
  RBMINFRA.NS     | Price:  275.45 | Entry:  269.94 | Target:  382.24 | Risk: LOW       
  VALIANTLAB.NS   | Price:  123.26 | Entry:  120.79 | Target:  156.77 | Risk: LOW       
  MANAKSIA.NS     | Price:   64.26 | Entry:   62.97 | Target:   82.78 | Risk: LOW       
  REMSONSIND.NS   | Price:   98.66 | Entry:   96.69 | Target:  130.15 | Risk: LOW       
  KHADIM.NS       | Price:  125.84 | Entry:  123.32 | Target:  144.25 | Risk: LOW       
  PASUPTAC.NS     | Price:   69.98 | Entry:   68.58 | Target:   84.92 | Risk: LOW       
  RHL.NS          | Price:  179.55 | Entry:  175.96 | Target:  214.83 | Risk: LOW       
  WELINV.NS       | Price: 2320.00 | Entry:  2273.6 | Target: 2614.54 | Risk: LOW       
  GICL.NS         | Price:   24.58 | Entry:   24.09 | Target:   30.74 | Risk: LOW       
  RUCHIRA.NS      | Price:  108.84 | Entry:  106.66 | Target:  126.00 | Risk: LOW       
  SHIVAUM.NS      | Price:  468.30 | Entry:  458.93 | Target:  563.94 | Risk: LOW       
  AARTISURF.NS    | Price:  535.95 | Entry:  525.23 | Target:  677.95 | Risk: LOW       
  BBTCL.NS        | Price:  230.53 | Entry:  225.92 | Target:  278.09 | Risk: LOW       
  IL&FSENGG.NS    | Price:   40.56 | Entry:   39.75 | Target:   49.22 | Risk: LOW       
  INFINIUM.NS     | Price:  265.00 | Entry:   259.7 | Target:  332.04 | Risk: LOW       
  ZIMLAB.NS       | Price:  135.51 | Entry:   132.8 | Target:  180.39 | Risk: LOW       
  VGL.NS          | Price:   66.27 | Entry:   64.94 | Target:   87.71 | Risk: LOW       
  3IINFOLTD.NS    | Price:   25.50 | Entry:   24.99 | Target:   30.12 | Risk: LOW       
  SHIVAMAUTO.NS   | Price:   19.42 | Entry:   19.03 | Target:   25.13 | Risk: LOW       
  PROV.NS         | Price: 1951.35 | Entry: 1912.32 | Target: 2255.99 | Risk: LOW       
  RCOM.NS         | Price:    0.92 | Entry:     0.9 | Target:    1.11 | Risk: LOW       
  LOKESHMACH.NS   | Price:  344.80 | Entry:   337.9 | Target:  465.41 | Risk: LOW       
  ASAHISONG.NS    | Price:  372.80 | Entry:  365.34 | Target:  456.98 | Risk: LOW       
  GLOBAL.NS       | Price:  130.16 | Entry:  127.56 | Target:  161.98 | Risk: LOW       
  KANORICHEM.NS   | Price:  184.11 | Entry:  180.43 | Target:  225.77 | Risk: LOW       
  GEEKAYWIRE.NS   | Price:   33.25 | Entry:   32.59 | Target:   44.06 | Risk: LOW       
  SKP.NS          | Price:  160.95 | Entry:  157.73 | Target:  202.00 | Risk: LOW       
  BHAGYANGR.NS    | Price:  446.70 | Entry:  437.77 | Target:  544.34 | Risk: LOW       
  SSDL.NS         | Price:   61.35 | Entry:   60.12 | Target:   79.22 | Risk: LOW       
  VARDHACRLC.NS   | Price:   44.50 | Entry:   43.61 | Target:   51.58 | Risk: LOW       
  MANOMAY.NS      | Price:  229.68 | Entry:  225.09 | Target:  273.24 | Risk: LOW       
  LYKALABS.NS     | Price:   83.34 | Entry:   81.67 | Target:   92.64 | Risk: LOW       
  FROG.NS         | Price:  281.70 | Entry:  276.07 | Target:  389.70 | Risk: LOW       
  ALMONDZ.NS      | Price:   18.52 | Entry:   18.15 | Target:   24.42 | Risk: LOW       
  VMSTMT.NS       | Price:   49.64 | Entry:   48.65 | Target:   57.97 | Risk: LOW       
  SHERA.NS        | Price:  186.00 | Entry:  182.28 | Target:  232.43 | Risk: LOW       
  DIAMINESQ.NS    | Price:  256.77 | Entry:  251.63 | Target:  294.51 | Risk: LOW       
  SAAKSHI.NS      | Price:  372.90 | Entry:  365.44 | Target:  460.88 | Risk: LOW       
  BAFNAPH.NS      | Price:  317.20 | Entry:  310.86 | Target:  358.81 | Risk: LOW       
  CINELINE.NS     | Price:   90.36 | Entry:   88.55 | Target:  112.67 | Risk: LOW       
  AIRAN.NS        | Price:   16.69 | Entry:   16.36 | Target:   21.80 | Risk: LOW       
  ELGIRUBCO.NS    | Price:   61.60 | Entry:   60.37 | Target:   79.25 | Risk: LOW       
  SAHYADRI.NS     | Price:  365.35 | Entry:  358.04 | Target:  462.92 | Risk: LOW       
  PODDARMENT.NS   | Price:  284.15 | Entry:  278.47 | Target:  380.38 | Risk: LOW       
  YASHOPTICS.NS   | Price:  133.90 | Entry:  131.22 | Target:  162.02 | Risk: LOW       
  UNIVPHOTO.NS    | Price:  584.00 | Entry:  572.32 | Target:  715.96 | Risk: LOW       
  CCHHL.NS        | Price:   13.01 | Entry:   12.75 | Target:   15.86 | Risk: LOW       
  TTL.NS          | Price:    7.24 | Entry:     7.1 | Target:    9.46 | Risk: LOW       
  TCL.NS          | Price:  132.30 | Entry:  129.65 | Target:  176.89 | Risk: LOW       
  STARPAPER.NS    | Price:  158.82 | Entry:  155.64 | Target:  200.06 | Risk: LOW       
  NURECA.NS       | Price:  345.95 | Entry:  339.03 | Target:  433.13 | Risk: LOW       
  FELIX.NS        | Price:  206.15 | Entry:  202.03 | Target:  267.69 | Risk: LOW       
  ANLON.NS        | Price:  742.20 | Entry:  727.36 | Target:  885.77 | Risk: LOW       
  RUDRA.NS        | Price:   20.68 | Entry:   20.27 | Target:   24.91 | Risk: LOW       
  DUCOL.NS        | Price:  130.20 | Entry:   127.6 | Target:  165.50 | Risk: LOW       
  ARIHANTACA.NS   | Price:  500.00 | Entry:   490.0 | Target:  535.29 | Risk: LOW       
  CPCAP.NS        | Price:  145.19 | Entry:  142.29 | Target:  184.77 | Risk: LOW       
  SPCL.NS         | Price:   65.55 | Entry:   64.24 | Target:   75.48 | Risk: LOW       
  CHEMBOND.NS     | Price:  192.77 | Entry:  188.91 | Target:  277.60 | Risk: LOW       
  CORDSCABLE.NS   | Price:  364.15 | Entry:  356.87 | Target:  532.47 | Risk: LOW       
  FIDEL.NS        | Price:  161.55 | Entry:  158.32 | Target:  196.21 | Risk: LOW       
  PKTEA.NS        | Price:  910.00 | Entry:   891.8 | Target: 1381.95 | Risk: LOW       
  MARALOVER.NS    | Price:   59.36 | Entry:   58.17 | Target:   79.34 | Risk: LOW       
  VETO.NS         | Price:  139.15 | Entry:  136.37 | Target:  161.02 | Risk: LOW       
  PRITIKA.NS      | Price:   65.00 | Entry:    63.7 | Target:   72.43 | Risk: LOW       
  AKIKO.NS        | Price:  416.10 | Entry:  407.78 | Target:  477.76 | Risk: LOW       
  GOLDSTAR.NS     | Price:    9.15 | Entry:    8.97 | Target:   10.86 | Risk: LOW       
  IBULLSLTD.NS    | Price:   30.39 | Entry:   29.78 | Target:   36.94 | Risk: LOW       
  AAREYDRUGS.NS   | Price:  102.13 | Entry:  100.09 | Target:  124.93 | Risk: LOW       
  KAVDEFENCE.NS   | Price:   72.71 | Entry:   71.26 | Target:  105.40 | Risk: LOW       
  NECCLTD.NS      | Price:   18.97 | Entry:   18.59 | Target:   24.03 | Risk: LOW       
  NITIRAJ.NS      | Price:  232.01 | Entry:  227.37 | Target:  297.20 | Risk: LOW       
  ALUWIND.NS      | Price:   49.85 | Entry:   48.85 | Target:   58.76 | Risk: LOW       
  EQUIPPP.NS      | Price:   24.51 | Entry:   24.02 | Target:   30.95 | Risk: LOW       
  TAINWALCHM.NS   | Price:  213.11 | Entry:  208.85 | Target:  248.65 | Risk: LOW       
  ARVEE.NS        | Price:  174.06 | Entry:  170.58 | Target:  237.30 | Risk: LOW       
  SIKKO.NS        | Price:    5.92 | Entry:     5.8 | Target:    7.56 | Risk: LOW       
  KESORAMIND.NS   | Price:   11.94 | Entry:    11.7 | Target:   13.46 | Risk: LOW       
  IEML.NS         | Price:   42.95 | Entry:   42.09 | Target:   54.50 | Risk: LOW       
  CPS.NS          | Price: 1185.00 | Entry:  1161.3 | Target: 1349.79 | Risk: LOW       
  AARTECH.NS      | Price:   51.33 | Entry:    50.3 | Target:   61.79 | Risk: LOW       
  KORE.NS         | Price:  169.85 | Entry:  166.45 | Target:  234.12 | Risk: LOW       
  IVP.NS          | Price:  215.04 | Entry:  210.74 | Target:  258.90 | Risk: LOW       
  QMSMEDI.NS      | Price:  177.36 | Entry:  173.81 | Target:  214.37 | Risk: LOW       
  EMKAYTOOLS.NS   | Price:   95.50 | Entry:   93.59 | Target:  118.64 | Risk: LOW       
  TBI.NS          | Price:   82.45 | Entry:    80.8 | Target:  112.65 | Risk: LOW       
  GAYAPROJ.NS     | Price:   24.72 | Entry:   24.23 | Target:   31.17 | Risk: LOW       
  DOLLEX.NS       | Price:   37.20 | Entry:   36.46 | Target:   47.66 | Risk: LOW       
  HINDCON.NS      | Price:   23.81 | Entry:   23.33 | Target:   31.06 | Risk: LOW       
  TEXMOPIPES.NS   | Price:   61.49 | Entry:   60.26 | Target:   82.38 | Risk: LOW       
  ISFT.NS         | Price:   95.16 | Entry:   93.26 | Target:  125.58 | Risk: LOW       
  AIROLAM.NS      | Price:   89.00 | Entry:   87.22 | Target:  107.84 | Risk: LOW       
  GLOBALPET.NS    | Price:  163.00 | Entry:  159.74 | Target:  182.91 | Risk: LOW       
  KREBSBIO.NS     | Price:   57.31 | Entry:   56.16 | Target:   76.46 | Risk: LOW       
  SHEETAL.NS      | Price:  359.00 | Entry:  351.82 | Target:  392.89 | Risk: LOW       
  STEELCITY.NS    | Price:   85.39 | Entry:   83.68 | Target:  103.09 | Risk: LOW       
  ZEAL.NS         | Price:   80.00 | Entry:    78.4 | Target:  106.21 | Risk: LOW       
  COMPUSOFT.NS    | Price:   13.63 | Entry:   13.36 | Target:   15.94 | Risk: LOW       
  MAL.NS          | Price:   42.25 | Entry:   41.41 | Target:   53.73 | Risk: LOW       
  GREENCHEF.NS    | Price:   73.50 | Entry:   72.03 | Target:   96.30 | Risk: LOW       
  BAIDFIN.NS      | Price:   10.89 | Entry:   10.67 | Target:   15.02 | Risk: LOW       
  SMARTLINK.NS    | Price:  220.45 | Entry:  216.04 | Target:  279.89 | Risk: LOW       
  VITAL.NS        | Price:   55.40 | Entry:   54.29 | Target:   72.01 | Risk: LOW       
  BALPHARMA.NS    | Price:  100.67 | Entry:   98.66 | Target:  139.57 | Risk: LOW       
  ISHANCH.NS      | Price:   51.04 | Entry:   50.02 | Target:   66.42 | Risk: LOW       
  OSWALSEEDS.NS   | Price:   13.72 | Entry:   13.45 | Target:   20.09 | Risk: LOW       
  CUBEXTUB.NS     | Price:   85.32 | Entry:   83.61 | Target:  102.48 | Risk: LOW       
  SSFL.NS         | Price:  303.00 | Entry:  296.94 | Target:  377.27 | Risk: LOW       
  DCG.NS          | Price:   78.50 | Entry:   76.93 | Target:  120.73 | Risk: LOW       
  MAXPOSURE.NS    | Price:   39.95 | Entry:   39.15 | Target:   47.93 | Risk: LOW       
  AKSHOPTFBR.NS   | Price:    7.84 | Entry:    7.68 | Target:   10.33 | Risk: LOW       
  DTL.NS          | Price:  143.00 | Entry:  140.14 | Target:  149.43 | Risk: LOW       
  MAHICKRA.NS     | Price:  314.50 | Entry:  308.21 | Target:  373.62 | Risk: LOW       
  OLIL.NS         | Price:  443.35 | Entry:  434.48 | Target:  536.62 | Risk: LOW       
  VAISHALI.NS     | Price:    8.79 | Entry:    8.61 | Target:   11.28 | Risk: LOW       
  OBCL.NS         | Price:   57.02 | Entry:   55.88 | Target:   67.09 | Risk: LOW       
  REFRACTORY.NS   | Price:   31.65 | Entry:   31.02 | Target:   37.79 | Risk: LOW       
  KLL.NS          | Price:   32.40 | Entry:   31.75 | Target:   40.79 | Risk: LOW       
  MITCON.NS       | Price:   80.01 | Entry:   78.41 | Target:   98.82 | Risk: LOW       
  HOLMARC.NS      | Price:  110.00 | Entry:   107.8 | Target:  133.50 | Risk: LOW       
  MARC.NS         | Price:  155.90 | Entry:  152.78 | Target:  181.63 | Risk: LOW       
  GLOBE.NS        | Price:    2.07 | Entry:    2.03 | Target:    2.50 | Risk: LOW       
  SONUINFRA.NS    | Price:   47.10 | Entry:   46.16 | Target:   59.74 | Risk: LOW       
  PARAGON.NS      | Price:   53.65 | Entry:   52.58 | Target:   70.17 | Risk: LOW       
  LPDC.NS         | Price:    7.07 | Entry:    6.93 | Target:    9.57 | Risk: LOW       
  DIGJAMLMTD.NS   | Price:   61.60 | Entry:   60.37 | Target:   80.32 | Risk: LOW       
  PATINTLOG.NS    | Price:   14.00 | Entry:   13.72 | Target:   16.77 | Risk: LOW       
  MANGALAM.NS     | Price:   34.26 | Entry:   33.57 | Target:   45.76 | Risk: LOW       
  AMDIND.NS       | Price:   63.26 | Entry:   61.99 | Target:   87.57 | Risk: LOW       
  SILKFLEX.NS     | Price:  280.35 | Entry:  274.74 | Target:  350.31 | Risk: LOW       
  JHS.NS          | Price:    8.54 | Entry:    8.37 | Target:   11.19 | Risk: LOW       
  FONEBOX.NS      | Price:  132.20 | Entry:  129.56 | Target:  154.79 | Risk: LOW       
