NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-04-30 19:06:47

BUY SIGNALS (215):
  JIOFIN.NS       | Price:  246.37 | Entry:  241.44 | Target:  283.18 | Risk: LOW       
  SOLARINDS.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MUTHOOTFIN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TATAPOWER.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CIPLA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TORNTPHARM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GODREJCP.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LODHA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HDFCAMC.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GAIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CANBK.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAXHEALTH.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SIEMENS.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAZDOCK.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BOSCHLTD.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ABB.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MOTHERSON.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CUMMINSIND.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TATACONSUM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LGEINDIA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  POLYCAB.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CGPOWER.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UNIONBANK.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  APOLLOHOSP.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDHOTEL.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HEROMOTOCO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DRREDDY.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHREECEM.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JINDALSTEL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IDBI.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SWIGGY.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BSE.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MANKIND.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDIANB.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDUSTOWER.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UNITDSPR.NS     | Price: 1325.60 | Trend:  -0.53% | Mom:   5.67% | Risk: LOW       
  GMRAIRPORT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RECLTD.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZYDUSLIFE.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ICICIGI.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GROWW.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DIXON.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IDEA.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HAVELLS.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MARICO.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HINDPETRO.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WAAREEENER.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BAJAJHFL.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DABUR.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LUPIN.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JSWENERGY.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ICICIPRULI.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PERSISTENT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BHARTIHEXA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NAUKRI.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SRF.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BHEL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  POWERINDIA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MEESHO.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NTPCGREEN.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NHPC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  POLICYBZR.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SBICARD.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ASHOKLEY.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUZLON.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ABCAPITAL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PAYTM.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IOB.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OFSS.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LENSKART.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GVT&D.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RVNL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRESTIGE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LLOYDSME.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UNOMINDA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FORTIS.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NYKAA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OIL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ATGL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  COROMANDEL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GICRE.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  YESBANK.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VMM.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TORNTPOWER.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AUROPHARMA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NMDC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ALKEM.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BERGEPAINT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MRF.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PATANJALI.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GODREJPROP.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HDBFS.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LTF.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JSWINFRA.NS     | Price:  271.98 | Trend:   4.73% | Mom:  -0.22% | Risk: LOW       
  SCHAEFFLER.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDUSINDBK.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JSL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AUBANK.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  COLPAL.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OBEROIRLTY.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BHARATFORG.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FACT.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  COFORGE.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PHOENIXLTD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BANKINDIA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TIINDIA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IRCTC.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BDL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UPL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IDFCFIRSTB.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PIIND.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MOTILALOFS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GLENMARK.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MFSL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SAIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FEDERALBNK.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NAM-INDIA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MPHASIS.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KALYANKJIL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LINDEINDIA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUNDARMFIN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUPREMEIND.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BIOCON.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TATACOMM.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LAURUSLABS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GODFRYPHLP.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JKCEMENT.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UBL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  APLAPOLLO.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PAGEIND.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GLAXO.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BALKRISIND.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ITCHOTELS.NS    | Price:  160.57 | Trend:  -0.39% | Mom:  -0.83% | Risk: LOW       
  COCHINSHIP.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PREMIERENE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LTTS.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VOLTAS.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HUDCO.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  360ONE.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAHABANK.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PGHH.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PETRONET.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IREDA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ANTHEM.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CONCOR.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  M&MFIN.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NATIONALUM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DALBHARAT.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JUBLFOOD.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ESCORTS.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RADICO.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KAYNES.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FLUOROCHEM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ENDURANCE.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KEI.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ASTRAL.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  THERMAX.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UCOBANK.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BLUESTARCO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NH.NS           | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TATAINVEST.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GODREJIND.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  POONAWALLA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CRISIL.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KPRMILL.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CHOLAHLDNG.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  3MINDIA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IPCALAB.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  APARINDS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SJVN.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MEDANTA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ACC.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TATAELXSI.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NLCINDIA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AWL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CENTRALBK.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KPITTECH.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CDSL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DELHIVERY.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ASTERDM.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EXIDEIND.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GODIGIT.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HONAUT.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AJANTPHARM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  METROBRAND.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AIAENG.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LICHSGFIN.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GILLETTE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GLAND.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  APOLLOTYRE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NIACL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NBCC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ITI.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HINDCOPPER.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GRSE.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MSUMI.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GUJGASLTD.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IGL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SONACOMS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AEGISVOPAK.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KIMS.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TATATECH.NS     | Price:  581.35 | Trend:   2.81% | Mom:  -0.91% | Risk: LOW       
  PINELABS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IKS.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  STARHEALTH.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JBCHEPHARM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TVSHLTD.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IRB.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUMICHEM.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AFFLE.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NAVINFLUOR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SYNGENE.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BANDHANBNK.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LALPATHLAB.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AMBER.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PPLPHARMA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZFCVINDIA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NUVAMA.NS       | Price: 1326.50 | Trend:   5.63% | Mom:  -2.92% | Risk: LOW       
  MRPL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RAMCOCEM.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHYAMMETL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FSL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EMAMILTD.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DEEPAKNTR.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INOXWIND.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EIHOTEL.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WOCKPHARMA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PTCIL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PFIZER.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ANANDRATHI.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KIOCL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MANAPPURAM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PNBHOUSING.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
