NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-07-22 05:06:10

BUY SIGNALS (681):
  BHARTIARTL.NS   | Price: 1944.80 | Entry:  1905.9 | Target: 2114.16 | Risk: LOW       
  AARTIDRUGS.NS   | Price:  409.60 | Entry:  401.41 | Target:  484.62 | Risk: LOW       
  SANATHAN.NS     | Price:  463.90 | Entry:  454.62 | Target:  539.33 | Risk: LOW       
  NORTHARC.NS     | Price:  305.60 | Entry:  299.49 | Target:  365.69 | Risk: LOW       
  MOSCHIP.NS      | Price:  244.01 | Entry:  239.13 | Target:  306.55 | Risk: LOW       
  GOLDIAM.NS      | Price:  344.05 | Entry:  337.17 | Target:  451.60 | Risk: LOW       
  UFLEX.NS        | Price:  472.00 | Entry:  462.56 | Target:  544.30 | Risk: LOW       
  VAIBHAVGBL.NS   | Price:  266.85 | Entry:  261.51 | Target:  328.83 | Risk: LOW       
  RPGLIFE.NS      | Price: 2937.00 | Entry: 2878.26 | Target: 3747.25 | Risk: LOW       
  ORCHPHARMA.NS   | Price:  998.30 | Entry:  978.33 | Target: 1305.66 | Risk: LOW       
  MPSLTD.NS       | Price: 2516.00 | Entry: 2465.68 | Target: 3064.50 | Risk: LOW       
  GOODLUCK.NS     | Price: 1553.90 | Entry: 1522.82 | Target: 1853.97 | Risk: LOW       
  VADILALIND.NS   | Price: 6733.00 | Entry: 6598.34 | Target: 7869.07 | Risk: LOW       
  NEOGEN.NS       | Price: 2106.30 | Entry: 2064.17 | Target: 2640.01 | Risk: LOW       
  KOLTEPATIL.NS   | Price:  386.15 | Entry:  378.43 | Target:  458.74 | Risk: LOW       
  JINDWORLD.NS    | Price:   36.14 | Entry:   35.42 | Target:   46.36 | Risk: LOW       
  MBAPL.NS        | Price:  144.80 | Entry:   141.9 | Target:  187.71 | Risk: LOW       
  CENTUM.NS       | Price: 3667.70 | Entry: 3594.35 | Target: 4304.99 | Risk: LOW       
  INDOSTAR.NS     | Price:  270.70 | Entry:  265.29 | Target:  320.18 | Risk: LOW       
  KSL.NS          | Price:  888.00 | Entry:  870.24 | Target: 1074.71 | Risk: LOW       
  SHAREINDIA.NS   | Price:  189.22 | Entry:  185.44 | Target:  246.32 | Risk: LOW       
  GUFICBIO.NS     | Price:  384.70 | Entry:  377.01 | Target:  462.27 | Risk: LOW       
  CYIENTDLM.NS    | Price:  695.90 | Entry:  681.98 | Target:  897.31 | Risk: LOW       
  ARTEMISMED.NS   | Price:  276.15 | Entry:  270.63 | Target:  323.16 | Risk: LOW       
  DPABHUSHAN.NS   | Price: 1413.50 | Entry: 1385.23 | Target: 1864.37 | Risk: LOW       
  SSWL.NS         | Price:  283.79 | Entry:  278.11 | Target:  342.51 | Risk: LOW       
  VISHNU.NS       | Price:  637.80 | Entry:  625.04 | Target:  748.60 | Risk: LOW       
  SAMBHV.NS       | Price:  116.77 | Entry:  114.43 | Target:  140.56 | Risk: LOW       
  SWANDEF.NS      | Price: 2370.00 | Entry:  2322.6 | Target: 2877.79 | Risk: LOW       
  SENORES.NS      | Price: 1405.70 | Entry: 1377.59 | Target: 1711.06 | Risk: LOW       
  HLEGLAS.NS      | Price:  424.10 | Entry:  415.62 | Target:  541.76 | Risk: LOW       
  KIRIINDUS.NS    | Price:  402.25 | Entry:   394.2 | Target:  462.46 | Risk: LOW       
  KKCL.NS         | Price:  506.75 | Entry:  496.62 | Target:  583.30 | Risk: LOW       
  MAHLOG.NS       | Price:  389.75 | Entry:  381.95 | Target:  468.83 | Risk: LOW       
  ARKADE.NS       | Price:  137.20 | Entry:  134.46 | Target:  162.24 | Risk: LOW       
  STYLAMIND.NS    | Price: 3491.00 | Entry: 3421.18 | Target: 4187.68 | Risk: LOW       
  KRISHANA.NS     | Price:  143.45 | Entry:  140.58 | Target:  181.50 | Risk: LOW       
  PARKHOTELS.NS   | Price:  126.80 | Entry:  124.26 | Target:  149.14 | Risk: LOW       
  JASH.NS         | Price:  508.05 | Entry:  497.89 | Target:  609.64 | Risk: LOW       
  PAISALO.NS      | Price:   72.20 | Entry:   70.76 | Target:   90.81 | Risk: LOW       
  DDEVPLSTIK.NS   | Price:  282.00 | Entry:  276.36 | Target:  335.21 | Risk: LOW       
  GANECOS.NS      | Price: 1191.00 | Entry: 1167.18 | Target: 1466.23 | Risk: LOW       
  POLYPLEX.NS     | Price: 1093.00 | Entry: 1071.14 | Target: 1262.12 | Risk: LOW       
  SAGCEM.NS       | Price:  182.84 | Entry:  179.18 | Target:  209.50 | Risk: LOW       
  ASHIANA.NS      | Price:  384.35 | Entry:  376.66 | Target:  465.10 | Risk: LOW       
  TCPLPACK.NS     | Price: 3320.00 | Entry:  3253.6 | Target: 4080.89 | Risk: LOW       
  SHK.NS          | Price:  137.50 | Entry:  134.75 | Target:  162.95 | Risk: LOW       
  TFCILTD.NS      | Price:   82.26 | Entry:   80.61 | Target:  101.86 | Risk: LOW       
  FMGOETZE.NS     | Price:  479.20 | Entry:  469.62 | Target:  557.54 | Risk: LOW       
  SBCL.NS         | Price:  743.00 | Entry:  728.14 | Target:  910.82 | Risk: LOW       
  FCL.NS          | Price:   39.31 | Entry:   38.52 | Target:   48.92 | Risk: LOW       
  VIMTALABS.NS    | Price:  578.15 | Entry:  566.59 | Target:  714.06 | Risk: LOW       
  MUTHOOTMF.NS    | Price:  247.36 | Entry:  242.41 | Target:  310.42 | Risk: LOW       
  DALMIASUG.NS    | Price:  368.00 | Entry:  360.64 | Target:  447.43 | Risk: LOW       
  RPSGVENT.NS     | Price:  907.60 | Entry:  889.45 | Target: 1063.10 | Risk: LOW       
  TATVA.NS        | Price: 1660.10 | Entry:  1626.9 | Target: 2079.74 | Risk: LOW       
  BFUTILITIE.NS   | Price:  599.20 | Entry:  587.22 | Target:  757.29 | Risk: LOW       
  HIRECT.NS       | Price: 1319.50 | Entry: 1293.11 | Target: 1671.14 | Risk: LOW       
  SOTL.NS         | Price:  589.55 | Entry:  577.76 | Target:  767.25 | Risk: LOW       
  UTKARSHBNK.NS   | Price:   14.60 | Entry:   14.31 | Target:   17.20 | Risk: LOW       
  SERVOTECH.NS    | Price:  101.25 | Entry:   99.22 | Target:  121.09 | Risk: LOW       
  AUTOAXLES.NS    | Price: 1825.10 | Entry:  1788.6 | Target: 2043.53 | Risk: LOW       
  LAOPALA.NS      | Price:  187.02 | Entry:  183.28 | Target:  213.68 | Risk: LOW       
  VSSL.NS         | Price:  318.50 | Entry:  312.13 | Target:  374.09 | Risk: LOW       
  CARYSIL.NS      | Price: 1154.00 | Entry: 1130.92 | Target: 1413.04 | Risk: LOW       
  TCIEXP.NS       | Price:  570.00 | Entry:   558.6 | Target:  695.96 | Risk: LOW       
  KCP.NS          | Price:  169.38 | Entry:  165.99 | Target:  200.06 | Risk: LOW       
  BEPL.NS         | Price:  121.12 | Entry:   118.7 | Target:  154.72 | Risk: LOW       
  KMEW.NS         | Price: 2423.70 | Entry: 2375.23 | Target: 3038.34 | Risk: LOW       
  UNIVCABLES.NS   | Price: 1211.70 | Entry: 1187.47 | Target: 1512.91 | Risk: LOW       
  ROSSTECH.NS     | Price:  994.45 | Entry:  974.56 | Target: 1213.90 | Risk: LOW       
  FILATEX.NS      | Price:   70.42 | Entry:   69.01 | Target:   93.72 | Risk: LOW       
  MONARCH.NS      | Price:  355.50 | Entry:  348.39 | Target:  416.38 | Risk: LOW       
  TASTYBITE.NS    | Price: 9020.00 | Entry:  8839.6 | Target: 10778.39 | Risk: LOW       
  HGS.NS          | Price:  430.00 | Entry:   421.4 | Target:  511.57 | Risk: LOW       
  KSHINTL.NS      | Price:  900.00 | Entry:   882.0 | Target: 1135.07 | Risk: LOW       
  FINOPB.NS       | Price:  168.60 | Entry:  165.23 | Target:  231.88 | Risk: LOW       
  NILKAMAL.NS     | Price: 1529.80 | Entry:  1499.2 | Target: 1841.69 | Risk: LOW       
  LANDMARK.NS     | Price:  519.15 | Entry:  508.77 | Target:  675.49 | Risk: LOW       
  SPECTRUM.NS     | Price: 2081.30 | Entry: 2039.67 | Target: 2800.16 | Risk: LOW       
  SANGAMIND.NS    | Price:  610.80 | Entry:  598.58 | Target:  759.16 | Risk: LOW       
  GEOJITFSL.NS    | Price:   81.43 | Entry:    79.8 | Target:   93.89 | Risk: LOW       
  ACCELYA.NS      | Price: 1141.00 | Entry: 1118.18 | Target: 1280.43 | Risk: LOW       
  VENKEYS.NS      | Price: 1506.40 | Entry: 1476.27 | Target: 1744.76 | Risk: LOW       
  YASHO.NS        | Price: 3142.30 | Entry: 3079.45 | Target: 3827.66 | Risk: LOW       
  INDIANHUME.NS   | Price:  383.00 | Entry:  375.34 | Target:  497.03 | Risk: LOW       
  MOL.NS          | Price:   56.15 | Entry:   55.03 | Target:   66.41 | Risk: LOW       
  THEJO.NS        | Price: 1907.00 | Entry: 1868.86 | Target: 2185.82 | Risk: LOW       
  MANGLMCEM.NS    | Price:  982.45 | Entry:   962.8 | Target: 1141.13 | Risk: LOW       
  APCOTEXIND.NS   | Price:  561.15 | Entry:  549.93 | Target:  666.60 | Risk: LOW       
  PIXTRANS.NS     | Price: 1781.80 | Entry: 1746.16 | Target: 2152.37 | Risk: LOW       
  MOBIKWIK.NS     | Price:  206.09 | Entry:  201.97 | Target:  251.31 | Risk: LOW       
  UNIPARTS.NS     | Price:  680.40 | Entry:  666.79 | Target:  811.19 | Risk: LOW       
  RAJRATAN.NS     | Price:  497.30 | Entry:  487.35 | Target:  631.29 | Risk: LOW       
  EXICOM.NS       | Price:  174.01 | Entry:  170.53 | Target:  224.33 | Risk: LOW       
  INDNIPPON.NS    | Price: 1198.80 | Entry: 1174.82 | Target: 1508.87 | Risk: LOW       
  MUKANDLTD.NS    | Price:  144.39 | Entry:   141.5 | Target:  166.34 | Risk: LOW       
  DYCL.NS         | Price:  415.95 | Entry:  407.63 | Target:  539.62 | Risk: LOW       
  NELCO.NS        | Price:  924.30 | Entry:  905.81 | Target: 1128.23 | Risk: LOW       
  KERNEX.NS       | Price: 2206.00 | Entry: 2161.88 | Target: 2799.00 | Risk: LOW       
  WINDLAS.NS      | Price:  866.10 | Entry:  848.78 | Target: 1010.01 | Risk: LOW       
  PANAMAPET.NS    | Price:  450.40 | Entry:  441.39 | Target:  552.69 | Risk: LOW       
  INDOTECH.NS     | Price: 3355.20 | Entry:  3288.1 | Target: 4202.95 | Risk: LOW       
  ADOR.NS         | Price: 1532.60 | Entry: 1501.95 | Target: 1866.62 | Risk: LOW       
  BETA.NS         | Price: 2334.30 | Entry: 2287.61 | Target: 3109.87 | Risk: LOW       
  BFINVEST.NS     | Price:  457.15 | Entry:  448.01 | Target:  585.08 | Risk: LOW       
  SPMLINFRA.NS    | Price:  203.00 | Entry:  198.94 | Target:  238.78 | Risk: LOW       
  JGCHEM.NS       | Price:  490.45 | Entry:  480.64 | Target:  590.27 | Risk: LOW       
  HUHTAMAKI.NS    | Price:  297.00 | Entry:  291.06 | Target:  363.22 | Risk: LOW       
  TTKHLTCARE.NS   | Price: 1022.20 | Entry: 1001.76 | Target: 1235.44 | Risk: LOW       
  DAMCAPITAL.NS   | Price:  158.95 | Entry:  155.77 | Target:  195.28 | Risk: LOW       
  ARMANFIN.NS     | Price: 1944.50 | Entry: 1905.61 | Target: 2332.93 | Risk: LOW       
  RAJOOENG.NS     | Price:   56.29 | Entry:   55.16 | Target:   65.71 | Risk: LOW       
  JNKINDIA.NS     | Price:  473.00 | Entry:  463.54 | Target:  639.91 | Risk: LOW       
  TARSONS.NS      | Price:  305.30 | Entry:  299.19 | Target:  405.14 | Risk: LOW       
  MMFL.NS         | Price:  548.10 | Entry:  537.14 | Target:  647.35 | Risk: LOW       
  UDS.NS          | Price:  195.60 | Entry:  191.69 | Target:  233.34 | Risk: LOW       
  TINNARUBR.NS    | Price: 1110.05 | Entry: 1087.85 | Target: 1480.01 | Risk: LOW       
  PUNJABCHEM.NS   | Price: 1135.00 | Entry:  1112.3 | Target: 1398.99 | Risk: LOW       
  MASTERTR.NS     | Price:   85.85 | Entry:   84.13 | Target:  112.99 | Risk: LOW       
  IKIO.NS         | Price:  210.52 | Entry:  206.31 | Target:  299.48 | Risk: LOW       
  STALLION.NS     | Price:  240.82 | Entry:   236.0 | Target:  306.51 | Risk: LOW       
  OMAXE.NS        | Price:   91.20 | Entry:   89.38 | Target:  116.95 | Risk: LOW       
  IVALUE.NS       | Price:  284.35 | Entry:  278.66 | Target:  355.71 | Risk: LOW       
  HESTERBIO.NS    | Price: 2428.50 | Entry: 2379.93 | Target: 3158.60 | Risk: LOW       
  ESAFSFB.NS      | Price:   35.59 | Entry:   34.88 | Target:   44.05 | Risk: LOW       
  CONFIPET.NS     | Price:   74.48 | Entry:   72.99 | Target:   93.48 | Risk: LOW       
  SMCGLOBAL.NS    | Price:   77.90 | Entry:   76.34 | Target:   93.82 | Risk: LOW       
  SURYODAY.NS     | Price:  185.33 | Entry:  181.62 | Target:  224.74 | Risk: LOW       
  PAUSHAKLTD.NS   | Price:  554.90 | Entry:   543.8 | Target:  713.20 | Risk: LOW       
  ASIANENE.NS     | Price:  355.00 | Entry:   347.9 | Target:  436.84 | Risk: LOW       
  GANDHAR.NS      | Price:  232.65 | Entry:   228.0 | Target:  282.14 | Risk: LOW       
  EXCELINDUS.NS   | Price:  942.60 | Entry:  923.75 | Target: 1059.76 | Risk: LOW       
  DCMSRIND.NS     | Price:   43.18 | Entry:   42.32 | Target:   58.37 | Risk: LOW       
  INDORAMA.NS     | Price:   49.18 | Entry:    48.2 | Target:   63.79 | Risk: LOW       
  SIGACHI.NS      | Price:   26.55 | Entry:   26.02 | Target:   28.89 | Risk: LOW       
  ALLDIGI.NS      | Price:  822.05 | Entry:  805.61 | Target:  949.55 | Risk: LOW       
  BLKASHYAP.NS    | Price:   55.44 | Entry:   54.33 | Target:   67.34 | Risk: LOW       
  SPORTKING.NS    | Price:  201.31 | Entry:  197.28 | Target:  248.65 | Risk: LOW       
  SHANKARA.NS     | Price:  140.22 | Entry:  137.42 | Target:  167.64 | Risk: LOW       
  GNA.NS          | Price:  518.95 | Entry:  508.57 | Target:  699.72 | Risk: LOW       
  SUMEETINDS.NS   | Price:   31.87 | Entry:   31.23 | Target:   39.15 | Risk: LOW       
  TAC.NS          | Price:  483.05 | Entry:  473.39 | Target:  582.21 | Risk: LOW       
  DIFFNKG.NS      | Price:  387.90 | Entry:  380.14 | Target:  476.19 | Risk: LOW       
  CAPITALSFB.NS   | Price:  298.50 | Entry:  292.53 | Target:  350.95 | Risk: LOW       
  RICOAUTO.NS     | Price:  132.92 | Entry:  130.26 | Target:  163.99 | Risk: LOW       
  AURUM.NS        | Price:  226.66 | Entry:  222.13 | Target:  287.26 | Risk: LOW       
  BUTTERFLY.NS    | Price:  748.90 | Entry:  733.92 | Target:  919.69 | Risk: LOW       
  TBZ.NS          | Price:  265.80 | Entry:  260.48 | Target:  357.34 | Risk: LOW       
  SRM.NS          | Price:  506.60 | Entry:  496.47 | Target:  598.06 | Risk: LOW       
  KROSS.NS        | Price:  204.66 | Entry:  200.57 | Target:  242.10 | Risk: LOW       
  AMNPLST.NS      | Price:  201.99 | Entry:  197.95 | Target:  253.69 | Risk: LOW       
  ICEMAKE.NS      | Price:  861.40 | Entry:  844.17 | Target:  990.92 | Risk: LOW       
  RACLGEAR.NS     | Price: 1359.30 | Entry: 1332.11 | Target: 1656.34 | Risk: LOW       
  BLUSPRING.NS    | Price:  109.80 | Entry:   107.6 | Target:  150.41 | Risk: LOW       
  MANALIPETC.NS   | Price:   66.77 | Entry:   65.43 | Target:   80.01 | Risk: LOW       
  OAL.NS          | Price:  350.65 | Entry:  343.64 | Target:  439.24 | Risk: LOW       
  STERTOOLS.NS    | Price:  247.00 | Entry:  242.06 | Target:  305.40 | Risk: LOW       
  GRPLTD.NS       | Price: 1899.50 | Entry: 1861.51 | Target: 2201.06 | Risk: LOW       
  IZMO.NS         | Price: 1097.50 | Entry: 1075.55 | Target: 1370.96 | Risk: LOW       
  ANTELOPUS.NS    | Price:  869.70 | Entry:  852.31 | Target: 1068.88 | Risk: LOW       
  PDMJEPAPER.NS   | Price:   85.07 | Entry:   83.37 | Target:   99.74 | Risk: LOW       
  5PAISA.NS       | Price:  370.05 | Entry:  362.65 | Target:  459.30 | Risk: LOW       
  PENINLAND.NS    | Price:   17.05 | Entry:   16.71 | Target:   20.59 | Risk: LOW       
  MAMATA.NS       | Price:  396.30 | Entry:  388.37 | Target:  457.69 | Risk: LOW       
  CENTENKA.NS     | Price:  532.50 | Entry:  521.85 | Target:  642.30 | Risk: LOW       
  ARIHANTCAP.NS   | Price:   77.40 | Entry:   75.85 | Target:   95.67 | Risk: LOW       
  RADHIKAJWE.NS   | Price:   67.23 | Entry:   65.89 | Target:   86.87 | Risk: LOW       
  INDOAMIN.NS     | Price:  131.50 | Entry:  128.87 | Target:  155.16 | Risk: LOW       
  DENTALKART.NS   | Price:  420.25 | Entry:  411.84 | Target:  501.57 | Risk: LOW       
  SAHANA.NS       | Price:  927.90 | Entry:  909.34 | Target: 1121.60 | Risk: LOW       
  CNL.NS          | Price:  935.55 | Entry:  916.84 | Target: 1208.66 | Risk: LOW       
  MVGJL.NS        | Price:  159.36 | Entry:  156.17 | Target:  198.71 | Risk: LOW       
  KODYTECH.NS     | Price: 1233.40 | Entry: 1208.73 | Target: 1532.26 | Risk: LOW       
  GULPOLY.NS      | Price:  201.52 | Entry:  197.49 | Target:  246.00 | Risk: LOW       
  SILVERTUC.NS    | Price:  198.39 | Entry:  194.42 | Target:  247.85 | Risk: LOW       
  IFBAGRO.NS      | Price:  965.00 | Entry:   945.7 | Target: 1169.57 | Risk: LOW       
  PVSL.NS         | Price:  100.60 | Entry:   98.59 | Target:  121.24 | Risk: LOW       
  NCLIND.NS       | Price:  185.30 | Entry:  181.59 | Target:  214.15 | Risk: LOW       
  SKMEGGPROD.NS   | Price:  314.30 | Entry:  308.01 | Target:  421.41 | Risk: LOW       
  TVSELECT.NS     | Price:  491.45 | Entry:  481.62 | Target:  603.75 | Risk: LOW       
  KABRAEXTRU.NS   | Price:  351.85 | Entry:  344.81 | Target:  455.74 | Risk: LOW       
  ARROWGREEN.NS   | Price:  710.00 | Entry:   695.8 | Target:  886.61 | Risk: LOW       
  CCCL.NS         | Price:   16.25 | Entry:   15.92 | Target:   20.28 | Risk: LOW       
  SVLL.NS         | Price:  753.50 | Entry:  738.43 | Target:  977.18 | Risk: LOW       
  AVADHSUGAR.NS   | Price:  551.05 | Entry:  540.03 | Target:  662.60 | Risk: LOW       
  NGLFINE.NS      | Price: 3145.70 | Entry: 3082.79 | Target: 3970.41 | Risk: LOW       
  DHUNINV.NS      | Price:  890.10 | Entry:   872.3 | Target: 1139.51 | Risk: LOW       
  JITFINFRA.NS    | Price:  372.90 | Entry:  365.44 | Target:  471.60 | Risk: LOW       
  STEL.NS         | Price:  560.90 | Entry:  549.68 | Target:  682.44 | Risk: LOW       
  SGIL.NS         | Price:  598.40 | Entry:  586.43 | Target:  713.65 | Risk: LOW       
  WANBURY.NS      | Price:  326.90 | Entry:  320.36 | Target:  425.60 | Risk: LOW       
  VLSFINANCE.NS   | Price:  256.50 | Entry:  251.37 | Target:  287.12 | Risk: LOW       
  BHAGERIA.NS     | Price:  218.50 | Entry:  214.13 | Target:  270.85 | Risk: LOW       
  ASAL.NS         | Price:  547.15 | Entry:  536.21 | Target:  648.40 | Risk: LOW       
  SARLAPOLY.NS    | Price:  100.49 | Entry:   98.48 | Target:  120.75 | Risk: LOW       
  INDOBORAX.NS    | Price:  405.15 | Entry:  397.05 | Target:  537.01 | Risk: LOW       
  SAKAR.NS        | Price:  858.20 | Entry:  841.04 | Target: 1102.45 | Risk: LOW       
  KECL.NS         | Price:  127.00 | Entry:  124.46 | Target:  159.35 | Risk: LOW       
  NAHARSPING.NS   | Price:  277.00 | Entry:  271.46 | Target:  319.34 | Risk: LOW       
  KAMDHENU.NS     | Price:   33.30 | Entry:   32.63 | Target:   42.10 | Risk: LOW       
  RITCO.NS        | Price:  279.00 | Entry:  273.42 | Target:  337.25 | Risk: LOW       
  KOPRAN.NS       | Price:  204.00 | Entry:  199.92 | Target:  254.28 | Risk: LOW       
  MAGADSUGAR.NS   | Price:  499.05 | Entry:  489.07 | Target:  598.49 | Risk: LOW       
  20MICRONS.NS    | Price:  207.21 | Entry:  203.07 | Target:  247.12 | Risk: LOW       
  RUBYMILLS.NS    | Price:  413.00 | Entry:  404.74 | Target:  513.00 | Risk: LOW       
  GHCLTEXTIL.NS   | Price:  118.11 | Entry:  115.75 | Target:  142.92 | Risk: LOW       
  LAXMIINDIA.NS   | Price:  128.20 | Entry:  125.64 | Target:  157.98 | Risk: LOW       
  GEECEE.NS       | Price:  350.95 | Entry:  343.93 | Target:  434.83 | Risk: LOW       
  RUSHIL.NS       | Price:   16.43 | Entry:    16.1 | Target:   20.04 | Risk: LOW       
  NBIFIN.NS       | Price: 2100.00 | Entry:  2058.0 | Target: 2627.32 | Risk: LOW       
  THEINVEST.NS    | Price:   98.80 | Entry:   96.82 | Target:  116.79 | Risk: LOW       
  RSWM.NS         | Price:  212.21 | Entry:  207.97 | Target:  255.84 | Risk: LOW       
  DMCC.NS         | Price:  265.50 | Entry:  260.19 | Target:  319.89 | Risk: LOW       
  SHIVALIK.NS     | Price:  242.34 | Entry:  237.49 | Target:  295.72 | Risk: LOW       
  NAHARPOLY.NS    | Price:  262.80 | Entry:  257.54 | Target:  302.85 | Risk: LOW       
  SUBEXLTD.NS     | Price:   12.70 | Entry:   12.45 | Target:   15.95 | Risk: LOW       
  ONWARDTEC.NS    | Price:  285.95 | Entry:  280.23 | Target:  356.77 | Risk: LOW       
  JAYAGROGN.NS    | Price:  220.03 | Entry:  215.63 | Target:  264.92 | Risk: LOW       
  ACCENTMIC.NS    | Price:  527.55 | Entry:   517.0 | Target:  605.44 | Risk: LOW       
  MANBA.NS        | Price:  140.21 | Entry:  137.41 | Target:  160.80 | Risk: LOW       
  MODIS.NS        | Price:  400.45 | Entry:  392.44 | Target:  474.18 | Risk: LOW       
  MMP.NS          | Price:  286.10 | Entry:  280.38 | Target:  349.03 | Risk: LOW       
  HINDCOMPOS.NS   | Price:  447.95 | Entry:  438.99 | Target:  540.24 | Risk: LOW       
  MENONBE.NS      | Price:  212.00 | Entry:  207.76 | Target:  268.67 | Risk: LOW       
  GCSL.NS         | Price:  510.55 | Entry:  500.34 | Target:  616.34 | Risk: LOW       
  INDSWFTLAB.NS   | Price:  232.63 | Entry:  227.98 | Target:  296.38 | Risk: LOW       
  SICALLOG.NS     | Price:  103.37 | Entry:   101.3 | Target:  131.49 | Risk: LOW       
  GANESHBE.NS     | Price:  104.00 | Entry:  101.92 | Target:  125.90 | Risk: LOW       
  BORANA.NS       | Price:  326.40 | Entry:  319.87 | Target:  398.02 | Risk: LOW       
  SHALPAINTS.NS   | Price:   67.52 | Entry:   66.17 | Target:   85.07 | Risk: LOW       
  SBGLP.NS        | Price:   25.90 | Entry:   25.38 | Target:   32.79 | Risk: LOW       
  IRISDOREME.NS   | Price:   45.77 | Entry:   44.85 | Target:   56.91 | Risk: LOW       
  SPECIALITY.NS   | Price:  131.39 | Entry:  128.76 | Target:  165.67 | Risk: LOW       
