NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-08-13 03:57:40

BUY SIGNALS (904):
  RELIANCE.NS     | Price: 1329.00 | Entry: 1302.42 | Target: 1424.43 | Risk: LOW       
  JAYNECOIND.NS   | Price:   90.50 | Entry:   88.69 | Target:  103.63 | Risk: LOW       
  VMART.NS        | Price:  800.15 | Entry:  784.15 | Target:  974.06 | Risk: LOW       
  JUNIPER.NS      | Price:  199.77 | Entry:  195.77 | Target:  230.70 | Risk: LOW       
  MTARTECH.NS     | Price: 7350.00 | Entry:  7203.0 | Target: 9068.57 | Risk: LOW       
  GULFOILLUB.NS   | Price: 1185.80 | Entry: 1162.08 | Target: 1378.84 | Risk: LOW       
  SHARDAMOTR.NS   | Price:  877.60 | Entry:  860.05 | Target: 1052.28 | Risk: LOW       
  MANINFRA.NS     | Price:  107.58 | Entry:  105.43 | Target:  131.03 | Risk: LOW       
  TIIL.NS         | Price: 2958.10 | Entry: 2898.94 | Target: 3493.60 | Risk: LOW       
  PILANIINVS.NS   | Price: 4676.40 | Entry: 4582.87 | Target: 5174.22 | Risk: LOW       
  SMARTWORKS.NS   | Price:  486.65 | Entry:  476.92 | Target:  566.22 | Risk: LOW       
  IMFA.NS         | Price: 1477.80 | Entry: 1448.24 | Target: 1761.45 | Risk: LOW       
  PARAS.NS        | Price: 1298.40 | Entry: 1272.43 | Target: 1540.65 | Risk: LOW       
  EMUDHRA.NS      | Price:  525.65 | Entry:  515.14 | Target:  626.04 | Risk: LOW       
  SKIPPER.NS      | Price:  546.80 | Entry:  535.86 | Target:  652.10 | Risk: LOW       
  STLTECH.NS      | Price:  671.00 | Entry:  657.58 | Target:  826.68 | Risk: LOW       
  FISCHER.NS      | Price:   37.92 | Entry:   37.16 | Target:   45.68 | Risk: LOW       
  STYL.NS         | Price:  412.70 | Entry:  404.45 | Target:  510.70 | Risk: LOW       
  SHOPERSTOP.NS   | Price:  421.00 | Entry:  412.58 | Target:  501.46 | Risk: LOW       
  INDIGOPNTS.NS   | Price: 1140.80 | Entry: 1117.98 | Target: 1316.23 | Risk: LOW       
  FIEMIND.NS      | Price: 2422.10 | Entry: 2373.66 | Target: 2846.24 | Risk: LOW       
  BANSALWIRE.NS   | Price:  326.00 | Entry:  319.48 | Target:  386.38 | Risk: LOW       
  CAPILLARY.NS    | Price:  526.00 | Entry:  515.48 | Target:  721.68 | Risk: LOW       
  KNRCON.NS       | Price:  135.13 | Entry:  132.43 | Target:  157.88 | Risk: LOW       
  UNIMECH.NS      | Price: 1432.00 | Entry: 1403.36 | Target: 1751.93 | Risk: LOW       
  GMMPFAUDLR.NS   | Price:  995.15 | Entry:  975.25 | Target: 1197.12 | Risk: LOW       
  DYNAMATECH.NS   | Price: 10823.00 | Entry: 10606.54 | Target: 13240.14 | Risk: LOW       
  E2E.NS          | Price:  627.75 | Entry:  615.19 | Target:  807.88 | Risk: LOW       
  GOKULAGRO.NS    | Price:  238.10 | Entry:  233.34 | Target:  282.01 | Risk: LOW       
  KINGFA.NS       | Price: 6033.00 | Entry: 5912.34 | Target: 7110.14 | Risk: LOW       
  KRN.NS          | Price: 1398.40 | Entry: 1370.43 | Target: 1628.94 | Risk: LOW       
  DATAMATICS.NS   | Price:  882.00 | Entry:  864.36 | Target: 1012.46 | Risk: LOW       
  EMIL.NS         | Price:  190.66 | Entry:  186.85 | Target:  242.15 | Risk: LOW       
  PTC.NS          | Price:  165.00 | Entry:   161.7 | Target:  191.94 | Risk: LOW       
  SIS.NS          | Price:  441.60 | Entry:  432.77 | Target:  483.17 | Risk: LOW       
  PDSL.NS         | Price:  378.50 | Entry:  370.93 | Target:  445.50 | Risk: LOW       
  SMLMAH.NS       | Price: 5252.50 | Entry: 5147.45 | Target: 7181.00 | Risk: LOW       
  VRLLOG.NS       | Price:  297.30 | Entry:  291.35 | Target:  359.82 | Risk: LOW       
  ENTERO.NS       | Price: 1432.80 | Entry: 1404.14 | Target: 1733.91 | Risk: LOW       
  SUNFLAG.NS      | Price:  364.40 | Entry:  357.11 | Target:  433.49 | Risk: LOW       
  SUVEN.NS        | Price:  328.45 | Entry:  321.88 | Target:  406.52 | Risk: LOW       
  LGBBROSLTD.NS   | Price: 1609.50 | Entry: 1577.31 | Target: 1790.39 | Risk: LOW       
  SKYGOLD.NS      | Price:  824.90 | Entry:   808.4 | Target: 1000.70 | Risk: LOW       
  NIITMTS.NS      | Price:  244.56 | Entry:  239.67 | Target:  293.97 | Risk: LOW       
  DBCORP.NS       | Price:  212.00 | Entry:  207.76 | Target:  235.75 | Risk: LOW       
  INNOVACAP.NS    | Price: 1017.85 | Entry:  997.49 | Target: 1163.33 | Risk: LOW       
  SJS.NS          | Price: 2436.70 | Entry: 2387.97 | Target: 3006.74 | Risk: LOW       
  BOSCH-HCIL.NS   | Price: 1698.90 | Entry: 1664.92 | Target: 2013.97 | Risk: LOW       
  INDIQUBE.NS     | Price:  186.32 | Entry:  182.59 | Target:  224.03 | Risk: LOW       
  SHREEJISPG.NS   | Price:  647.90 | Entry:  634.94 | Target:  747.29 | Risk: LOW       
  SGMART.NS       | Price:  735.00 | Entry:   720.3 | Target:  854.14 | Risk: LOW       
  HERITGFOOD.NS   | Price:  359.00 | Entry:  351.82 | Target:  410.12 | Risk: LOW       
  AARTIDRUGS.NS   | Price:  434.05 | Entry:  425.37 | Target:  494.03 | Risk: LOW       
  ORIENTELEC.NS   | Price:  188.92 | Entry:  185.14 | Target:  226.21 | Risk: LOW       
  RBA.NS          | Price:   94.17 | Entry:   92.29 | Target:  117.55 | Risk: LOW       
  LUMAXIND.NS     | Price: 5989.50 | Entry: 5869.71 | Target: 7043.77 | Risk: LOW       
  GUJALKALI.NS    | Price:  687.05 | Entry:  673.31 | Target:  808.26 | Risk: LOW       
  DCAL.NS         | Price:  191.95 | Entry:  188.11 | Target:  226.08 | Risk: LOW       
  GOLDIAM.NS      | Price:  372.90 | Entry:  365.44 | Target:  464.36 | Risk: LOW       
  JTEKTINDIA.NS   | Price:  139.11 | Entry:  136.33 | Target:  158.45 | Risk: LOW       
  63MOONS.NS      | Price:  794.10 | Entry:  778.22 | Target: 1044.72 | Risk: LOW       
  BOROLTD.NS      | Price:  243.37 | Entry:   238.5 | Target:  284.83 | Risk: LOW       
  UFLEX.NS        | Price:  498.40 | Entry:  488.43 | Target:  566.35 | Risk: LOW       
  UEL.NS          | Price:  246.50 | Entry:  241.57 | Target:  331.73 | Risk: LOW       
  RAYMOND.NS      | Price:  619.50 | Entry:  607.11 | Target:  726.68 | Risk: LOW       
  ORCHPHARMA.NS   | Price: 1067.05 | Entry: 1045.71 | Target: 1269.85 | Risk: LOW       
  MPSLTD.NS       | Price: 2847.40 | Entry: 2790.45 | Target: 3515.26 | Risk: LOW       
  TRUALT.NS       | Price:  465.75 | Entry:  456.44 | Target:  559.95 | Risk: LOW       
  VADILALIND.NS   | Price: 8285.50 | Entry: 8119.79 | Target: 9856.57 | Risk: LOW       
  EBGNG.NS        | Price:  572.70 | Entry:  561.25 | Target:  730.41 | Risk: LOW       
  QUESS.NS        | Price:  330.50 | Entry:  323.89 | Target:  411.08 | Risk: LOW       
  NEOGEN.NS       | Price: 2080.40 | Entry: 2038.79 | Target: 2563.04 | Risk: LOW       
  PRECWIRE.NS     | Price:  428.20 | Entry:  419.64 | Target:  524.48 | Risk: LOW       
  KOLTEPATIL.NS   | Price:  489.25 | Entry:  479.46 | Target:  622.32 | Risk: LOW       
  MBAPL.NS        | Price:  165.15 | Entry:  161.85 | Target:  200.66 | Risk: LOW       
  CENTUM.NS       | Price: 3814.30 | Entry: 3738.01 | Target: 4540.03 | Risk: LOW       
  ROLEXRINGS.NS   | Price:  173.36 | Entry:  169.89 | Target:  208.72 | Risk: LOW       
  GUFICBIO.NS     | Price:  421.45 | Entry:  413.02 | Target:  491.18 | Risk: LOW       
  UNICHEMLAB.NS   | Price:  536.65 | Entry:  525.92 | Target:  667.44 | Risk: LOW       
  JUBLCPL.NS      | Price: 1955.90 | Entry: 1916.78 | Target: 2346.40 | Risk: LOW       
  CYIENTDLM.NS    | Price:  692.00 | Entry:  678.16 | Target:  831.14 | Risk: LOW       
  RPEL.NS         | Price: 1295.10 | Entry:  1269.2 | Target: 1505.71 | Risk: LOW       
  PITTIENG.NS     | Price: 1061.75 | Entry: 1040.51 | Target: 1216.80 | Risk: LOW       
  FOSECOIND.NS    | Price: 5549.00 | Entry: 5438.02 | Target: 6410.96 | Risk: LOW       
  DPABHUSHAN.NS   | Price: 1428.80 | Entry: 1400.22 | Target: 1793.05 | Risk: LOW       
  SSWL.NS         | Price:  312.50 | Entry:  306.25 | Target:  371.41 | Risk: LOW       
  BHAGCHEM.NS     | Price:  282.25 | Entry:  276.61 | Target:  352.11 | Risk: LOW       
  SWANDEF.NS      | Price: 2380.00 | Entry:  2332.4 | Target: 3036.21 | Risk: LOW       
  SENORES.NS      | Price: 1493.80 | Entry: 1463.92 | Target: 1781.76 | Risk: LOW       
  KIRIINDUS.NS    | Price:  436.30 | Entry:  427.57 | Target:  504.69 | Risk: LOW       
  KKCL.NS         | Price:  527.15 | Entry:  516.61 | Target:  622.69 | Risk: LOW       
  STYLAMIND.NS    | Price: 3548.00 | Entry: 3477.04 | Target: 4323.86 | Risk: LOW       
  KRISHANA.NS     | Price:  187.01 | Entry:  183.27 | Target:  229.49 | Risk: LOW       
  PRABHA.NS       | Price:  158.10 | Entry:  154.94 | Target:  189.16 | Risk: LOW       
  IMAGICAA.NS     | Price:   47.51 | Entry:   46.56 | Target:   59.24 | Risk: LOW       
  DDEVPLSTIK.NS   | Price:  289.55 | Entry:  283.76 | Target:  353.57 | Risk: LOW       
  WSTCSTPAPR.NS   | Price:  614.00 | Entry:  601.72 | Target:  725.19 | Risk: LOW       
  KDDL.NS         | Price: 3894.90 | Entry:  3817.0 | Target: 4765.86 | Risk: LOW       
  POLYPLEX.NS     | Price: 1197.00 | Entry: 1173.06 | Target: 1368.79 | Risk: LOW       
  DEEPINDS.NS     | Price:  687.45 | Entry:   673.7 | Target:  868.91 | Risk: LOW       
  SIYSIL.NS       | Price:  630.55 | Entry:  617.94 | Target:  727.81 | Risk: LOW       
  TCPLPACK.NS     | Price: 4262.30 | Entry: 4177.05 | Target: 5284.62 | Risk: LOW       
  SHK.NS          | Price:  172.05 | Entry:  168.61 | Target:  212.22 | Risk: LOW       
  TFCILTD.NS      | Price:  115.09 | Entry:  112.79 | Target:  136.59 | Risk: LOW       
  RAMRAT.NS       | Price:  475.15 | Entry:  465.65 | Target:  586.83 | Risk: LOW       
  ORISSAMINE.NS   | Price: 4981.90 | Entry: 4882.26 | Target: 6192.76 | Risk: LOW       
  VEEDOL.NS       | Price: 1511.40 | Entry: 1481.17 | Target: 1682.11 | Risk: LOW       
  MANINDS.NS      | Price:  585.00 | Entry:   573.3 | Target:  697.84 | Risk: LOW       
  SANGHVIMOV.NS   | Price:  501.25 | Entry:  491.22 | Target:  616.86 | Risk: LOW       
  SBCL.NS         | Price: 1016.35 | Entry:  996.02 | Target: 1266.39 | Risk: LOW       
  FCL.NS          | Price:   42.98 | Entry:   42.12 | Target:   54.13 | Risk: LOW       
  VIMTALABS.NS    | Price:  629.65 | Entry:  617.06 | Target:  749.88 | Risk: LOW       
  MARINE.NS       | Price:  356.40 | Entry:  349.27 | Target:  444.54 | Risk: LOW       
  ARVSMART.NS     | Price:  665.80 | Entry:  652.48 | Target:  795.46 | Risk: LOW       
  DALMIASUG.NS    | Price:  411.40 | Entry:  403.17 | Target:  519.95 | Risk: LOW       
  GIPCL.NS        | Price:  173.34 | Entry:  169.87 | Target:  195.40 | Risk: LOW       
  IOLCP.NS        | Price:  164.40 | Entry:  161.11 | Target:  204.05 | Risk: LOW       
  RAMCOIND.NS     | Price:  357.05 | Entry:  349.91 | Target:  435.46 | Risk: LOW       
  POKARNA.NS      | Price: 1007.80 | Entry:  987.64 | Target: 1219.50 | Risk: LOW       
  NRBBEARING.NS   | Price:  463.00 | Entry:  453.74 | Target:  573.59 | Risk: LOW       
  MOREPENLAB.NS   | Price:   74.87 | Entry:   73.37 | Target:   97.29 | Risk: LOW       
  SOTL.NS         | Price:  695.90 | Entry:  681.98 | Target:  921.49 | Risk: LOW       
  ALLCARGO.NS     | Price:   10.50 | Entry:   10.29 | Target:   13.28 | Risk: LOW       
  DIGITIDE.NS     | Price:  102.78 | Entry:  100.72 | Target:  125.79 | Risk: LOW       
  AUTOAXLES.NS    | Price: 1793.00 | Entry: 1757.14 | Target: 2063.99 | Risk: LOW       
  LAOPALA.NS      | Price:  190.25 | Entry:  186.44 | Target:  219.64 | Risk: LOW       
  SIRCA.NS        | Price:  434.50 | Entry:  425.81 | Target:  495.29 | Risk: LOW       
  VSSL.NS         | Price:  331.45 | Entry:  324.82 | Target:  397.43 | Risk: LOW       
  KRSNAA.NS       | Price:  573.00 | Entry:  561.54 | Target:  650.30 | Risk: LOW       
  CARYSIL.NS      | Price: 1196.20 | Entry: 1172.28 | Target: 1422.45 | Risk: LOW       
  BEPL.NS         | Price:  122.20 | Entry:  119.76 | Target:  146.09 | Risk: LOW       
  KMEW.NS         | Price: 2605.10 | Entry:  2553.0 | Target: 3159.85 | Risk: LOW       
  UNIVCABLES.NS   | Price: 1707.30 | Entry: 1673.15 | Target: 2169.72 | Risk: LOW       
  DIAMONDYD.NS    | Price: 1194.60 | Entry: 1170.71 | Target: 1427.53 | Risk: LOW       
  ROSSTECH.NS     | Price: 1075.85 | Entry: 1054.33 | Target: 1366.71 | Risk: LOW       
  FILATEX.NS      | Price:   82.85 | Entry:   81.19 | Target:  102.87 | Risk: LOW       
  JINDALPOLY.NS   | Price:  675.35 | Entry:  661.84 | Target:  763.98 | Risk: LOW       
  TASTYBITE.NS    | Price: 9427.00 | Entry: 9238.46 | Target: 11092.41 | Risk: LOW       
  AEROFLEX.NS     | Price:  445.80 | Entry:  436.88 | Target:  555.25 | Risk: LOW       
  COSMOFIRST.NS   | Price:  916.35 | Entry:  898.02 | Target: 1108.96 | Risk: LOW       
  BAJEL.NS        | Price:  198.50 | Entry:  194.53 | Target:  230.90 | Risk: LOW       
  KSHINTL.NS      | Price: 1024.00 | Entry: 1003.52 | Target: 1234.79 | Risk: LOW       
  STYLEBAAZA.NS   | Price:  352.20 | Entry:  345.16 | Target:  420.27 | Risk: LOW       
  LANDMARK.NS     | Price:  545.40 | Entry:  534.49 | Target:  677.97 | Risk: LOW       
  SEAMECLTD.NS    | Price: 1534.90 | Entry:  1504.2 | Target: 1782.90 | Risk: LOW       
  RML.NS          | Price: 1133.00 | Entry: 1110.34 | Target: 1450.48 | Risk: LOW       
  YATRA.NS        | Price:  116.10 | Entry:  113.78 | Target:  139.11 | Risk: LOW       
  STEELCAS.NS     | Price:  330.40 | Entry:  323.79 | Target:  389.06 | Risk: LOW       
  SIMPLEXINF.NS   | Price:  255.98 | Entry:  250.86 | Target:  306.23 | Risk: LOW       
  RANEHOLDIN.NS   | Price: 1796.10 | Entry: 1760.18 | Target: 2062.23 | Risk: LOW       
  GEOJITFSL.NS    | Price:   78.17 | Entry:   76.61 | Target:   92.58 | Risk: LOW       
  RPTECH.NS       | Price:  849.75 | Entry:  832.75 | Target: 1079.20 | Risk: LOW       
  VENKEYS.NS      | Price: 1521.30 | Entry: 1490.87 | Target: 1823.80 | Risk: LOW       
  YASHO.NS        | Price: 4282.70 | Entry: 4197.05 | Target: 5630.15 | Risk: LOW       
  WEL.NS          | Price:  137.48 | Entry:  134.73 | Target:  177.49 | Risk: LOW       
  DOLLAR.NS       | Price:  277.25 | Entry:   271.7 | Target:  328.42 | Risk: LOW       
  MOL.NS          | Price:   57.30 | Entry:   56.15 | Target:   70.14 | Risk: LOW       
  THEJO.NS        | Price: 2117.10 | Entry: 2074.76 | Target: 2579.21 | Risk: LOW       
  SHRINGARMS.NS   | Price:  229.41 | Entry:  224.82 | Target:  259.34 | Risk: LOW       
  VERANDA.NS      | Price:  252.55 | Entry:   247.5 | Target:  311.96 | Risk: LOW       
  PIXTRANS.NS     | Price: 1971.10 | Entry: 1931.68 | Target: 2353.85 | Risk: LOW       
  MOBIKWIK.NS     | Price:  205.30 | Entry:  201.19 | Target:  245.91 | Risk: LOW       
  UNIPARTS.NS     | Price:  811.90 | Entry:  795.66 | Target:  986.30 | Risk: LOW       
  RAJRATAN.NS     | Price:  517.00 | Entry:  506.66 | Target:  639.13 | Risk: LOW       
  SOMANYCERA.NS   | Price:  520.00 | Entry:   509.6 | Target:  612.35 | Risk: LOW       
  DYCL.NS         | Price:  454.40 | Entry:  445.31 | Target:  544.78 | Risk: LOW       
  NELCO.NS        | Price:  979.00 | Entry:  959.42 | Target: 1204.71 | Risk: LOW       
  DIVGIITTS.NS    | Price: 1219.00 | Entry: 1194.62 | Target: 1468.84 | Risk: LOW       
  WINDLAS.NS      | Price:  901.50 | Entry:  883.47 | Target: 1088.20 | Risk: LOW       
  PANAMAPET.NS    | Price:  495.90 | Entry:  485.98 | Target:  664.85 | Risk: LOW       
  ADOR.NS         | Price: 1483.10 | Entry: 1453.44 | Target: 1777.74 | Risk: LOW       
  GARUDA.NS       | Price:  185.00 | Entry:   181.3 | Target:  220.70 | Risk: LOW       
  VINDHYATEL.NS   | Price: 2550.00 | Entry:  2499.0 | Target: 3268.03 | Risk: LOW       
  BETA.NS         | Price: 2586.10 | Entry: 2534.38 | Target: 3401.99 | Risk: LOW       
  TALBROAUTO.NS   | Price:  421.80 | Entry:  413.36 | Target:  515.34 | Risk: LOW       
  IFGLEXPOR.NS    | Price:  213.01 | Entry:  208.75 | Target:  268.49 | Risk: LOW       
  BLSE.NS         | Price:  316.30 | Entry:  309.97 | Target:  380.21 | Risk: LOW       
  BFINVEST.NS     | Price:  460.85 | Entry:  451.63 | Target:  533.35 | Risk: LOW       
  JGCHEM.NS       | Price:  600.80 | Entry:  588.78 | Target:  751.09 | Risk: LOW       
  GOCLCORP.NS     | Price:  432.85 | Entry:  424.19 | Target:  505.17 | Risk: LOW       
  JINDRILL.NS     | Price:  597.10 | Entry:  585.16 | Target:  707.46 | Risk: LOW       
  BLISSGVS.NS     | Price:  514.00 | Entry:  503.72 | Target:  627.21 | Risk: LOW       
  EXPLEOSOL.NS    | Price:  823.10 | Entry:  806.64 | Target:  972.62 | Risk: LOW       
  TTKHLTCARE.NS   | Price: 1113.40 | Entry: 1091.13 | Target: 1450.56 | Risk: LOW       
  ARMANFIN.NS     | Price: 2044.40 | Entry: 2003.51 | Target: 2425.19 | Risk: LOW       
  DOLPHIN.NS      | Price:  530.50 | Entry:  519.89 | Target:  643.48 | Risk: LOW       
  MUFIN.NS        | Price:  136.59 | Entry:  133.86 | Target:  157.15 | Risk: LOW       
  TARSONS.NS      | Price:  315.85 | Entry:  309.53 | Target:  395.30 | Risk: LOW       
  MMFL.NS         | Price:  636.55 | Entry:  623.82 | Target:  753.16 | Risk: LOW       
  SYNCOMF.NS      | Price:   15.46 | Entry:   15.15 | Target:   18.81 | Risk: LOW       
  SURAKSHA.NS     | Price:  281.20 | Entry:  275.58 | Target:  344.91 | Risk: LOW       
  AIMTRON.NS      | Price: 1661.35 | Entry: 1628.12 | Target: 2010.19 | Risk: LOW       
  APOLLOPIPE.NS   | Price:  511.00 | Entry:  500.78 | Target:  616.96 | Risk: LOW       
  SHANTIGOLD.NS   | Price:  233.30 | Entry:  228.63 | Target:  276.53 | Risk: LOW       
  IKIO.NS         | Price:  215.20 | Entry:   210.9 | Target:  255.01 | Risk: LOW       
  STALLION.NS     | Price:  248.75 | Entry:  243.78 | Target:  320.11 | Risk: LOW       
  VINYAS.NS       | Price: 1373.75 | Entry: 1346.27 | Target: 1654.95 | Risk: LOW       
  OMAXE.NS        | Price:   92.99 | Entry:   91.13 | Target:  114.19 | Risk: LOW       
  IVALUE.NS       | Price:  282.00 | Entry:  276.36 | Target:  329.93 | Risk: LOW       
  ESAFSFB.NS      | Price:   39.29 | Entry:    38.5 | Target:   52.92 | Risk: LOW       
  CENTRUM.NS      | Price:   24.79 | Entry:   24.29 | Target:   31.45 | Risk: LOW       
  ROTO.NS         | Price:   67.20 | Entry:   65.86 | Target:   81.23 | Risk: LOW       
  BIRLANU.NS      | Price: 1661.50 | Entry: 1628.27 | Target: 2058.91 | Risk: LOW       
  RISHABH.NS      | Price:  669.55 | Entry:  656.16 | Target:  795.81 | Risk: LOW       
  PAUSHAKLTD.NS   | Price:  731.95 | Entry:  717.31 | Target:  950.45 | Risk: LOW       
  ASIANENE.NS     | Price:  406.95 | Entry:  398.81 | Target:  500.13 | Risk: LOW       
  GANDHAR.NS      | Price:  239.00 | Entry:  234.22 | Target:  320.59 | Risk: LOW       
  EXCELINDUS.NS   | Price: 1025.00 | Entry:  1004.5 | Target: 1195.32 | Risk: LOW       
  BAJAJHCARE.NS   | Price:  332.40 | Entry:  325.75 | Target:  379.08 | Risk: LOW       
  ALICON.NS       | Price:  766.60 | Entry:  751.27 | Target:  945.92 | Risk: LOW       
  DCMSRIND.NS     | Price:   42.76 | Entry:    41.9 | Target:   51.75 | Risk: LOW       
  INDORAMA.NS     | Price:   58.21 | Entry:   57.05 | Target:   77.25 | Risk: LOW       
  PARACABLES.NS   | Price:   70.00 | Entry:    68.6 | Target:   84.20 | Risk: LOW       
  VPRPL.NS        | Price:   36.35 | Entry:   35.62 | Target:   47.89 | Risk: LOW       
  SIGACHI.NS      | Price:   26.50 | Entry:   25.97 | Target:   31.47 | Risk: LOW       
  SURAJEST.NS     | Price:  210.91 | Entry:  206.69 | Target:  241.09 | Risk: LOW       
  UNIECOM.NS      | Price:   93.33 | Entry:   91.46 | Target:  104.63 | Risk: LOW       
  GNA.NS          | Price:  553.80 | Entry:  542.72 | Target:  674.68 | Risk: LOW       
  IGPL.NS         | Price:  467.80 | Entry:  458.44 | Target:  567.45 | Risk: LOW       
  BSHSL.NS        | Price:   92.00 | Entry:   90.16 | Target:  107.89 | Risk: LOW       
  BALAJITELE.NS   | Price:   92.00 | Entry:   90.16 | Target:  109.09 | Risk: LOW       
  ATULAUTO.NS     | Price:  502.00 | Entry:  491.96 | Target:  643.41 | Risk: LOW       
  YUKEN.NS        | Price:  832.05 | Entry:  815.41 | Target:  982.96 | Risk: LOW       
  ONEPOINT.NS     | Price:   59.68 | Entry:   58.49 | Target:   71.23 | Risk: LOW       
  AURUM.NS        | Price:  227.50 | Entry:  222.95 | Target:  276.74 | Risk: LOW       
  IRMENERGY.NS    | Price:  296.05 | Entry:  290.13 | Target:  358.80 | Risk: LOW       
  ABINFRA.NS      | Price:   11.31 | Entry:   11.08 | Target:   13.79 | Risk: LOW       
  SRM.NS          | Price:  515.00 | Entry:   504.7 | Target:  588.11 | Risk: LOW       
  KROSS.NS        | Price:  204.09 | Entry:  200.01 | Target:  241.28 | Risk: LOW       
  AMNPLST.NS      | Price:  199.40 | Entry:  195.41 | Target:  255.02 | Risk: LOW       
  RACLGEAR.NS     | Price: 1399.20 | Entry: 1371.22 | Target: 1745.81 | Risk: LOW       
  BLUSPRING.NS    | Price:  123.63 | Entry:  121.16 | Target:  157.25 | Risk: LOW       
  MANALIPETC.NS   | Price:   67.95 | Entry:   66.59 | Target:   78.60 | Risk: LOW       
  DVL.NS          | Price:  275.19 | Entry:  269.69 | Target:  343.54 | Risk: LOW       
  BCLIND.NS       | Price:   37.12 | Entry:   36.38 | Target:   42.91 | Risk: LOW       
