NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-08-24 03:03:22

BUY SIGNALS (731):
  BAJFINANCE.NS   | Price: 1095.00 | Entry:  1073.1 | Target: 1206.32 | Risk: LOW       
  MSTCLTD.NS      | Price:  701.45 | Entry:  687.42 | Target:  825.04 | Risk: LOW       
  JUBLCPL.NS      | Price: 2227.80 | Entry: 2183.24 | Target: 3003.84 | Risk: LOW       
  CYIENTDLM.NS    | Price:  721.15 | Entry:  706.73 | Target:  888.63 | Risk: LOW       
  RPEL.NS         | Price: 1689.80 | Entry:  1656.0 | Target: 2036.66 | Risk: LOW       
  ARTEMISMED.NS   | Price:  326.10 | Entry:  319.58 | Target:  386.03 | Risk: LOW       
  PRINCEPIPE.NS   | Price:  283.30 | Entry:  277.63 | Target:  328.23 | Risk: LOW       
  PITTIENG.NS     | Price: 1052.20 | Entry: 1031.16 | Target: 1244.13 | Risk: LOW       
  DPABHUSHAN.NS   | Price: 1482.40 | Entry: 1452.75 | Target: 1822.72 | Risk: LOW       
  VISHNU.NS       | Price:  629.25 | Entry:  616.66 | Target:  713.71 | Risk: LOW       
  SAMBHV.NS       | Price:  129.35 | Entry:  126.76 | Target:  156.41 | Risk: LOW       
  PARAGMILK.NS    | Price:  225.50 | Entry:  220.99 | Target:  272.11 | Risk: LOW       
  SENORES.NS      | Price: 1513.30 | Entry: 1483.03 | Target: 1793.94 | Risk: LOW       
  KIRIINDUS.NS    | Price:  477.90 | Entry:  468.34 | Target:  575.70 | Risk: LOW       
  STYLAMIND.NS    | Price: 3601.70 | Entry: 3529.67 | Target: 4281.70 | Risk: LOW       
  KRISHANA.NS     | Price:  198.41 | Entry:  194.44 | Target:  230.91 | Risk: LOW       
  PRABHA.NS       | Price:  217.66 | Entry:  213.31 | Target:  276.78 | Risk: LOW       
  PAISALO.NS      | Price:   69.79 | Entry:   68.39 | Target:   82.30 | Risk: LOW       
  WSTCSTPAPR.NS   | Price:  637.25 | Entry:   624.5 | Target:  753.93 | Risk: LOW       
  GANECOS.NS      | Price: 1082.10 | Entry: 1060.46 | Target: 1335.71 | Risk: LOW       
  KDDL.NS         | Price: 4005.40 | Entry: 3925.29 | Target: 5055.26 | Risk: LOW       
  POLYPLEX.NS     | Price: 1194.10 | Entry: 1170.22 | Target: 1403.85 | Risk: LOW       
  DEEPINDS.NS     | Price:  688.05 | Entry:  674.29 | Target:  863.88 | Risk: LOW       
  TCPLPACK.NS     | Price: 4101.30 | Entry: 4019.27 | Target: 5334.91 | Risk: LOW       
  TFCILTD.NS      | Price:  130.99 | Entry:  128.37 | Target:  155.57 | Risk: LOW       
  RAMRAT.NS       | Price:  477.35 | Entry:   467.8 | Target:  572.65 | Risk: LOW       
  EFCIL.NS        | Price:  191.61 | Entry:  187.78 | Target:  226.87 | Risk: LOW       
  ORISSAMINE.NS   | Price: 4617.50 | Entry: 4525.15 | Target: 5786.00 | Risk: LOW       
  MANINDS.NS      | Price:  715.40 | Entry:  701.09 | Target:  880.72 | Risk: LOW       
  SBCL.NS         | Price:  993.25 | Entry:  973.38 | Target: 1298.14 | Risk: LOW       
  FCL.NS          | Price:   47.43 | Entry:   46.48 | Target:   60.03 | Risk: LOW       
  MARINE.NS       | Price:  375.65 | Entry:  368.14 | Target:  472.26 | Risk: LOW       
  ARVSMART.NS     | Price:  667.00 | Entry:  653.66 | Target:  803.59 | Risk: LOW       
  DALMIASUG.NS    | Price:  497.95 | Entry:  487.99 | Target:  644.43 | Risk: LOW       
  GIPCL.NS        | Price:  172.64 | Entry:  169.19 | Target:  199.99 | Risk: LOW       
  BAJAJHIND.NS    | Price:   23.13 | Entry:   22.67 | Target:   29.16 | Risk: LOW       
  RAMCOIND.NS     | Price:  347.00 | Entry:  340.06 | Target:  431.65 | Risk: LOW       
  TVSSRICHAK.NS   | Price: 4879.10 | Entry: 4781.52 | Target: 6013.35 | Risk: LOW       
  JTLIND.NS       | Price:   79.52 | Entry:   77.93 | Target:   94.06 | Risk: LOW       
  NRBBEARING.NS   | Price:  486.10 | Entry:  476.38 | Target:  597.06 | Risk: LOW       
  MOREPENLAB.NS   | Price:   96.01 | Entry:   94.09 | Target:  129.82 | Risk: LOW       
  ALLCARGO.NS     | Price:   12.17 | Entry:   11.93 | Target:   16.33 | Risk: LOW       
  ALEMBICLTD.NS   | Price:   92.73 | Entry:   90.88 | Target:  106.95 | Risk: LOW       
  NUCLEUS.NS      | Price:  740.40 | Entry:  725.59 | Target:  842.97 | Risk: LOW       
  WINDMACHIN.NS   | Price:  314.60 | Entry:  308.31 | Target:  395.17 | Risk: LOW       
  VSSL.NS         | Price:  348.70 | Entry:  341.73 | Target:  431.65 | Risk: LOW       
  BEPL.NS         | Price:  125.82 | Entry:   123.3 | Target:  146.24 | Risk: LOW       
  KMEW.NS         | Price: 2725.60 | Entry: 2671.09 | Target: 3301.06 | Risk: LOW       
  UNIVCABLES.NS   | Price: 1592.50 | Entry: 1560.65 | Target: 2083.36 | Risk: LOW       
  TASTYBITE.NS    | Price: 10135.50 | Entry: 9932.79 | Target: 12507.07 | Risk: LOW       
  AEROFLEX.NS     | Price:  503.00 | Entry:  492.94 | Target:  615.82 | Risk: LOW       
  MOLDTKPAC.NS    | Price:  708.95 | Entry:  694.77 | Target:  805.56 | Risk: LOW       
  COSMOFIRST.NS   | Price:  922.95 | Entry:  904.49 | Target: 1110.75 | Risk: LOW       
  KSHINTL.NS      | Price: 1009.25 | Entry:  989.06 | Target: 1233.80 | Risk: LOW       
  ORIENTHOT.NS    | Price:  138.67 | Entry:   135.9 | Target:  170.60 | Risk: LOW       
  STYLEBAAZA.NS   | Price:  417.65 | Entry:   409.3 | Target:  509.83 | Risk: LOW       
  NILKAMAL.NS     | Price: 2053.60 | Entry: 2012.53 | Target: 2563.10 | Risk: LOW       
  SEAMECLTD.NS    | Price: 1674.30 | Entry: 1640.81 | Target: 1963.13 | Risk: LOW       
  YATRA.NS        | Price:  116.93 | Entry:  114.59 | Target:  146.82 | Risk: LOW       
  STEELCAS.NS     | Price:  356.05 | Entry:  348.93 | Target:  419.42 | Risk: LOW       
  SOLARA.NS       | Price:  616.90 | Entry:  604.56 | Target:  742.35 | Risk: LOW       
  CANTABIL.NS     | Price:  244.81 | Entry:  239.91 | Target:  296.38 | Risk: LOW       
  GEOJITFSL.NS    | Price:   80.72 | Entry:   79.11 | Target:   94.51 | Risk: LOW       
  TIL.NS          | Price:  243.15 | Entry:  238.29 | Target:  304.97 | Risk: LOW       
  YASHO.NS        | Price: 4400.00 | Entry:  4312.0 | Target: 5833.61 | Risk: LOW       
  WEL.NS          | Price:  141.27 | Entry:  138.44 | Target:  189.19 | Risk: LOW       
  DREDGECORP.NS   | Price: 1116.50 | Entry: 1094.17 | Target: 1373.07 | Risk: LOW       
  MOL.NS          | Price:   60.26 | Entry:   59.05 | Target:   74.49 | Risk: LOW       
  MANGLMCEM.NS    | Price: 1027.95 | Entry: 1007.39 | Target: 1182.65 | Risk: LOW       
  AMRUTANJAN.NS   | Price:  536.35 | Entry:  525.62 | Target:  642.40 | Risk: LOW       
  WHEELS.NS       | Price: 1512.80 | Entry: 1482.54 | Target: 1779.94 | Risk: LOW       
  APCOTEXIND.NS   | Price:  625.05 | Entry:  612.55 | Target:  725.66 | Risk: LOW       
  PIXTRANS.NS     | Price: 1809.10 | Entry: 1772.92 | Target: 2272.49 | Risk: LOW       
  UNIPARTS.NS     | Price:  815.30 | Entry:  798.99 | Target:  979.48 | Risk: LOW       
  VINCOFE.NS      | Price:  161.55 | Entry:  158.32 | Target:  191.94 | Risk: LOW       
  SOMANYCERA.NS   | Price:  520.15 | Entry:  509.75 | Target:  622.29 | Risk: LOW       
  DYCL.NS         | Price:  458.80 | Entry:  449.62 | Target:  554.10 | Risk: LOW       
  DIVGIITTS.NS    | Price: 1217.90 | Entry: 1193.54 | Target: 1533.15 | Risk: LOW       
  NITINSPIN.NS    | Price:  588.45 | Entry:  576.68 | Target:  707.91 | Risk: LOW       
  WINDLAS.NS      | Price:  993.60 | Entry:  973.73 | Target: 1260.14 | Risk: LOW       
  INDOTECH.NS     | Price: 3902.50 | Entry: 3824.45 | Target: 4843.46 | Risk: LOW       
  VIDHIING.NS     | Price:  328.55 | Entry:  321.98 | Target:  391.51 | Risk: LOW       
  MOTISONS.NS     | Price:   17.00 | Entry:   16.66 | Target:   21.17 | Risk: LOW       
  ADOR.NS         | Price: 1617.60 | Entry: 1585.25 | Target: 1928.39 | Risk: LOW       
  GARUDA.NS       | Price:  183.95 | Entry:  180.27 | Target:  222.33 | Risk: LOW       
  VINDHYATEL.NS   | Price: 2453.90 | Entry: 2404.82 | Target: 3158.04 | Risk: LOW       
  BLSE.NS         | Price:  320.90 | Entry:  314.48 | Target:  375.38 | Risk: LOW       
  JGCHEM.NS       | Price:  621.85 | Entry:  609.41 | Target:  806.23 | Risk: LOW       
  JINDRILL.NS     | Price:  642.75 | Entry:  629.89 | Target:  773.75 | Risk: LOW       
  BLISSGVS.NS     | Price:  579.10 | Entry:  567.52 | Target:  724.99 | Risk: LOW       
  EXPLEOSOL.NS    | Price:  898.75 | Entry:  880.77 | Target: 1053.50 | Risk: LOW       
  TTKHLTCARE.NS   | Price: 1102.50 | Entry: 1080.45 | Target: 1394.57 | Risk: LOW       
  DOLPHIN.NS      | Price:  645.10 | Entry:   632.2 | Target:  840.31 | Risk: LOW       
  MUFIN.NS        | Price:  139.49 | Entry:   136.7 | Target:  159.24 | Risk: LOW       
  TARSONS.NS      | Price:  344.95 | Entry:  338.05 | Target:  454.34 | Risk: LOW       
  MMFL.NS         | Price:  652.60 | Entry:  639.55 | Target:  843.01 | Risk: LOW       
  UDS.NS          | Price:  215.67 | Entry:  211.36 | Target:  252.27 | Risk: LOW       
  SYNCOMF.NS      | Price:   16.14 | Entry:   15.82 | Target:   20.33 | Risk: LOW       
  PUNJABCHEM.NS   | Price: 1148.00 | Entry: 1125.04 | Target: 1318.54 | Risk: LOW       
  SURAKSHA.NS     | Price:  325.80 | Entry:  319.28 | Target:  410.51 | Risk: LOW       
  AIMTRON.NS      | Price: 1675.10 | Entry:  1641.6 | Target: 2108.55 | Risk: LOW       
  APOLLOPIPE.NS   | Price:  601.55 | Entry:  589.52 | Target:  709.42 | Risk: LOW       
  SHANTIGOLD.NS   | Price:  269.58 | Entry:  264.19 | Target:  338.25 | Risk: LOW       
  MASTERTR.NS     | Price:   84.99 | Entry:   83.29 | Target:  101.16 | Risk: LOW       
  VINYAS.NS       | Price: 1611.80 | Entry: 1579.56 | Target: 2124.43 | Risk: LOW       
  OMAXE.NS        | Price:  102.55 | Entry:   100.5 | Target:  132.75 | Risk: LOW       
  IVALUE.NS       | Price:  286.80 | Entry:  281.06 | Target:  332.50 | Risk: LOW       
  FINKURVE.NS     | Price:   76.32 | Entry:   74.79 | Target:  104.65 | Risk: LOW       
  QUADFUTURE.NS   | Price:  405.35 | Entry:  397.24 | Target:  509.39 | Risk: LOW       
  JAGSNPHARM.NS   | Price:  236.54 | Entry:  231.81 | Target:  275.85 | Risk: LOW       
  ESAFSFB.NS      | Price:   43.94 | Entry:   43.06 | Target:   56.33 | Risk: LOW       
  SMCGLOBAL.NS    | Price:   81.13 | Entry:   79.51 | Target:   92.06 | Risk: LOW       
  DOLATALGO.NS    | Price:   76.51 | Entry:   74.98 | Target:   90.67 | Risk: LOW       
  RISHABH.NS      | Price:  669.30 | Entry:  655.91 | Target:  849.23 | Risk: LOW       
  PAUSHAKLTD.NS   | Price:  763.35 | Entry:  748.08 | Target:  991.67 | Risk: LOW       
  ASIANENE.NS     | Price:  470.30 | Entry:  460.89 | Target:  599.87 | Risk: LOW       
  GANDHAR.NS      | Price:  250.43 | Entry:  245.42 | Target:  298.07 | Risk: LOW       
  EXCELINDUS.NS   | Price: 1089.00 | Entry: 1067.22 | Target: 1321.96 | Risk: LOW       
  DCMSRIND.NS     | Price:   51.24 | Entry:   50.22 | Target:   64.53 | Risk: LOW       
  CLSEL.NS        | Price:  288.35 | Entry:  282.58 | Target:  338.06 | Risk: LOW       
  RAJRILTD.NS     | Price:   22.72 | Entry:   22.27 | Target:   25.95 | Risk: LOW       
  INDORAMA.NS     | Price:   62.69 | Entry:   61.44 | Target:   81.47 | Risk: LOW       
  VPRPL.NS        | Price:   32.71 | Entry:   32.06 | Target:   48.29 | Risk: LOW       
  MANAKCOAT.NS    | Price:  125.37 | Entry:  122.86 | Target:  151.37 | Risk: LOW       
  SIGACHI.NS      | Price:   30.05 | Entry:   29.45 | Target:   38.30 | Risk: LOW       
  MONTECARLO.NS   | Price:  547.85 | Entry:  536.89 | Target:  629.49 | Risk: LOW       
  GNA.NS          | Price:  562.85 | Entry:  551.59 | Target:  690.94 | Risk: LOW       
  RGL.NS          | Price:  131.26 | Entry:  128.63 | Target:  167.35 | Risk: LOW       
  BALAJITELE.NS   | Price:   97.80 | Entry:   95.84 | Target:  123.83 | Risk: LOW       
  YUKEN.NS        | Price:  964.60 | Entry:  945.31 | Target: 1199.85 | Risk: LOW       
  TBZ.NS          | Price:  279.50 | Entry:  273.91 | Target:  359.23 | Risk: LOW       
  ABINFRA.NS      | Price:   12.63 | Entry:   12.38 | Target:   17.58 | Risk: LOW       
  KROSS.NS        | Price:  206.84 | Entry:   202.7 | Target:  244.04 | Risk: LOW       
  RACLGEAR.NS     | Price: 1512.00 | Entry: 1481.76 | Target: 1939.61 | Risk: LOW       
  BLUSPRING.NS    | Price:  128.98 | Entry:   126.4 | Target:  164.48 | Risk: LOW       
  PASHUPATI.NS    | Price:   87.26 | Entry:   85.51 | Target:   97.64 | Risk: LOW       
  MANALIPETC.NS   | Price:   74.02 | Entry:   72.54 | Target:   91.21 | Risk: LOW       
  DVL.NS          | Price:  269.49 | Entry:   264.1 | Target:  347.25 | Risk: LOW       
  EIMCOELECO.NS   | Price: 2182.90 | Entry: 2139.24 | Target: 2635.08 | Risk: LOW       
  GRPLTD.NS       | Price: 2039.40 | Entry: 1998.61 | Target: 2377.97 | Risk: LOW       
  MATRIMONY.NS    | Price:  537.05 | Entry:  526.31 | Target:  666.58 | Risk: LOW       
  AYMSYNTEX.NS    | Price:  258.20 | Entry:  253.04 | Target:  327.08 | Risk: LOW       
  5PAISA.NS       | Price:  384.25 | Entry:  376.56 | Target:  469.13 | Risk: LOW       
  ESTER.NS        | Price:   95.14 | Entry:   93.24 | Target:  120.36 | Risk: LOW       
  AVTNPL.NS       | Price:   87.53 | Entry:   85.78 | Target:  106.07 | Risk: LOW       
  ANDHRSUGAR.NS   | Price:   98.84 | Entry:   96.86 | Target:  123.90 | Risk: LOW       
  LINCOLN.NS      | Price:  614.05 | Entry:  601.77 | Target:  730.25 | Risk: LOW       
  DHANBANK.NS     | Price:   33.73 | Entry:   33.06 | Target:   37.98 | Risk: LOW       
  KHAICHEM.NS     | Price:   55.82 | Entry:    54.7 | Target:   71.33 | Risk: LOW       
  AEROENTER.NS    | Price:  140.07 | Entry:  137.27 | Target:  177.26 | Risk: LOW       
  DHARMAJ.NS      | Price:  270.00 | Entry:   264.6 | Target:  311.73 | Risk: LOW       
  CNL.NS          | Price: 1247.70 | Entry: 1222.75 | Target: 1539.56 | Risk: LOW       
  UTTAMSUGAR.NS   | Price:  323.30 | Entry:  316.83 | Target:  409.99 | Risk: LOW       
  KRISHIVAL.NS    | Price:  405.65 | Entry:  397.54 | Target:  488.58 | Risk: LOW       
  KODYTECH.NS     | Price: 1435.00 | Entry:  1406.3 | Target: 1698.37 | Risk: LOW       
  TNPETRO.NS      | Price:  115.21 | Entry:  112.91 | Target:  143.44 | Risk: LOW       
  IFBAGRO.NS      | Price: 1001.50 | Entry:  981.47 | Target: 1189.45 | Risk: LOW       
  PVSL.NS         | Price:  109.67 | Entry:  107.48 | Target:  137.81 | Risk: LOW       
  REMUS.NS        | Price:  961.65 | Entry:  942.42 | Target: 1166.13 | Risk: LOW       
  ZUARIIND.NS     | Price:  279.30 | Entry:  273.71 | Target:  328.91 | Risk: LOW       
  REGAAL.NS       | Price:   95.96 | Entry:   94.04 | Target:  123.19 | Risk: LOW       
  UFBL.NS         | Price:  822.60 | Entry:  806.15 | Target: 1046.94 | Risk: LOW       
  MACPOWER.NS     | Price: 1874.80 | Entry:  1837.3 | Target: 2444.55 | Risk: LOW       
  VALIANTORG.NS   | Price:  302.70 | Entry:  296.65 | Target:  388.33 | Risk: LOW       
  KABRAEXTRU.NS   | Price:  566.20 | Entry:  554.88 | Target:  744.54 | Risk: LOW       
  DHAMPURSUG.NS   | Price:  185.23 | Entry:  181.53 | Target:  232.77 | Risk: LOW       
  MAHASTEEL.NS    | Price: 1154.30 | Entry: 1131.21 | Target: 1411.76 | Risk: LOW       
  SVLL.NS         | Price:  781.05 | Entry:  765.43 | Target:  851.18 | Risk: LOW       
  MUNJALAU.NS     | Price:  115.35 | Entry:  113.04 | Target:  145.10 | Risk: LOW       
  AVADHSUGAR.NS   | Price:  834.80 | Entry:   818.1 | Target: 1085.01 | Risk: LOW       
  DHUNINV.NS      | Price:  975.65 | Entry:  956.14 | Target: 1296.06 | Risk: LOW       
  KRYSTAL.NS      | Price:  657.95 | Entry:  644.79 | Target:  758.56 | Risk: LOW       
  ORICONENT.NS    | Price:   56.95 | Entry:   55.81 | Target:   69.37 | Risk: LOW       
  STEL.NS         | Price:  611.05 | Entry:  598.83 | Target:  714.35 | Risk: LOW       
  GKSL.NS         | Price:  152.97 | Entry:  149.91 | Target:  185.87 | Risk: LOW       
  UNITEDPOLY.NS   | Price:   36.72 | Entry:   35.99 | Target:   46.57 | Risk: LOW       
  INDOBORAX.NS    | Price:  511.85 | Entry:  501.61 | Target:  653.72 | Risk: LOW       
  RATNAVEER.NS    | Price:  267.04 | Entry:   261.7 | Target:  337.78 | Risk: LOW       
  ELDEHSG.NS      | Price:  835.40 | Entry:  818.69 | Target: 1087.83 | Risk: LOW       
  BODALCHEM.NS    | Price:   78.97 | Entry:   77.39 | Target:   93.43 | Risk: LOW       
  MUKKA.NS        | Price:   26.59 | Entry:   26.06 | Target:   33.05 | Risk: LOW       
  KAMATHOTEL.NS   | Price:  207.66 | Entry:  203.51 | Target:  249.65 | Risk: LOW       
  DWARKESH.NS     | Price:   53.63 | Entry:   52.56 | Target:   67.00 | Risk: LOW       
  RITCO.NS        | Price:  317.90 | Entry:  311.54 | Target:  390.06 | Risk: LOW       
  APEX.NS         | Price:  399.60 | Entry:  391.61 | Target:  496.98 | Risk: LOW       
  KOPRAN.NS       | Price:  196.09 | Entry:  192.17 | Target:  244.74 | Risk: LOW       
  MAGADSUGAR.NS   | Price:  601.30 | Entry:  589.27 | Target:  769.48 | Risk: LOW       
  PATELRMART.NS   | Price:  234.11 | Entry:  229.43 | Target:  275.37 | Risk: LOW       
  20MICRONS.NS    | Price:  204.19 | Entry:  200.11 | Target:  232.92 | Risk: LOW       
  RUBYMILLS.NS    | Price:  402.10 | Entry:  394.06 | Target:  511.21 | Risk: LOW       
  TREL.NS         | Price:   27.05 | Entry:   26.51 | Target:   34.01 | Risk: LOW       
  PVP.NS          | Price:   45.35 | Entry:   44.44 | Target:   61.18 | Risk: LOW       
  PPL.NS          | Price:  271.60 | Entry:  266.17 | Target:  328.62 | Risk: LOW       
  DMCC.NS         | Price:  284.30 | Entry:  278.61 | Target:  365.47 | Risk: LOW       
  SHIVALIK.NS     | Price:  270.49 | Entry:  265.08 | Target:  330.66 | Risk: LOW       
  VENUSREM.NS     | Price: 1738.10 | Entry: 1703.34 | Target: 2197.53 | Risk: LOW       
  SUBEXLTD.NS     | Price:   18.66 | Entry:   18.29 | Target:   24.02 | Risk: LOW       
  ZEEMEDIA.NS     | Price:    9.38 | Entry:    9.19 | Target:   11.84 | Risk: LOW       
  SHREERAMA.NS    | Price:   45.04 | Entry:   44.14 | Target:   57.08 | Risk: LOW       
  ACCENTMIC.NS    | Price:  605.05 | Entry:  592.95 | Target:  688.85 | Risk: LOW       
  MMP.NS          | Price:  401.90 | Entry:  393.86 | Target:  521.85 | Risk: LOW       
  PAKKA.NS        | Price:   84.52 | Entry:   82.83 | Target:  108.64 | Risk: LOW       
  GFLLIMITED.NS   | Price:   55.35 | Entry:   54.24 | Target:   70.90 | Risk: LOW       
  MENONBE.NS      | Price:  274.64 | Entry:  269.15 | Target:  351.10 | Risk: LOW       
  CSLFINANCE.NS   | Price:  230.17 | Entry:  225.57 | Target:  266.69 | Risk: LOW       
  INDSWFTLAB.NS   | Price:  329.59 | Entry:   323.0 | Target:  430.23 | Risk: LOW       
  SICALLOG.NS     | Price:  111.21 | Entry:  108.99 | Target:  145.75 | Risk: LOW       
  GANESHBE.NS     | Price:  123.96 | Entry:  121.48 | Target:  153.62 | Risk: LOW       
  IRISDOREME.NS   | Price:   57.00 | Entry:   55.86 | Target:   65.42 | Risk: LOW       
  NILASPACES.NS   | Price:   13.08 | Entry:   12.82 | Target:   17.03 | Risk: LOW       
  SILINV.NS       | Price:  475.25 | Entry:  465.75 | Target:  570.00 | Risk: LOW       
  OCCLLTD.NS      | Price:  158.63 | Entry:  155.46 | Target:  206.07 | Risk: LOW       
  SJLOGISTIC.NS   | Price:  353.55 | Entry:  346.48 | Target:  434.75 | Risk: LOW       
  KRONOX.NS       | Price:  215.18 | Entry:  210.88 | Target:  278.11 | Risk: LOW       
  BAHETI.NS       | Price:  815.10 | Entry:   798.8 | Target:  908.85 | Risk: LOW       
  KAYA.NS         | Price:  382.25 | Entry:  374.61 | Target:  504.80 | Risk: LOW       
  EMAMIPAP.NS     | Price:  115.81 | Entry:  113.49 | Target:  140.10 | Risk: LOW       
  COMSYN.NS       | Price:  286.17 | Entry:  280.45 | Target:  370.06 | Risk: LOW       
  VINSYS.NS       | Price:  590.00 | Entry:   578.2 | Target:  642.02 | Risk: LOW       
  TPLPLASTEH.NS   | Price:   82.60 | Entry:   80.95 | Target:   96.56 | Risk: LOW       
  KNAGRI.NS       | Price:  213.70 | Entry:  209.43 | Target:  259.22 | Risk: LOW       
  DBOL.NS         | Price:  131.15 | Entry:  128.53 | Target:  167.99 | Risk: LOW       
  SREEL.NS        | Price:  240.84 | Entry:  236.02 | Target:  296.88 | Risk: LOW       
  MAZDA.NS        | Price:  234.41 | Entry:  229.72 | Target:  275.49 | Risk: LOW       
  TRANSWORLD.NS   | Price:  181.87 | Entry:  178.23 | Target:  215.78 | Risk: LOW       
  DPEL.NS         | Price:  570.40 | Entry:  558.99 | Target:  692.99 | Risk: LOW       
  MEGATHERM.NS    | Price:  218.05 | Entry:  213.69 | Target:  259.23 | Risk: LOW       
  AVONMORE.NS     | Price:   13.23 | Entry:   12.97 | Target:   16.52 | Risk: LOW       
  SUPREMEPWR.NS   | Price:  232.20 | Entry:  227.56 | Target:  295.41 | Risk: LOW       
  DONEAR.NS       | Price:   87.52 | Entry:   85.77 | Target:  102.28 | Risk: LOW       
  MODISONLTD.NS   | Price:  387.15 | Entry:  379.41 | Target:  476.19 | Risk: LOW       
  DICIND.NS       | Price:  593.90 | Entry:  582.02 | Target:  748.13 | Risk: LOW       
  CLEDUCATE.NS    | Price:   61.01 | Entry:   59.79 | Target:   76.09 | Risk: LOW       
  PAVNAIND.NS     | Price:   18.60 | Entry:   18.23 | Target:   24.82 | Risk: LOW       
