NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-05-27 19:27:34

BUY SIGNALS (1061):
  BAJFINANCE.NS   | Price:  930.20 | Entry:   911.6 | Target: 1043.47 | Risk: LOW       
  NESCO.NS        | Price: 1240.10 | Entry:  1215.3 | Target: 1449.53 | Risk: LOW       
  HONASA.NS       | Price:  396.00 | Entry:  388.08 | Target:  464.09 | Risk: LOW       
  KRBL.NS         | Price:  364.80 | Entry:   357.5 | Target:  442.32 | Risk: LOW       
  VARROC.NS       | Price:  574.70 | Entry:  563.21 | Target:  656.18 | Risk: LOW       
  SANSERA.NS      | Price: 2879.80 | Entry:  2822.2 | Target: 3483.30 | Risk: LOW       
  LATENTVIEW.NS   | Price:  315.75 | Entry:  309.44 | Target:  394.95 | Risk: LOW       
  WABAG.NS        | Price: 1506.30 | Entry: 1476.17 | Target: 1749.26 | Risk: LOW       
  LLOYDSENT.NS    | Price:   72.53 | Entry:   71.08 | Target:   88.85 | Risk: LOW       
  TI.NS           | Price:  456.85 | Entry:  447.71 | Target:  534.40 | Risk: LOW       
  SANDUMA.NS      | Price:  237.34 | Entry:  232.59 | Target:  299.03 | Risk: LOW       
  MARKSANS.NS     | Price:  254.79 | Entry:  249.69 | Target:  314.72 | Risk: LOW       
  BBOX.NS         | Price:  978.25 | Entry:  958.68 | Target: 1251.30 | Risk: LOW       
  POWERMECH.NS    | Price: 2493.90 | Entry: 2444.02 | Target: 2990.90 | Risk: LOW       
  SOUTHBANK.NS    | Price:   40.74 | Entry:   39.93 | Target:   47.30 | Risk: LOW       
  SAREGAMA.NS     | Price:  396.05 | Entry:  388.13 | Target:  517.71 | Risk: LOW       
  PCJEWELLER.NS   | Price:    9.12 | Entry:    8.94 | Target:   10.81 | Risk: LOW       
  CORONA.NS       | Price: 1697.00 | Entry: 1663.06 | Target: 2161.57 | Risk: LOW       
  TANLA.NS        | Price:  529.80 | Entry:   519.2 | Target:  633.23 | Risk: LOW       
  MANORAMA.NS     | Price: 1461.20 | Entry: 1431.98 | Target: 1825.09 | Risk: LOW       
  ARVIND.NS       | Price:  491.85 | Entry:  482.01 | Target:  607.15 | Risk: LOW       
  APOLLO.NS       | Price:  412.10 | Entry:  403.86 | Target:  539.48 | Risk: LOW       
  CAMPUS.NS       | Price:  250.50 | Entry:  245.49 | Target:  293.15 | Risk: LOW       
  RELIGARE.NS     | Price:  241.79 | Entry:  236.95 | Target:  281.30 | Risk: LOW       
  GMRP&UI.NS      | Price:  106.89 | Entry:  104.75 | Target:  130.80 | Risk: LOW       
  WEWORK.NS       | Price:  568.05 | Entry:  556.69 | Target:  721.25 | Risk: LOW       
  RCF.NS          | Price:  132.09 | Entry:  129.45 | Target:  153.81 | Risk: LOW       
  ESABINDIA.NS    | Price: 7000.00 | Entry:  6860.0 | Target: 8251.96 | Risk: LOW       
  STAR.NS         | Price: 1169.20 | Entry: 1145.82 | Target: 1460.24 | Risk: LOW       
  MAHLIFE.NS      | Price:  341.30 | Entry:  334.47 | Target:  392.51 | Risk: LOW       
  GPPL.NS         | Price:  159.59 | Entry:   156.4 | Target:  179.33 | Risk: LOW       
  DIACABS.NS      | Price:  206.65 | Entry:  202.52 | Target:  263.51 | Risk: LOW       
  GRWRHITECH.NS   | Price: 5797.50 | Entry: 5681.55 | Target: 7334.89 | Risk: LOW       
  KIRLPNU.NS      | Price: 1662.00 | Entry: 1628.76 | Target: 1995.04 | Risk: LOW       
  GSFC.NS         | Price:  169.32 | Entry:  165.93 | Target:  195.83 | Risk: LOW       
  GARFIBRES.NS    | Price:  641.40 | Entry:  628.57 | Target:  754.38 | Risk: LOW       
  SHILPAMED.NS    | Price:  504.85 | Entry:  494.75 | Target:  640.87 | Risk: LOW       
  MAXESTATES.NS   | Price:  448.95 | Entry:  439.97 | Target:  539.50 | Risk: LOW       
  SUDEEPPHRM.NS   | Price:  697.10 | Entry:  683.16 | Target:  850.08 | Risk: LOW       
  GNFC.NS         | Price:  517.25 | Entry:   506.9 | Target:  616.07 | Risk: LOW       
  AJAXENGG.NS     | Price:  579.95 | Entry:  568.35 | Target:  690.59 | Risk: LOW       
  ETHOSLTD.NS     | Price: 2399.40 | Entry: 2351.41 | Target: 2897.65 | Risk: LOW       
  FDC.NS          | Price:  403.15 | Entry:  395.09 | Target:  481.85 | Risk: LOW       
  LLOYDSENGG.NS   | Price:   77.01 | Entry:   75.47 | Target:   96.36 | Risk: LOW       
  REDTAPE.NS      | Price:  148.49 | Entry:  145.52 | Target:  186.08 | Risk: LOW       
  TMB.NS          | Price:  683.05 | Entry:  669.39 | Target:  822.16 | Risk: LOW       
  TIPSMUSIC.NS    | Price:  655.15 | Entry:  642.05 | Target:  787.54 | Risk: LOW       
  SFL.NS          | Price:  626.70 | Entry:  614.17 | Target:  798.15 | Risk: LOW       
  V2RETAIL.NS     | Price:  238.38 | Entry:  233.61 | Target:  298.39 | Risk: LOW       
  GANESHHOU.NS    | Price:  704.05 | Entry:  689.97 | Target:  852.82 | Risk: LOW       
  RTNINDIA.NS     | Price:   34.95 | Entry:   34.25 | Target:   42.78 | Risk: LOW       
  WELENT.NS       | Price:  509.25 | Entry:  499.06 | Target:  617.64 | Risk: LOW       
  RATEGAIN.NS     | Price:  730.50 | Entry:  715.89 | Target:  918.68 | Risk: LOW       
  MIDHANI.NS      | Price:  414.55 | Entry:  406.26 | Target:  520.32 | Risk: LOW       
  KTKBANK.NS      | Price:  267.55 | Entry:   262.2 | Target:  317.85 | Risk: LOW       
  THYROCARE.NS    | Price:  502.25 | Entry:   492.2 | Target:  607.21 | Risk: LOW       
  ARVINDFASN.NS   | Price:  475.05 | Entry:  465.55 | Target:  561.87 | Risk: LOW       
  EQUITASBNK.NS   | Price:   70.15 | Entry:   68.75 | Target:   81.99 | Risk: LOW       
  CMSINFO.NS      | Price:  308.10 | Entry:  301.94 | Target:  364.49 | Risk: LOW       
  PGIL.NS         | Price: 1637.80 | Entry: 1605.04 | Target: 2010.42 | Risk: LOW       
  DHANUKA.NS      | Price: 1186.00 | Entry: 1162.28 | Target: 1402.14 | Risk: LOW       
  CUPID.NS        | Price:  127.84 | Entry:  125.28 | Target:  157.20 | Risk: LOW       
  IFBIND.NS       | Price: 1147.90 | Entry: 1124.94 | Target: 1434.04 | Risk: LOW       
  PARKHOSPS.NS    | Price:  287.28 | Entry:  281.53 | Target:  351.87 | Risk: LOW       
  AVALON.NS       | Price: 1461.30 | Entry: 1432.07 | Target: 1988.98 | Risk: LOW       
  HNDFDS.NS       | Price:  538.50 | Entry:  527.73 | Target:  626.77 | Risk: LOW       
  PURVA.NS        | Price:  222.42 | Entry:  217.97 | Target:  271.17 | Risk: LOW       
  UTLSOLAR.NS     | Price:  297.95 | Entry:  291.99 | Target:  369.40 | Risk: LOW       
  GREENLAM.NS     | Price:  234.13 | Entry:  229.45 | Target:  307.65 | Risk: LOW       
  SUPRAJIT.NS     | Price:  473.60 | Entry:  464.13 | Target:  557.17 | Risk: LOW       
  VMART.NS        | Price:  664.15 | Entry:  650.87 | Target:  780.95 | Risk: LOW       
  IONEXCHANG.NS   | Price:  407.70 | Entry:  399.55 | Target:  478.40 | Risk: LOW       
  ICRA.NS         | Price: 5381.50 | Entry: 5273.87 | Target: 6090.96 | Risk: LOW       
  GOKEX.NS        | Price:  703.90 | Entry:  689.82 | Target:  842.67 | Risk: LOW       
  MTARTECH.NS     | Price: 7878.00 | Entry: 7720.44 | Target: 10699.96 | Risk: LOW       
  ASHAPURMIN.NS   | Price:  679.75 | Entry:  666.15 | Target:  818.61 | Risk: LOW       
  TIIL.NS         | Price: 2628.00 | Entry: 2575.44 | Target: 3108.46 | Risk: LOW       
  PILANIINVS.NS   | Price: 4634.70 | Entry: 4542.01 | Target: 5299.52 | Risk: LOW       
  SMARTWORKS.NS   | Price:  450.85 | Entry:  441.83 | Target:  550.19 | Risk: LOW       
  IMFA.NS         | Price: 1475.50 | Entry: 1445.99 | Target: 1822.64 | Risk: LOW       
  SUPRIYA.NS      | Price:  780.95 | Entry:  765.33 | Target:  925.18 | Risk: LOW       
  PARAS.NS        | Price:  858.15 | Entry:  840.99 | Target: 1080.31 | Risk: LOW       
  SAATVIKGL.NS    | Price:  454.25 | Entry:  445.16 | Target:  562.25 | Risk: LOW       
  EMUDHRA.NS      | Price:  476.55 | Entry:  467.02 | Target:  578.91 | Risk: LOW       
  TEXRAIL.NS      | Price:  108.92 | Entry:  106.74 | Target:  141.15 | Risk: LOW       
  SKIPPER.NS      | Price:  501.90 | Entry:  491.86 | Target:  615.08 | Risk: LOW       
  RAJESHEXPO.NS   | Price:  118.45 | Entry:  116.08 | Target:  143.68 | Risk: LOW       
  STLTECH.NS      | Price:  486.35 | Entry:  476.62 | Target:  606.55 | Risk: LOW       
  SENCO.NS        | Price:  349.10 | Entry:  342.12 | Target:  433.35 | Risk: LOW       
  STYL.NS         | Price:  271.44 | Entry:  266.01 | Target:  346.78 | Risk: LOW       
  ICIL.NS         | Price:  309.75 | Entry:  303.56 | Target:  372.71 | Risk: LOW       
  INDIGOPNTS.NS   | Price:  990.35 | Entry:  970.54 | Target: 1221.47 | Risk: LOW       
  FIEMIND.NS      | Price: 2251.20 | Entry: 2206.18 | Target: 2601.99 | Risk: LOW       
  TVSSCS.NS       | Price:  123.36 | Entry:  120.89 | Target:  149.91 | Risk: LOW       
  RESPONIND.NS    | Price:  184.99 | Entry:  181.29 | Target:  253.40 | Risk: LOW       
  BANSALWIRE.NS   | Price:  325.40 | Entry:  318.89 | Target:  387.69 | Risk: LOW       
  CRIZAC.NS       | Price:  238.84 | Entry:  234.06 | Target:  286.23 | Risk: LOW       
  AGI.NS          | Price:  597.30 | Entry:  585.35 | Target:  696.28 | Risk: LOW       
  KNRCON.NS       | Price:  133.14 | Entry:  130.48 | Target:  156.73 | Risk: LOW       
  DYNAMATECH.NS   | Price: 11017.00 | Entry: 10796.66 | Target: 14219.14 | Risk: LOW       
  E2E.NS          | Price: 3884.70 | Entry: 3807.01 | Target: 4922.16 | Risk: LOW       
  FEDFINA.NS      | Price:  161.74 | Entry:  158.51 | Target:  193.68 | Risk: LOW       
  KINGFA.NS       | Price: 5528.10 | Entry: 5417.54 | Target: 6604.21 | Risk: LOW       
  DATAMATICS.NS   | Price:  766.10 | Entry:  750.78 | Target:  961.65 | Risk: LOW       
  WEBELSOLAR.NS   | Price:  112.93 | Entry:  110.67 | Target:  141.69 | Risk: LOW       
  EMIL.NS         | Price:  115.17 | Entry:  112.87 | Target:  143.60 | Risk: LOW       
  ORIANA.NS       | Price: 1927.15 | Entry: 1888.61 | Target: 2367.69 | Risk: LOW       
  SIS.NS          | Price:  398.40 | Entry:  390.43 | Target:  477.22 | Risk: LOW       
  PDSL.NS         | Price:  301.20 | Entry:  295.18 | Target:  358.18 | Risk: LOW       
  ENTERO.NS       | Price: 1283.50 | Entry: 1257.83 | Target: 1608.68 | Risk: LOW       
  SUNFLAG.NS      | Price:  394.45 | Entry:  386.56 | Target:  501.95 | Risk: LOW       
  JSFB.NS         | Price:  491.40 | Entry:  481.57 | Target:  604.42 | Risk: LOW       
  JKIL.NS         | Price:  504.85 | Entry:  494.75 | Target:  589.51 | Risk: LOW       
  CARERATING.NS   | Price: 1673.10 | Entry: 1639.64 | Target: 2018.42 | Risk: LOW       
  GREAVESCOT.NS   | Price:  181.51 | Entry:  177.88 | Target:  219.25 | Risk: LOW       
  SUVEN.NS        | Price:  273.93 | Entry:  268.45 | Target:  355.29 | Risk: LOW       
  REFEX.NS        | Price:  295.15 | Entry:  289.25 | Target:  377.20 | Risk: LOW       
  NEPHROPLUS.NS   | Price:  607.10 | Entry:  594.96 | Target:  781.81 | Risk: LOW       
  BALAMINES.NS    | Price: 1873.40 | Entry: 1835.93 | Target: 2445.76 | Risk: LOW       
  CIGNITITEC.NS   | Price: 1260.30 | Entry: 1235.09 | Target: 1514.48 | Risk: LOW       
  SJS.NS          | Price: 2038.40 | Entry: 1997.63 | Target: 2371.36 | Risk: LOW       
  NFL.NS          | Price:   78.36 | Entry:   76.79 | Target:   89.63 | Risk: LOW       
  SPARC.NS        | Price:  235.57 | Entry:  230.86 | Target:  308.86 | Risk: LOW       
  SHREEJISPG.NS   | Price:  458.10 | Entry:  448.94 | Target:  542.19 | Risk: LOW       
  PACEDIGITK.NS   | Price:  201.18 | Entry:  197.16 | Target:  251.93 | Risk: LOW       
  RAIN.NS         | Price:  172.26 | Entry:  168.81 | Target:  223.07 | Risk: LOW       
  SAMHI.NS        | Price:  169.95 | Entry:  166.55 | Target:  202.45 | Risk: LOW       
  HEIDELBERG.NS   | Price:  160.64 | Entry:  157.43 | Target:  180.73 | Risk: LOW       
  SGMART.NS       | Price:  603.70 | Entry:  591.63 | Target:  749.75 | Risk: LOW       
  STYRENIX.NS     | Price: 2306.70 | Entry: 2260.57 | Target: 2712.02 | Risk: LOW       
  ORIENTCEM.NS    | Price:  140.49 | Entry:  137.68 | Target:  158.62 | Risk: LOW       
  AARTIDRUGS.NS   | Price:  394.40 | Entry:  386.51 | Target:  465.94 | Risk: LOW       
  GUJTHEM.NS      | Price:  367.70 | Entry:  360.35 | Target:  475.40 | Risk: LOW       
  BHARATRAS.NS    | Price: 1450.10 | Entry:  1421.1 | Target: 1692.46 | Risk: LOW       
  RBA.NS          | Price:   67.95 | Entry:   66.59 | Target:   74.07 | Risk: LOW       
  LUMAXIND.NS     | Price: 5851.00 | Entry: 5733.98 | Target: 7154.93 | Risk: LOW       
  AVANTEL.NS      | Price:  176.83 | Entry:  173.29 | Target:  219.87 | Risk: LOW       
  EIEL.NS         | Price:  207.32 | Entry:  203.17 | Target:  257.40 | Risk: LOW       
  RAYMONDREL.NS   | Price:  595.95 | Entry:  584.03 | Target:  794.33 | Risk: LOW       
  JAMNAAUTO.NS    | Price:  123.62 | Entry:  121.15 | Target:  148.69 | Risk: LOW       
  GUJALKALI.NS    | Price:  696.25 | Entry:  682.32 | Target:  861.82 | Risk: LOW       
  DCAL.NS         | Price:  200.53 | Entry:  196.52 | Target:  262.53 | Risk: LOW       
  GOLDIAM.NS      | Price:  408.20 | Entry:  400.04 | Target:  502.25 | Risk: LOW       
  SINDHUTRAD.NS   | Price:   26.83 | Entry:   26.29 | Target:   33.27 | Risk: LOW       
  MARATHON.NS     | Price:  495.85 | Entry:  485.93 | Target:  583.33 | Risk: LOW       
  CAMLINFINE.NS   | Price:  121.56 | Entry:  119.13 | Target:  155.14 | Risk: LOW       
  VAIBHAVGBL.NS   | Price:  227.50 | Entry:  222.95 | Target:  281.64 | Risk: LOW       
  RAYMOND.NS      | Price:  551.85 | Entry:  540.81 | Target:  685.49 | Risk: LOW       
  ORCHPHARMA.NS   | Price:  724.35 | Entry:  709.86 | Target:  878.15 | Risk: LOW       
  MPSLTD.NS       | Price: 1781.40 | Entry: 1745.77 | Target: 2175.15 | Risk: LOW       
  MCLOUD.NS       | Price:   27.22 | Entry:   26.68 | Target:   33.33 | Risk: LOW       
  TRUALT.NS       | Price:  491.85 | Entry:  482.01 | Target:  605.90 | Risk: LOW       
  GOODLUCK.NS     | Price: 1337.80 | Entry: 1311.04 | Target: 1705.73 | Risk: LOW       
  EBGNG.NS        | Price:  443.25 | Entry:  434.38 | Target:  556.52 | Risk: LOW       
  NEOGEN.NS       | Price: 1774.40 | Entry: 1738.91 | Target: 2310.94 | Risk: LOW       
  PRECWIRE.NS     | Price:  457.05 | Entry:  447.91 | Target:  574.84 | Risk: LOW       
  KOLTEPATIL.NS   | Price:  388.15 | Entry:  380.39 | Target:  474.35 | Risk: LOW       
  JINDWORLD.NS    | Price:   30.15 | Entry:   29.55 | Target:   38.86 | Risk: LOW       
  CENTUM.NS       | Price: 3170.60 | Entry: 3107.19 | Target: 4200.85 | Risk: LOW       
  GOCOLORS.NS     | Price:  343.65 | Entry:  336.78 | Target:  429.58 | Risk: LOW       
  NSIL.NS         | Price: 5694.00 | Entry: 5580.12 | Target: 6479.00 | Risk: LOW       
  GKENERGY.NS     | Price:  123.79 | Entry:  121.31 | Target:  155.22 | Risk: LOW       
  INDOSTAR.NS     | Price:  211.31 | Entry:  207.08 | Target:  255.01 | Risk: LOW       
  KSL.NS          | Price:  846.50 | Entry:  829.57 | Target: 1032.95 | Risk: LOW       
  ADVENZYMES.NS   | Price:  376.80 | Entry:  369.26 | Target:  475.62 | Risk: LOW       
  SHAREINDIA.NS   | Price:  139.42 | Entry:  136.63 | Target:  166.34 | Risk: LOW       
  POCL.NS         | Price: 1394.00 | Entry: 1366.12 | Target: 1873.21 | Risk: LOW       
  GUFICBIO.NS     | Price:  318.85 | Entry:  312.47 | Target:  389.15 | Risk: LOW       
  MSTCLTD.NS      | Price:  436.10 | Entry:  427.38 | Target:  496.53 | Risk: LOW       
  ROSSARI.NS      | Price:  543.75 | Entry:  532.88 | Target:  669.50 | Risk: LOW       
  JUBLCPL.NS      | Price: 1840.40 | Entry: 1803.59 | Target: 2239.26 | Risk: LOW       
  CYIENTDLM.NS    | Price:  432.25 | Entry:  423.61 | Target:  513.02 | Risk: LOW       
  RPEL.NS         | Price:  946.30 | Entry:  927.37 | Target: 1191.09 | Risk: LOW       
  PRINCEPIPE.NS   | Price:  267.35 | Entry:   262.0 | Target:  335.69 | Risk: LOW       
  FOSECOIND.NS    | Price: 5041.10 | Entry: 4940.28 | Target: 6443.10 | Risk: LOW       
  SSWL.NS         | Price:  211.70 | Entry:  207.47 | Target:  247.24 | Risk: LOW       
  BAJAJCON.NS     | Price:  554.80 | Entry:   543.7 | Target:  716.96 | Risk: LOW       
  BBL.NS          | Price: 2793.60 | Entry: 2737.73 | Target: 3399.67 | Risk: LOW       
  PROTEAN.NS      | Price:  627.30 | Entry:  614.75 | Target:  785.78 | Risk: LOW       
  VISHNU.NS       | Price:  597.45 | Entry:   585.5 | Target:  693.61 | Risk: LOW       
  BOMDYEING.NS    | Price:  125.95 | Entry:  123.43 | Target:  155.70 | Risk: LOW       
  SENORES.NS      | Price: 1155.15 | Entry: 1132.05 | Target: 1461.15 | Risk: LOW       
  HLEGLAS.NS      | Price:  332.35 | Entry:   325.7 | Target:  430.47 | Risk: LOW       
  HIKAL.NS        | Price:  218.05 | Entry:  213.69 | Target:  260.10 | Risk: LOW       
  ARKADE.NS       | Price:  122.81 | Entry:  120.35 | Target:  142.20 | Risk: LOW       
  PSPPROJECT.NS   | Price:  836.05 | Entry:  819.33 | Target: 1002.84 | Risk: LOW       
  STYLAMIND.NS    | Price: 2834.20 | Entry: 2777.52 | Target: 3586.81 | Risk: LOW       
  IMAGICAA.NS     | Price:   44.73 | Entry:   43.84 | Target:   53.36 | Risk: LOW       
  PAISALO.NS      | Price:   49.18 | Entry:    48.2 | Target:   59.77 | Risk: LOW       
  DDEVPLSTIK.NS   | Price:  245.75 | Entry:  240.84 | Target:  298.29 | Risk: LOW       
  PATELENG.NS     | Price:   27.77 | Entry:   27.21 | Target:   32.55 | Risk: LOW       
  KDDL.NS         | Price: 2698.10 | Entry: 2644.14 | Target: 3414.81 | Risk: LOW       
  SIYSIL.NS       | Price:  591.05 | Entry:  579.23 | Target:  716.52 | Risk: LOW       
  HPL.NS          | Price:  375.00 | Entry:   367.5 | Target:  456.61 | Risk: LOW       
  EASEMYTRIP.NS   | Price:    8.00 | Entry:    7.84 | Target:    9.83 | Risk: LOW       
  ASHIANA.NS      | Price:  377.15 | Entry:  369.61 | Target:  467.86 | Risk: LOW       
  SANDHAR.NS      | Price:  691.25 | Entry:  677.42 | Target:  881.55 | Risk: LOW       
  RAMRAT.NS       | Price:  470.60 | Entry:  461.19 | Target:  579.33 | Risk: LOW       
  TEAMLEASE.NS    | Price: 1392.20 | Entry: 1364.36 | Target: 1638.88 | Risk: LOW       
  PREMEXPLN.NS    | Price:  725.55 | Entry:  711.04 | Target:  936.55 | Risk: LOW       
  MANINDS.NS      | Price:  547.45 | Entry:   536.5 | Target:  725.29 | Risk: LOW       
  TIRUMALCHM.NS   | Price:  213.07 | Entry:  208.81 | Target:  259.63 | Risk: LOW       
  SANGHVIMOV.NS   | Price:  381.55 | Entry:  373.92 | Target:  480.66 | Risk: LOW       
  SBCL.NS         | Price:  748.75 | Entry:  733.77 | Target:  965.80 | Risk: LOW       
  FCL.NS          | Price:   39.48 | Entry:   38.69 | Target:   53.59 | Risk: LOW       
  MARINE.NS       | Price:  245.27 | Entry:  240.36 | Target:  310.17 | Risk: LOW       
  ARVSMART.NS     | Price:  616.90 | Entry:  604.56 | Target:  730.29 | Risk: LOW       
  KPEL.NS         | Price:  372.30 | Entry:  364.85 | Target:  466.75 | Risk: LOW       
  GIPCL.NS        | Price:  155.09 | Entry:  151.99 | Target:  181.18 | Risk: LOW       
  ALPEXSOLAR.NS   | Price:  963.00 | Entry:  943.74 | Target: 1255.80 | Risk: LOW       
  PRAKASH.NS      | Price:  149.99 | Entry:  146.99 | Target:  184.13 | Risk: LOW       
  BCG.NS          | Price:   10.35 | Entry:   10.14 | Target:   12.41 | Risk: LOW       
  IOLCP.NS        | Price:  136.06 | Entry:  133.34 | Target:  177.58 | Risk: LOW       
  BFUTILITIE.NS   | Price:  568.00 | Entry:  556.64 | Target:  684.18 | Risk: LOW       
  RAMCOIND.NS     | Price:  298.15 | Entry:  292.19 | Target:  352.56 | Risk: LOW       
  CARRARO.NS      | Price:  608.50 | Entry:  596.33 | Target:  713.66 | Risk: LOW       
  NRBBEARING.NS   | Price:  384.60 | Entry:  376.91 | Target:  480.51 | Risk: LOW       
  HONDAPOWER.NS   | Price: 2262.10 | Entry: 2216.86 | Target: 2671.06 | Risk: LOW       
  SAKSOFT.NS      | Price:  146.69 | Entry:  143.76 | Target:  189.96 | Risk: LOW       
  MOREPENLAB.NS   | Price:   43.92 | Entry:   43.04 | Target:   53.14 | Risk: LOW       
  HIRECT.NS       | Price:  999.60 | Entry:  979.61 | Target: 1306.15 | Risk: LOW       
  VENUSPIPES.NS   | Price: 1437.60 | Entry: 1408.85 | Target: 1819.17 | Risk: LOW       
  MTNL.NS         | Price:   30.38 | Entry:   29.77 | Target:   36.93 | Risk: LOW       
  SERVOTECH.NS    | Price:   94.20 | Entry:   92.32 | Target:  119.55 | Risk: LOW       
  AUTOAXLES.NS    | Price: 1795.20 | Entry:  1759.3 | Target: 2108.88 | Risk: LOW       
  DCXINDIA.NS     | Price:  211.68 | Entry:  207.45 | Target:  261.53 | Risk: LOW       
  HINDWAREAP.NS   | Price:  232.92 | Entry:  228.26 | Target:  305.43 | Risk: LOW       
  JAYKAY.NS       | Price:  200.68 | Entry:  196.67 | Target:  258.22 | Risk: LOW       
  TAJGVK.NS       | Price:  321.75 | Entry:  315.31 | Target:  376.39 | Risk: LOW       
  VIKRAN.NS       | Price:   77.16 | Entry:   75.62 | Target:   97.85 | Risk: LOW       
  VSSL.NS         | Price:  271.80 | Entry:  266.36 | Target:  319.01 | Risk: LOW       
  CARYSIL.NS      | Price: 1110.35 | Entry: 1088.14 | Target: 1351.44 | Risk: LOW       
  BEPL.NS         | Price:   97.09 | Entry:   95.15 | Target:  110.98 | Risk: LOW       
