NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-08-21 02:57:57

BUY SIGNALS (706):
  TITAN.NS        | Price: 5068.00 | Entry: 4966.64 | Target: 5556.46 | Risk: LOW       
  FOSECOIND.NS    | Price: 5467.00 | Entry: 5357.66 | Target: 6597.89 | Risk: LOW       
  BHAGCHEM.NS     | Price:  287.40 | Entry:  281.65 | Target:  362.70 | Risk: LOW       
  VISHNU.NS       | Price:  622.10 | Entry:  609.66 | Target:  715.60 | Risk: LOW       
  SAMBHV.NS       | Price:  122.91 | Entry:  120.45 | Target:  148.59 | Risk: LOW       
  SENORES.NS      | Price: 1550.90 | Entry: 1519.88 | Target: 1827.19 | Risk: LOW       
  KIRIINDUS.NS    | Price:  461.30 | Entry:  452.07 | Target:  558.44 | Risk: LOW       
  STYLAMIND.NS    | Price: 3664.30 | Entry: 3591.01 | Target: 4323.80 | Risk: LOW       
  KRISHANA.NS     | Price:  196.52 | Entry:  192.59 | Target:  229.35 | Risk: LOW       
  PRABHA.NS       | Price:  212.89 | Entry:  208.63 | Target:  269.95 | Risk: LOW       
  GLOBUSSPR.NS    | Price:  905.20 | Entry:   887.1 | Target: 1024.34 | Risk: LOW       
  PAISALO.NS      | Price:   69.95 | Entry:   68.55 | Target:   82.59 | Risk: LOW       
  WSTCSTPAPR.NS   | Price:  615.05 | Entry:  602.75 | Target:  729.62 | Risk: LOW       
  KDDL.NS         | Price: 3950.10 | Entry:  3871.1 | Target: 4913.14 | Risk: LOW       
  POLYPLEX.NS     | Price: 1171.90 | Entry: 1148.46 | Target: 1378.35 | Risk: LOW       
  DEEPINDS.NS     | Price:  667.35 | Entry:   654.0 | Target:  862.24 | Risk: LOW       
  SIYSIL.NS       | Price:  647.55 | Entry:   634.6 | Target:  744.09 | Risk: LOW       
  TCPLPACK.NS     | Price: 4100.90 | Entry: 4018.88 | Target: 5326.20 | Risk: LOW       
  TFCILTD.NS      | Price:  132.76 | Entry:   130.1 | Target:  157.89 | Risk: LOW       
  RAMRAT.NS       | Price:  486.50 | Entry:  476.77 | Target:  588.12 | Risk: LOW       
  ORISSAMINE.NS   | Price: 4637.00 | Entry: 4544.26 | Target: 5802.32 | Risk: LOW       
  VEEDOL.NS       | Price: 1517.80 | Entry: 1487.44 | Target: 1718.12 | Risk: LOW       
  MANINDS.NS      | Price:  676.90 | Entry:  663.36 | Target:  829.88 | Risk: LOW       
  SANGHVIMOV.NS   | Price:  498.75 | Entry:  488.77 | Target:  623.15 | Risk: LOW       
  SBCL.NS         | Price: 1025.55 | Entry: 1005.04 | Target: 1315.25 | Risk: LOW       
  FCL.NS          | Price:   44.98 | Entry:   44.08 | Target:   56.74 | Risk: LOW       
  MARINE.NS       | Price:  373.25 | Entry:  365.78 | Target:  477.75 | Risk: LOW       
  ARVSMART.NS     | Price:  662.60 | Entry:  649.35 | Target:  793.10 | Risk: LOW       
  DALMIASUG.NS    | Price:  508.10 | Entry:  497.94 | Target:  660.48 | Risk: LOW       
  GIPCL.NS        | Price:  170.18 | Entry:  166.78 | Target:  196.78 | Risk: LOW       
  BAJAJHIND.NS    | Price:   23.33 | Entry:   22.86 | Target:   29.24 | Risk: LOW       
  RAMCOIND.NS     | Price:  339.90 | Entry:   333.1 | Target:  419.55 | Risk: LOW       
  TVSSRICHAK.NS   | Price: 4821.80 | Entry: 4725.36 | Target: 5905.37 | Risk: LOW       
  NRBBEARING.NS   | Price:  483.20 | Entry:  473.54 | Target:  598.49 | Risk: LOW       
  MOREPENLAB.NS   | Price:   96.47 | Entry:   94.54 | Target:  129.05 | Risk: LOW       
  ALLCARGO.NS     | Price:   10.51 | Entry:    10.3 | Target:   14.02 | Risk: LOW       
  ALEMBICLTD.NS   | Price:   91.63 | Entry:    89.8 | Target:  105.74 | Risk: LOW       
  WINDMACHIN.NS   | Price:  320.50 | Entry:  314.09 | Target:  401.14 | Risk: LOW       
  VSSL.NS         | Price:  358.65 | Entry:  351.48 | Target:  439.90 | Risk: LOW       
  KCP.NS          | Price:  165.08 | Entry:  161.78 | Target:  197.60 | Risk: LOW       
  KMEW.NS         | Price: 2691.80 | Entry: 2637.96 | Target: 3261.48 | Risk: LOW       
  UNIVCABLES.NS   | Price: 1644.20 | Entry: 1611.32 | Target: 2141.63 | Risk: LOW       
  ROSSTECH.NS     | Price: 1079.70 | Entry: 1058.11 | Target: 1394.00 | Risk: LOW       
  FILATEX.NS      | Price:   83.15 | Entry:   81.49 | Target:  104.90 | Risk: LOW       
  TASTYBITE.NS    | Price: 10392.00 | Entry: 10184.16 | Target: 12784.70 | Risk: LOW       
  AEROFLEX.NS     | Price:  474.15 | Entry:  464.67 | Target:  580.74 | Risk: LOW       
  COSMOFIRST.NS   | Price:  938.45 | Entry:  919.68 | Target: 1128.08 | Risk: LOW       
  KSHINTL.NS      | Price: 1011.30 | Entry:  991.07 | Target: 1242.57 | Risk: LOW       
  ORIENTHOT.NS    | Price:  139.50 | Entry:  136.71 | Target:  168.82 | Risk: LOW       
  STYLEBAAZA.NS   | Price:  439.60 | Entry:  430.81 | Target:  527.14 | Risk: LOW       
  NILKAMAL.NS     | Price: 2033.80 | Entry: 1993.12 | Target: 2597.66 | Risk: LOW       
  SEAMECLTD.NS    | Price: 1635.70 | Entry: 1602.99 | Target: 1918.66 | Risk: LOW       
  YATRA.NS        | Price:  113.35 | Entry:  111.08 | Target:  141.72 | Risk: LOW       
  STEELCAS.NS     | Price:  357.35 | Entry:   350.2 | Target:  425.44 | Risk: LOW       
  SOLARA.NS       | Price:  640.00 | Entry:   627.2 | Target:  759.96 | Risk: LOW       
  SIMPLEXINF.NS   | Price:  261.65 | Entry:  256.42 | Target:  315.75 | Risk: LOW       
  GEOJITFSL.NS    | Price:   80.01 | Entry:   78.41 | Target:   93.87 | Risk: LOW       
  YASHO.NS        | Price: 4284.20 | Entry: 4198.52 | Target: 5992.63 | Risk: LOW       
  WEL.NS          | Price:  136.04 | Entry:  133.32 | Target:  182.61 | Risk: LOW       
  DREDGECORP.NS   | Price: 1118.30 | Entry: 1095.93 | Target: 1388.76 | Risk: LOW       
  MOL.NS          | Price:   61.43 | Entry:    60.2 | Target:   75.56 | Risk: LOW       
  THEJO.NS        | Price: 2124.60 | Entry: 2082.11 | Target: 2650.45 | Risk: LOW       
  PIXTRANS.NS     | Price: 1815.20 | Entry:  1778.9 | Target: 2302.95 | Risk: LOW       
  UNIPARTS.NS     | Price:  810.15 | Entry:  793.95 | Target:  975.32 | Risk: LOW       
  DYCL.NS         | Price:  445.95 | Entry:  437.03 | Target:  542.65 | Risk: LOW       
  DIVGIITTS.NS    | Price: 1263.45 | Entry: 1238.18 | Target: 1567.47 | Risk: LOW       
  WINDLAS.NS      | Price:  988.20 | Entry:  968.44 | Target: 1239.61 | Risk: LOW       
  INDOTECH.NS     | Price: 3709.80 | Entry:  3635.6 | Target: 4609.05 | Risk: LOW       
  MOTISONS.NS     | Price:   16.59 | Entry:   16.26 | Target:   20.68 | Risk: LOW       
  ADOR.NS         | Price: 1684.00 | Entry: 1650.32 | Target: 1977.04 | Risk: LOW       
  GARUDA.NS       | Price:  180.78 | Entry:  177.16 | Target:  220.39 | Risk: LOW       
  VINDHYATEL.NS   | Price: 2438.80 | Entry: 2390.02 | Target: 3255.94 | Risk: LOW       
  BETA.NS         | Price: 2399.20 | Entry: 2351.22 | Target: 3220.45 | Risk: LOW       
  IFGLEXPOR.NS    | Price:  220.69 | Entry:  216.28 | Target:  279.08 | Risk: LOW       
  BLSE.NS         | Price:  321.10 | Entry:  314.68 | Target:  377.18 | Risk: LOW       
  JGCHEM.NS       | Price:  619.90 | Entry:   607.5 | Target:  802.11 | Risk: LOW       
  JINDRILL.NS     | Price:  635.10 | Entry:   622.4 | Target:  770.55 | Risk: LOW       
  BLISSGVS.NS     | Price:  573.80 | Entry:  562.32 | Target:  711.71 | Risk: LOW       
  EXPLEOSOL.NS    | Price:  883.15 | Entry:  865.49 | Target: 1035.40 | Risk: LOW       
  TTKHLTCARE.NS   | Price: 1099.10 | Entry: 1077.12 | Target: 1413.76 | Risk: LOW       
  DOLPHIN.NS      | Price:  619.25 | Entry:  606.87 | Target:  804.55 | Risk: LOW       
  TARSONS.NS      | Price:  343.10 | Entry:  336.24 | Target:  450.28 | Risk: LOW       
  MMFL.NS         | Price:  638.95 | Entry:  626.17 | Target:  827.29 | Risk: LOW       
  UDS.NS          | Price:  212.75 | Entry:   208.5 | Target:  250.65 | Risk: LOW       
  SYNCOMF.NS      | Price:   15.46 | Entry:   15.15 | Target:   19.40 | Risk: LOW       
  PUNJABCHEM.NS   | Price: 1156.30 | Entry: 1133.17 | Target: 1367.01 | Risk: LOW       
  SURAKSHA.NS     | Price:  308.50 | Entry:  302.33 | Target:  385.38 | Risk: LOW       
  AIMTRON.NS      | Price: 1701.35 | Entry: 1667.32 | Target: 2160.22 | Risk: LOW       
  APOLLOPIPE.NS   | Price:  603.25 | Entry:  591.18 | Target:  717.80 | Risk: LOW       
  SHANTIGOLD.NS   | Price:  241.75 | Entry:  236.91 | Target:  302.19 | Risk: LOW       
  VINYAS.NS       | Price: 1526.25 | Entry: 1495.72 | Target: 1956.29 | Risk: LOW       
  OMAXE.NS        | Price:   99.41 | Entry:   97.42 | Target:  128.48 | Risk: LOW       
  IVALUE.NS       | Price:  278.65 | Entry:  273.08 | Target:  327.49 | Risk: LOW       
  FINKURVE.NS     | Price:   76.32 | Entry:   74.79 | Target:  105.10 | Risk: LOW       
  ESAFSFB.NS      | Price:   43.27 | Entry:    42.4 | Target:   55.76 | Risk: LOW       
  SMCGLOBAL.NS    | Price:   81.33 | Entry:    79.7 | Target:   92.68 | Risk: LOW       
  DOLATALGO.NS    | Price:   75.13 | Entry:   73.63 | Target:   87.69 | Risk: LOW       
  BIRLANU.NS      | Price: 1560.50 | Entry: 1529.29 | Target: 2015.86 | Risk: LOW       
  RISHABH.NS      | Price:  695.00 | Entry:   681.1 | Target:  868.50 | Risk: LOW       
  PAUSHAKLTD.NS   | Price:  777.80 | Entry:  762.24 | Target: 1023.76 | Risk: LOW       
  ASIANENE.NS     | Price:  484.90 | Entry:   475.2 | Target:  614.42 | Risk: LOW       
  GANDHAR.NS      | Price:  254.09 | Entry:  249.01 | Target:  304.33 | Risk: LOW       
  EXCELINDUS.NS   | Price: 1114.50 | Entry: 1092.21 | Target: 1347.95 | Risk: LOW       
  ALICON.NS       | Price:  752.65 | Entry:   737.6 | Target:  959.20 | Risk: LOW       
  DCMSRIND.NS     | Price:   49.89 | Entry:   48.89 | Target:   62.04 | Risk: LOW       
  RAJRILTD.NS     | Price:   22.46 | Entry:   22.01 | Target:   25.66 | Risk: LOW       
  VPRPL.NS        | Price:   33.52 | Entry:   32.85 | Target:   49.34 | Risk: LOW       
  MANAKCOAT.NS    | Price:  126.91 | Entry:  124.37 | Target:  151.70 | Risk: LOW       
  SIGACHI.NS      | Price:   30.31 | Entry:    29.7 | Target:   38.90 | Risk: LOW       
  MONTECARLO.NS   | Price:  545.45 | Entry:  534.54 | Target:  629.09 | Risk: LOW       
  GNA.NS          | Price:  577.15 | Entry:  565.61 | Target:  701.76 | Risk: LOW       
  RGL.NS          | Price:  130.51 | Entry:   127.9 | Target:  166.66 | Risk: LOW       
  BALAJITELE.NS   | Price:   91.47 | Entry:   89.64 | Target:  115.26 | Risk: LOW       
  YUKEN.NS        | Price:  937.90 | Entry:  919.14 | Target: 1156.76 | Risk: LOW       
  AURUM.NS        | Price:  229.73 | Entry:  225.14 | Target:  278.19 | Risk: LOW       
  IRMENERGY.NS    | Price:  286.80 | Entry:  281.06 | Target:  355.87 | Risk: LOW       
  ABINFRA.NS      | Price:   13.45 | Entry:   13.18 | Target:   17.42 | Risk: LOW       
  KROSS.NS        | Price:  210.36 | Entry:  206.15 | Target:  249.15 | Risk: LOW       
  RACLGEAR.NS     | Price: 1438.70 | Entry: 1409.93 | Target: 1849.38 | Risk: LOW       
  BLUSPRING.NS    | Price:  119.86 | Entry:  117.46 | Target:  154.58 | Risk: LOW       
  MANALIPETC.NS   | Price:   77.73 | Entry:   76.18 | Target:   93.64 | Risk: LOW       
  EIMCOELECO.NS   | Price: 2170.80 | Entry: 2127.38 | Target: 2610.01 | Risk: LOW       
  MATRIMONY.NS    | Price:  552.35 | Entry:   541.3 | Target:  675.20 | Risk: LOW       
  AYMSYNTEX.NS    | Price:  265.20 | Entry:   259.9 | Target:  333.86 | Risk: LOW       
  5PAISA.NS       | Price:  405.60 | Entry:  397.49 | Target:  483.69 | Risk: LOW       
  BIL.NS          | Price:  842.60 | Entry:  825.75 | Target: 1032.28 | Risk: LOW       
  ESTER.NS        | Price:   96.16 | Entry:   94.24 | Target:  121.95 | Risk: LOW       
  AVTNPL.NS       | Price:   88.47 | Entry:    86.7 | Target:  107.34 | Risk: LOW       
  ANDHRSUGAR.NS   | Price:  102.74 | Entry:  100.69 | Target:  127.15 | Risk: LOW       
  KHAICHEM.NS     | Price:   57.65 | Entry:    56.5 | Target:   73.76 | Risk: LOW       
  BHARATSE.NS     | Price:  230.26 | Entry:  225.65 | Target:  294.26 | Risk: LOW       
  DENTALKART.NS   | Price:  396.75 | Entry:  388.81 | Target:  480.39 | Risk: LOW       
  CNL.NS          | Price: 1226.35 | Entry: 1201.82 | Target: 1515.92 | Risk: LOW       
  UTTAMSUGAR.NS   | Price:  336.22 | Entry:   329.5 | Target:  423.25 | Risk: LOW       
  HEXATRADEX.NS   | Price:  161.94 | Entry:   158.7 | Target:  186.51 | Risk: LOW       
  TNPETRO.NS      | Price:  114.88 | Entry:  112.58 | Target:  142.50 | Risk: LOW       
  IFBAGRO.NS      | Price:  992.10 | Entry:  972.26 | Target: 1179.81 | Risk: LOW       
  PVSL.NS         | Price:  113.43 | Entry:  111.16 | Target:  141.42 | Risk: LOW       
  REMUS.NS        | Price:  878.95 | Entry:  861.37 | Target: 1063.75 | Risk: LOW       
  ZUARIIND.NS     | Price:  285.15 | Entry:  279.45 | Target:  332.27 | Risk: LOW       
  REGAAL.NS       | Price:   95.84 | Entry:   93.92 | Target:  123.52 | Risk: LOW       
  ABCOTS.NS       | Price:  218.07 | Entry:  213.71 | Target:  249.12 | Risk: LOW       
  MACPOWER.NS     | Price: 1943.20 | Entry: 1904.34 | Target: 2518.84 | Risk: LOW       
  VALIANTORG.NS   | Price:  316.55 | Entry:  310.22 | Target:  398.37 | Risk: LOW       
  KABRAEXTRU.NS   | Price:  529.10 | Entry:  518.52 | Target:  717.92 | Risk: LOW       
  SANDESH.NS      | Price: 1051.50 | Entry: 1030.47 | Target: 1376.19 | Risk: LOW       
  DHAMPURSUG.NS   | Price:  189.76 | Entry:  185.96 | Target:  238.02 | Risk: LOW       
  MAHASTEEL.NS    | Price: 1140.70 | Entry: 1117.89 | Target: 1427.65 | Risk: LOW       
  MUNJALAU.NS     | Price:  115.13 | Entry:  112.83 | Target:  141.79 | Risk: LOW       
  AVADHSUGAR.NS   | Price:  814.70 | Entry:  798.41 | Target: 1055.22 | Risk: LOW       
  DHUNINV.NS      | Price:  955.45 | Entry:  936.34 | Target: 1263.20 | Risk: LOW       
  KRYSTAL.NS      | Price:  681.35 | Entry:  667.72 | Target:  768.62 | Risk: LOW       
  ORICONENT.NS    | Price:   56.71 | Entry:   55.58 | Target:   68.04 | Risk: LOW       
  STEL.NS         | Price:  581.00 | Entry:  569.38 | Target:  683.45 | Risk: LOW       
  GKSL.NS         | Price:  156.41 | Entry:  153.28 | Target:  187.81 | Risk: LOW       
  UNITEDPOLY.NS   | Price:   35.23 | Entry:   34.53 | Target:   44.03 | Risk: LOW       
  INDOBORAX.NS    | Price:  498.15 | Entry:  488.19 | Target:  642.31 | Risk: LOW       
  RATNAVEER.NS    | Price:  269.24 | Entry:  263.86 | Target:  342.48 | Risk: LOW       
  ELDEHSG.NS      | Price:  828.45 | Entry:  811.88 | Target: 1080.93 | Risk: LOW       
  BODALCHEM.NS    | Price:   75.33 | Entry:   73.82 | Target:   90.02 | Risk: LOW       
  MUKKA.NS        | Price:   26.38 | Entry:   25.85 | Target:   32.75 | Risk: LOW       
  KAMATHOTEL.NS   | Price:  189.42 | Entry:  185.63 | Target:  225.66 | Risk: LOW       
  DWARKESH.NS     | Price:   55.38 | Entry:   54.27 | Target:   68.47 | Risk: LOW       
  RITCO.NS        | Price:  322.70 | Entry:  316.25 | Target:  394.41 | Risk: LOW       
  APEX.NS         | Price:  400.05 | Entry:  392.05 | Target:  498.10 | Risk: LOW       
  KOPRAN.NS       | Price:  199.72 | Entry:  195.73 | Target:  254.15 | Risk: LOW       
  MAGADSUGAR.NS   | Price:  580.55 | Entry:  568.94 | Target:  743.89 | Risk: LOW       
  PATELRMART.NS   | Price:  238.23 | Entry:  233.47 | Target:  276.25 | Risk: LOW       
  RUBYMILLS.NS    | Price:  410.25 | Entry:  402.05 | Target:  515.54 | Risk: LOW       
  GHCLTEXTIL.NS   | Price:  126.40 | Entry:  123.87 | Target:  155.69 | Risk: LOW       
  ESFL.NS         | Price:  127.00 | Entry:  124.46 | Target:  157.02 | Risk: LOW       
  TREL.NS         | Price:   26.86 | Entry:   26.32 | Target:   33.50 | Risk: LOW       
  GEECEE.NS       | Price:  370.85 | Entry:  363.43 | Target:  454.01 | Risk: LOW       
  PVP.NS          | Price:   39.13 | Entry:   38.35 | Target:   52.93 | Risk: LOW       
  PPL.NS          | Price:  271.50 | Entry:  266.07 | Target:  334.34 | Risk: LOW       
  DMCC.NS         | Price:  291.10 | Entry:  285.28 | Target:  378.55 | Risk: LOW       
  SHIVALIK.NS     | Price:  256.11 | Entry:  250.99 | Target:  313.33 | Risk: LOW       
  VENUSREM.NS     | Price: 1769.80 | Entry:  1734.4 | Target: 2247.88 | Risk: LOW       
  SUBEXLTD.NS     | Price:   17.08 | Entry:   16.74 | Target:   22.04 | Risk: LOW       
  ZEEMEDIA.NS     | Price:    9.40 | Entry:    9.21 | Target:   11.96 | Risk: LOW       
  NRAIL.NS        | Price:  499.15 | Entry:  489.17 | Target:  624.58 | Risk: LOW       
  SHREERAMA.NS    | Price:   44.37 | Entry:   43.48 | Target:   56.05 | Risk: LOW       
  ACCENTMIC.NS    | Price:  598.60 | Entry:  586.63 | Target:  683.55 | Risk: LOW       
  VISAKAIND.NS    | Price:   93.29 | Entry:   91.42 | Target:  120.05 | Risk: LOW       
  MMP.NS          | Price:  391.50 | Entry:  383.67 | Target:  500.79 | Risk: LOW       
  PAKKA.NS        | Price:   88.54 | Entry:   86.77 | Target:  109.68 | Risk: LOW       
  GFLLIMITED.NS   | Price:   56.76 | Entry:   55.62 | Target:   70.73 | Risk: LOW       
  MENONBE.NS      | Price:  265.87 | Entry:  260.55 | Target:  332.62 | Risk: LOW       
  CSLFINANCE.NS   | Price:  223.47 | Entry:   219.0 | Target:  262.57 | Risk: LOW       
  INDSWFTLAB.NS   | Price:  322.06 | Entry:  315.62 | Target:  420.33 | Risk: LOW       
  SICALLOG.NS     | Price:  109.85 | Entry:  107.65 | Target:  146.32 | Risk: LOW       
  IRISDOREME.NS   | Price:   58.62 | Entry:   57.45 | Target:   67.15 | Risk: LOW       
  NILASPACES.NS   | Price:   12.77 | Entry:   12.51 | Target:   16.94 | Risk: LOW       
  SILINV.NS       | Price:  438.05 | Entry:  429.29 | Target:  522.50 | Risk: LOW       
  SJLOGISTIC.NS   | Price:  340.70 | Entry:  333.89 | Target:  423.77 | Risk: LOW       
  KRONOX.NS       | Price:  186.19 | Entry:  182.47 | Target:  237.11 | Risk: LOW       
  BAHETI.NS       | Price:  800.60 | Entry:  784.59 | Target:  894.81 | Risk: LOW       
  KAYA.NS         | Price:  374.10 | Entry:  366.62 | Target:  491.44 | Risk: LOW       
  EMAMIPAP.NS     | Price:  113.73 | Entry:  111.46 | Target:  141.42 | Risk: LOW       
  COMSYN.NS       | Price:  280.55 | Entry:  274.94 | Target:  373.56 | Risk: LOW       
  VINSYS.NS       | Price:  585.70 | Entry:  573.99 | Target:  642.88 | Risk: LOW       
  HERCULES.NS     | Price:  159.32 | Entry:  156.13 | Target:  160.21 | Risk: LOW       
  KNAGRI.NS       | Price:  214.88 | Entry:  210.58 | Target:  259.09 | Risk: LOW       
  ANNAPURNA.NS    | Price:  153.35 | Entry:  150.28 | Target:  209.92 | Risk: LOW       
  DBOL.NS         | Price:  135.61 | Entry:   132.9 | Target:  173.07 | Risk: LOW       
  SREEL.NS        | Price:  248.27 | Entry:   243.3 | Target:  302.53 | Risk: LOW       
  MAZDA.NS        | Price:  237.47 | Entry:  232.72 | Target:  280.79 | Risk: LOW       
  TRANSWORLD.NS   | Price:  164.97 | Entry:  161.67 | Target:  198.30 | Risk: LOW       
  DPEL.NS         | Price:  578.45 | Entry:  566.88 | Target:  700.16 | Risk: LOW       
  AVONMORE.NS     | Price:   13.30 | Entry:   13.03 | Target:   16.53 | Risk: LOW       
  SUPREMEPWR.NS   | Price:  238.40 | Entry:  233.63 | Target:  298.76 | Risk: LOW       
  DONEAR.NS       | Price:   88.60 | Entry:   86.83 | Target:  100.70 | Risk: LOW       
  MODISONLTD.NS   | Price:  392.35 | Entry:   384.5 | Target:  470.58 | Risk: LOW       
  DICIND.NS       | Price:  576.90 | Entry:  565.36 | Target:  726.54 | Risk: LOW       
  CLEDUCATE.NS    | Price:   60.33 | Entry:   59.12 | Target:   75.63 | Risk: LOW       
  PAVNAIND.NS     | Price:   18.87 | Entry:   18.49 | Target:   25.41 | Risk: LOW       
  PANACHE.NS      | Price:  541.10 | Entry:  530.28 | Target:  683.87 | Risk: LOW       
  ABSMARINE.NS    | Price:  239.65 | Entry:  234.86 | Target:  280.60 | Risk: LOW       
  UGARSUGAR.NS    | Price:   56.07 | Entry:   54.95 | Target:   74.85 | Risk: LOW       
  MOLDTECH.NS     | Price:  180.07 | Entry:  176.47 | Target:  250.49 | Risk: LOW       
  PREMIERPOL.NS   | Price:   91.61 | Entry:   89.78 | Target:  114.78 | Risk: LOW       
  ARIES.NS        | Price:  438.40 | Entry:  429.63 | Target:  539.22 | Risk: LOW       
  ORIENTCER.NS    | Price:   46.73 | Entry:    45.8 | Target:   57.39 | Risk: LOW       
  BIRLACABLE.NS   | Price:  284.77 | Entry:  279.07 | Target:  372.25 | Risk: LOW       
  AMANTA.NS       | Price:  177.63 | Entry:  174.08 | Target:  206.38 | Risk: LOW       
  KANPRPLA.NS     | Price:  266.18 | Entry:  260.86 | Target:  343.38 | Risk: LOW       
  ALBERTDAVD.NS   | Price:  863.15 | Entry:  845.89 | Target: 1045.97 | Risk: LOW       
  SRD.NS          | Price:   40.94 | Entry:   40.12 | Target:   51.35 | Risk: LOW       
  CHEMBONDCH.NS   | Price:  269.78 | Entry:  264.38 | Target:  329.97 | Risk: LOW       
  PCCL.NS         | Price:  335.00 | Entry:   328.3 | Target:  390.68 | Risk: LOW       
  VALIANTLAB.NS   | Price:   91.96 | Entry:   90.12 | Target:  109.57 | Risk: LOW       
  MANAKSIA.NS     | Price:   58.72 | Entry:   57.55 | Target:   69.17 | Risk: LOW       
  NOVAAGRI.NS     | Price:   24.76 | Entry:   24.26 | Target:   29.87 | Risk: LOW       
  GLOBECIVIL.NS   | Price:   44.97 | Entry:   44.07 | Target:   57.79 | Risk: LOW       
