NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-09-10 06:37:09

BUY SIGNALS (727):
  HAL.NS          | Price: 4971.20 | Entry: 4871.78 | Target: 5499.06 | Risk: LOW       
  STOVEKRAFT.NS   | Price:  840.25 | Entry:  823.44 | Target: 1001.40 | Risk: LOW       
  VENKEYS.NS      | Price: 1712.20 | Entry: 1677.96 | Target: 2010.45 | Risk: LOW       
  TIL.NS          | Price:  249.00 | Entry:  244.02 | Target:  294.52 | Risk: LOW       
  MOL.NS          | Price:   63.68 | Entry:   62.41 | Target:   79.41 | Risk: LOW       
  DCW.NS          | Price:   47.86 | Entry:    46.9 | Target:   57.79 | Risk: LOW       
  THEJO.NS        | Price: 2176.80 | Entry: 2133.26 | Target: 2521.30 | Risk: LOW       
  MANGLMCEM.NS    | Price: 1052.60 | Entry: 1031.55 | Target: 1301.10 | Risk: LOW       
  WHEELS.NS       | Price: 2409.40 | Entry: 2361.21 | Target: 3001.29 | Risk: LOW       
  GMBREW.NS       | Price:  924.00 | Entry:  905.52 | Target: 1015.05 | Risk: LOW       
  UNIPARTS.NS     | Price:  902.70 | Entry:  884.65 | Target: 1074.27 | Risk: LOW       
  RAJRATAN.NS     | Price:  515.50 | Entry:  505.19 | Target:  607.84 | Risk: LOW       
  EXICOM.NS       | Price:  176.66 | Entry:  173.13 | Target:  219.14 | Risk: LOW       
  INDNIPPON.NS    | Price: 1427.80 | Entry: 1399.24 | Target: 1780.73 | Risk: LOW       
  VINCOFE.NS      | Price:  180.98 | Entry:  177.36 | Target:  224.27 | Risk: LOW       
  MUKANDLTD.NS    | Price:  143.19 | Entry:  140.33 | Target:  161.86 | Risk: LOW       
  SOMANYCERA.NS   | Price:  559.15 | Entry:  547.97 | Target:  645.81 | Risk: LOW       
  NELCO.NS        | Price:  953.00 | Entry:  933.94 | Target: 1134.39 | Risk: LOW       
  NITINSPIN.NS    | Price:  640.95 | Entry:  628.13 | Target:  755.68 | Risk: LOW       
  WINDLAS.NS      | Price: 1135.75 | Entry: 1113.04 | Target: 1353.55 | Risk: LOW       
  PANAMAPET.NS    | Price:  492.25 | Entry:   482.4 | Target:  580.96 | Risk: LOW       
  WENDT.NS        | Price: 8875.00 | Entry:  8697.5 | Target: 10336.43 | Risk: LOW       
  RMDRIP.NS       | Price:   24.44 | Entry:   23.95 | Target:   29.51 | Risk: LOW       
  ADOR.NS         | Price: 1624.00 | Entry: 1591.52 | Target: 1975.29 | Risk: LOW       
  GARUDA.NS       | Price:  180.51 | Entry:   176.9 | Target:  215.03 | Risk: LOW       
  VINDHYATEL.NS   | Price: 2863.40 | Entry: 2806.13 | Target: 3599.36 | Risk: LOW       
  ASTEC.NS        | Price:  702.20 | Entry:  688.16 | Target:  891.59 | Risk: LOW       
  TALBROAUTO.NS   | Price:  417.15 | Entry:  408.81 | Target:  489.35 | Risk: LOW       
  GOCLCORP.NS     | Price:  433.50 | Entry:  424.83 | Target:  500.46 | Risk: LOW       
  HUHTAMAKI.NS    | Price:  276.90 | Entry:  271.36 | Target:  326.45 | Risk: LOW       
  JINDRILL.NS     | Price:  667.95 | Entry:  654.59 | Target:  791.49 | Risk: LOW       
  BLISSGVS.NS     | Price:  704.40 | Entry:  690.31 | Target:  879.44 | Risk: LOW       
  SESHAPAPER.NS   | Price:  248.00 | Entry:  243.04 | Target:  285.89 | Risk: LOW       
  TTKHLTCARE.NS   | Price: 1144.00 | Entry: 1121.12 | Target: 1416.71 | Risk: LOW       
  ARMANFIN.NS     | Price: 2052.40 | Entry: 2011.35 | Target: 2376.72 | Risk: LOW       
  DOLPHIN.NS      | Price:  660.65 | Entry:  647.44 | Target:  865.61 | Risk: LOW       
  RAJOOENG.NS     | Price:   56.00 | Entry:   54.88 | Target:   67.27 | Risk: LOW       
  SYNCOMF.NS      | Price:   19.37 | Entry:   18.98 | Target:   26.73 | Risk: LOW       
  SHANTIGOLD.NS   | Price:  258.42 | Entry:  253.25 | Target:  324.65 | Risk: LOW       
  MASTERTR.NS     | Price:   93.28 | Entry:   91.41 | Target:  115.84 | Risk: LOW       
  IKIO.NS         | Price:  227.29 | Entry:  222.74 | Target:  285.77 | Risk: LOW       
  STALLION.NS     | Price:  233.00 | Entry:  228.34 | Target:  283.39 | Risk: LOW       
  OMAXE.NS        | Price:  122.02 | Entry:  119.58 | Target:  174.90 | Risk: LOW       
  QUADFUTURE.NS   | Price:  439.30 | Entry:  430.51 | Target:  580.50 | Risk: LOW       
  ANDHRAPAP.NS    | Price:   72.15 | Entry:   70.71 | Target:   92.61 | Risk: LOW       
  CONFIPET.NS     | Price:   87.95 | Entry:   86.19 | Target:  110.71 | Risk: LOW       
  SMCGLOBAL.NS    | Price:   83.30 | Entry:   81.63 | Target:   95.39 | Risk: LOW       
  RISHABH.NS      | Price:  797.05 | Entry:  781.11 | Target:  989.46 | Risk: LOW       
  ASIANENE.NS     | Price:  536.55 | Entry:  525.82 | Target:  675.91 | Risk: LOW       
  GANDHAR.NS      | Price:  275.35 | Entry:  269.84 | Target:  315.15 | Risk: LOW       
  ALICON.NS       | Price:  746.00 | Entry:  731.08 | Target:  890.05 | Risk: LOW       
  INDORAMA.NS     | Price:   87.38 | Entry:   85.63 | Target:  114.65 | Risk: LOW       
  PARACABLES.NS   | Price:   67.27 | Entry:   65.92 | Target:   82.79 | Risk: LOW       
  VPRPL.NS        | Price:   37.91 | Entry:   37.15 | Target:   49.35 | Risk: LOW       
  MANAKCOAT.NS    | Price:  130.00 | Entry:   127.4 | Target:  152.70 | Risk: LOW       
  SIGACHI.NS      | Price:   38.27 | Entry:    37.5 | Target:   48.69 | Risk: LOW       
  MONTECARLO.NS   | Price:  555.00 | Entry:   543.9 | Target:  639.07 | Risk: LOW       
  SHANKARA.NS     | Price:  148.41 | Entry:  145.44 | Target:  160.75 | Risk: LOW       
  IMPAL.NS        | Price: 1130.00 | Entry:  1107.4 | Target: 1332.11 | Risk: LOW       
  IGPL.NS         | Price:  559.60 | Entry:  548.41 | Target:  672.14 | Risk: LOW       
  YUKEN.NS        | Price: 1069.05 | Entry: 1047.67 | Target: 1321.56 | Risk: LOW       
  DIFFNKG.NS      | Price:  440.40 | Entry:  431.59 | Target:  568.31 | Risk: LOW       
  ONEPOINT.NS     | Price:   58.56 | Entry:   57.39 | Target:   67.82 | Risk: LOW       
  TEXINFRA.NS     | Price:  115.66 | Entry:  113.35 | Target:  134.65 | Risk: LOW       
  GPTHEALTH.NS    | Price:  162.94 | Entry:  159.68 | Target:  183.82 | Risk: LOW       
  SHREEPUSHK.NS   | Price:  507.00 | Entry:  496.86 | Target:  646.32 | Risk: LOW       
  GTPL.NS         | Price:   59.37 | Entry:   58.18 | Target:   70.22 | Risk: LOW       
  TBZ.NS          | Price:  501.25 | Entry:  491.22 | Target:  694.99 | Risk: LOW       
  STLNETWORK.NS   | Price:   34.08 | Entry:    33.4 | Target:   40.95 | Risk: LOW       
  KROSS.NS        | Price:  233.45 | Entry:  228.78 | Target:  274.21 | Risk: LOW       
  STEELXIND.NS    | Price:   12.42 | Entry:   12.17 | Target:   15.23 | Risk: LOW       
  RACLGEAR.NS     | Price: 1617.00 | Entry: 1584.66 | Target: 1966.57 | Risk: LOW       
  BLUSPRING.NS    | Price:  132.63 | Entry:  129.98 | Target:  178.31 | Risk: LOW       
  MANALIPETC.NS   | Price:   86.83 | Entry:   85.09 | Target:  111.87 | Risk: LOW       
  EIMCOELECO.NS   | Price: 2283.80 | Entry: 2238.12 | Target: 2681.26 | Risk: LOW       
  OAL.NS          | Price:  538.90 | Entry:  528.12 | Target:  707.40 | Risk: LOW       
  GRPLTD.NS       | Price: 1992.30 | Entry: 1952.45 | Target: 2305.09 | Risk: LOW       
  EXCELSOFT.NS    | Price:   82.38 | Entry:   80.73 | Target:   95.38 | Risk: LOW       
  ANTELOPUS.NS    | Price: 1136.20 | Entry: 1113.48 | Target: 1474.82 | Risk: LOW       
  PDMJEPAPER.NS   | Price:  102.80 | Entry:  100.74 | Target:  128.57 | Risk: LOW       
  AYMSYNTEX.NS    | Price:  297.65 | Entry:   291.7 | Target:  394.81 | Risk: LOW       
  BIL.NS          | Price: 1077.55 | Entry:  1056.0 | Target: 1344.37 | Risk: LOW       
  TNPL.NS         | Price:  157.78 | Entry:  154.62 | Target:  184.12 | Risk: LOW       
  AVTNPL.NS       | Price:   91.14 | Entry:   89.32 | Target:  112.86 | Risk: LOW       
  LINCOLN.NS      | Price:  633.00 | Entry:  620.34 | Target:  711.45 | Risk: LOW       
  THEMISMED.NS    | Price:  132.71 | Entry:  130.06 | Target:  169.14 | Risk: LOW       
  CENTENKA.NS     | Price:  567.30 | Entry:  555.95 | Target:  674.82 | Risk: LOW       
  SBC.NS          | Price:   48.59 | Entry:   47.62 | Target:   55.09 | Risk: LOW       
  RADHIKAJWE.NS   | Price:   87.30 | Entry:   85.55 | Target:  115.95 | Risk: LOW       
  INDOAMIN.NS     | Price:  127.95 | Entry:  125.39 | Target:  148.59 | Risk: LOW       
  SRHHYPOLTD.NS   | Price:  527.30 | Entry:  516.75 | Target:  605.85 | Risk: LOW       
  XCHANGING.NS    | Price:   63.60 | Entry:   62.33 | Target:   70.86 | Risk: LOW       
  KRISHIVAL.NS    | Price:  417.00 | Entry:  408.66 | Target:  468.70 | Risk: LOW       
  MVGJL.NS        | Price:  212.01 | Entry:  207.77 | Target:  273.62 | Risk: LOW       
  KODYTECH.NS     | Price: 1534.00 | Entry: 1503.32 | Target: 1820.05 | Risk: LOW       
  KUANTUM.NS      | Price:   77.18 | Entry:   75.64 | Target:   91.66 | Risk: LOW       
  TNPETRO.NS      | Price:  134.36 | Entry:  131.67 | Target:  171.97 | Risk: LOW       
  KARNIKA.NS      | Price:  121.55 | Entry:  119.12 | Target:  141.48 | Risk: LOW       
  COOLCAPS.NS     | Price:   25.20 | Entry:    24.7 | Target:   32.41 | Risk: LOW       
  BESTAGRO.NS     | Price:   19.26 | Entry:   18.87 | Target:   23.90 | Risk: LOW       
  VALIANTORG.NS   | Price:  368.00 | Entry:  360.64 | Target:  447.25 | Risk: LOW       
  KABRAEXTRU.NS   | Price:  714.65 | Entry:  700.36 | Target:  895.36 | Risk: LOW       
  ARROWGREEN.NS   | Price:  792.05 | Entry:  776.21 | Target:  953.82 | Risk: LOW       
  KOTHARIPET.NS   | Price:  144.99 | Entry:  142.09 | Target:  172.48 | Risk: LOW       
  CHEMFAB.NS      | Price:  388.00 | Entry:  380.24 | Target:  483.52 | Risk: LOW       
  ANUHPHR.NS      | Price:   92.85 | Entry:   90.99 | Target:  116.21 | Risk: LOW       
  MAHASTEEL.NS    | Price: 1294.30 | Entry: 1268.41 | Target: 1643.48 | Risk: LOW       
  SVLL.NS         | Price:  790.50 | Entry:  774.69 | Target:  891.05 | Risk: LOW       
  VIVIANA.NS      | Price:  787.05 | Entry:  771.31 | Target:  968.01 | Risk: LOW       
  AVADHSUGAR.NS   | Price:  817.65 | Entry:   801.3 | Target: 1065.56 | Risk: LOW       
  DHUNINV.NS      | Price:  999.60 | Entry:  979.61 | Target: 1265.37 | Risk: LOW       
  SGIL.NS         | Price:  600.00 | Entry:   588.0 | Target:  712.04 | Risk: LOW       
  CHEMCON.NS      | Price:  218.99 | Entry:  214.61 | Target:  255.28 | Risk: LOW       
  BHAGERIA.NS     | Price:  303.10 | Entry:  297.04 | Target:  382.26 | Risk: LOW       
  ARFIN.NS        | Price:   88.62 | Entry:   86.85 | Target:  106.85 | Risk: LOW       
  COFFEEDAY.NS    | Price:   32.48 | Entry:   31.83 | Target:   41.77 | Risk: LOW       
  GKSL.NS         | Price:  175.70 | Entry:  172.19 | Target:  208.98 | Risk: LOW       
  UNITEDPOLY.NS   | Price:   43.15 | Entry:   42.29 | Target:   55.31 | Risk: LOW       
  RATNAVEER.NS    | Price:  303.30 | Entry:  297.23 | Target:  394.06 | Risk: LOW       
  SAKAR.NS        | Price: 1126.00 | Entry: 1103.48 | Target: 1424.48 | Risk: LOW       
  BODALCHEM.NS    | Price:  166.11 | Entry:  162.79 | Target:  230.14 | Risk: LOW       
  MUKKA.NS        | Price:   30.68 | Entry:   30.07 | Target:   39.62 | Risk: LOW       
  SATIA.NS        | Price:   68.24 | Entry:   66.88 | Target:   81.17 | Risk: LOW       
  KAMDHENU.NS     | Price:   40.59 | Entry:   39.78 | Target:   50.50 | Risk: LOW       
  KOPRAN.NS       | Price:  238.67 | Entry:   233.9 | Target:  296.80 | Risk: LOW       
  20MICRONS.NS    | Price:  216.21 | Entry:  211.89 | Target:  266.90 | Risk: LOW       
  RUBYMILLS.NS    | Price:  459.35 | Entry:  450.16 | Target:  575.83 | Risk: LOW       
  GHCLTEXTIL.NS   | Price:  133.23 | Entry:  130.57 | Target:  161.69 | Risk: LOW       
  PROZONER.NS     | Price:   49.54 | Entry:   48.55 | Target:   62.69 | Risk: LOW       
  TREL.NS         | Price:   27.13 | Entry:   26.59 | Target:   33.41 | Risk: LOW       
  LAXMIINDIA.NS   | Price:  131.70 | Entry:  129.07 | Target:  165.05 | Risk: LOW       
  THEINVEST.NS    | Price:   98.39 | Entry:   96.42 | Target:  115.36 | Risk: LOW       
  PVP.NS          | Price:   66.40 | Entry:   65.07 | Target:   90.51 | Risk: LOW       
  PPL.NS          | Price:  290.00 | Entry:   284.2 | Target:  335.07 | Risk: LOW       
  RSWM.NS         | Price:  217.10 | Entry:  212.76 | Target:  259.63 | Risk: LOW       
  SHIVALIK.NS     | Price:  375.85 | Entry:  368.33 | Target:  488.85 | Risk: LOW       
  SUBEXLTD.NS     | Price:   19.75 | Entry:   19.36 | Target:   26.40 | Risk: LOW       
  SARVESHWAR.NS   | Price:    3.95 | Entry:    3.87 | Target:    4.78 | Risk: LOW       
  AHCL.NS         | Price:   16.39 | Entry:   16.06 | Target:   19.79 | Risk: LOW       
  NRAIL.NS        | Price:  612.40 | Entry:  600.15 | Target:  754.80 | Risk: LOW       
  ONWARDTEC.NS    | Price:  292.60 | Entry:  286.75 | Target:  337.85 | Risk: LOW       
  SHREERAMA.NS    | Price:   46.12 | Entry:    45.2 | Target:   58.04 | Risk: LOW       
  JAYAGROGN.NS    | Price:  260.50 | Entry:  255.29 | Target:  316.84 | Risk: LOW       
  ACCENTMIC.NS    | Price:  642.95 | Entry:  630.09 | Target:  724.59 | Risk: LOW       
  EMKAY.NS        | Price:  253.90 | Entry:  248.82 | Target:  307.10 | Risk: LOW       
  IRIS.NS         | Price:  252.20 | Entry:  247.16 | Target:  307.78 | Risk: LOW       
  VISAKAIND.NS    | Price:   92.84 | Entry:   90.98 | Target:  111.25 | Risk: LOW       
  MMP.NS          | Price:  455.80 | Entry:  446.68 | Target:  589.08 | Risk: LOW       
  GFLLIMITED.NS   | Price:   59.44 | Entry:   58.25 | Target:   74.25 | Risk: LOW       
  MENONBE.NS      | Price:  298.70 | Entry:  292.73 | Target:  396.98 | Risk: LOW       
  CSLFINANCE.NS   | Price:  241.00 | Entry:  236.18 | Target:  285.11 | Risk: LOW       
  GCSL.NS         | Price:  608.60 | Entry:  596.43 | Target:  696.99 | Risk: LOW       
  CHEVIOT.NS      | Price: 1200.00 | Entry:  1176.0 | Target: 1355.75 | Risk: LOW       
  KILITCH.NS      | Price:  183.11 | Entry:  179.45 | Target:  220.39 | Risk: LOW       
  INDSWFTLAB.NS   | Price:  379.80 | Entry:   372.2 | Target:  482.22 | Risk: LOW       
  FOODSIN.NS      | Price:   58.86 | Entry:   57.68 | Target:   70.85 | Risk: LOW       
  MWL.NS          | Price:   41.96 | Entry:   41.12 | Target:   51.23 | Risk: LOW       
  ASIANHOTNR.NS   | Price:  387.00 | Entry:  379.26 | Target:  496.80 | Risk: LOW       
  GANESHBE.NS     | Price:  134.10 | Entry:  131.42 | Target:  167.24 | Risk: LOW       
  SHALPAINTS.NS   | Price:   85.10 | Entry:    83.4 | Target:  102.75 | Risk: LOW       
  IRISDOREME.NS   | Price:   61.91 | Entry:   60.67 | Target:   73.97 | Risk: LOW       
  OCCLLTD.NS      | Price:  164.85 | Entry:  161.55 | Target:  192.06 | Risk: LOW       
  SUTLEJTEX.NS    | Price:   40.00 | Entry:    39.2 | Target:   48.20 | Risk: LOW       
  RPPINFRA.NS     | Price:   63.91 | Entry:   62.63 | Target:   78.70 | Risk: LOW       
  CONSOFINVT.NS   | Price:  302.40 | Entry:  296.35 | Target:  359.40 | Risk: LOW       
  INTLCONV.NS     | Price:   78.17 | Entry:   76.61 | Target:   93.11 | Risk: LOW       
  COMSYN.NS       | Price:  300.55 | Entry:  294.54 | Target:  376.79 | Risk: LOW       
  ALLETEC.NS      | Price:  138.05 | Entry:  135.29 | Target:  170.17 | Risk: LOW       
  RBZJEWEL.NS     | Price:  176.42 | Entry:  172.89 | Target:  251.61 | Risk: LOW       
  ORIENTPPR.NS    | Price:   18.49 | Entry:   18.12 | Target:   22.09 | Risk: LOW       
  BELLACASA.NS    | Price:  260.10 | Entry:   254.9 | Target:  328.20 | Risk: LOW       
  KAPSTON.NS      | Price:  581.30 | Entry:  569.67 | Target:  697.05 | Risk: LOW       
  SREEL.NS        | Price:  371.06 | Entry:  363.64 | Target:  470.80 | Risk: LOW       
  MAZDA.NS        | Price:  265.30 | Entry:  259.99 | Target:  316.86 | Risk: LOW       
  DPEL.NS         | Price:  621.75 | Entry:  609.31 | Target:  691.07 | Risk: LOW       
  MEGATHERM.NS    | Price:  227.75 | Entry:  223.19 | Target:  293.64 | Risk: LOW       
  AVONMORE.NS     | Price:   14.40 | Entry:   14.11 | Target:   18.03 | Risk: LOW       
  SUPREMEPWR.NS   | Price:  233.35 | Entry:  228.68 | Target:  284.92 | Risk: LOW       
  MGEL.NS         | Price:   16.07 | Entry:   15.75 | Target:   19.76 | Risk: LOW       
  MODISONLTD.NS   | Price:  514.80 | Entry:   504.5 | Target:  671.43 | Risk: LOW       
  DICIND.NS       | Price:  618.10 | Entry:  605.74 | Target:  758.71 | Risk: LOW       
  SOFTTECH.NS     | Price:  438.00 | Entry:  429.24 | Target:  503.23 | Risk: LOW       
  CYBERTECH.NS    | Price:  141.11 | Entry:  138.29 | Target:  159.50 | Risk: LOW       
  MEDICAMEQ.NS    | Price:  314.90 | Entry:   308.6 | Target:  400.13 | Risk: LOW       
  ABSMARINE.NS    | Price:  330.70 | Entry:  324.09 | Target:  427.18 | Risk: LOW       
  VRAJ.NS         | Price:  127.02 | Entry:  124.48 | Target:  145.99 | Risk: LOW       
  XTGLOBAL.NS     | Price:   31.09 | Entry:   30.47 | Target:   40.61 | Risk: LOW       
  SINCLAIR.NS     | Price:   81.76 | Entry:   80.12 | Target:   99.92 | Risk: LOW       
  MOLDTECH.NS     | Price:  214.90 | Entry:   210.6 | Target:  267.57 | Risk: LOW       
  ARIES.NS        | Price:  468.00 | Entry:  458.64 | Target:  625.34 | Risk: LOW       
  ORIENTCER.NS    | Price:   47.33 | Entry:   46.38 | Target:   59.97 | Risk: LOW       
  PLASTIBLEN.NS   | Price:  192.95 | Entry:  189.09 | Target:  225.41 | Risk: LOW       
  BIRLACABLE.NS   | Price:  374.65 | Entry:  367.16 | Target:  462.46 | Risk: LOW       
  AMANTA.NS       | Price:  201.78 | Entry:  197.74 | Target:  228.29 | Risk: LOW       
  NRL.NS          | Price:  131.00 | Entry:  128.38 | Target:  145.31 | Risk: LOW       
  RAMANEWS.NS     | Price:   32.32 | Entry:   31.67 | Target:   40.41 | Risk: LOW       
  TIRUPATIFL.NS   | Price:   70.60 | Entry:   69.19 | Target:   87.99 | Risk: LOW       
  PCCL.NS         | Price:  427.20 | Entry:  418.66 | Target:  538.36 | Risk: LOW       
  RBMINFRA.NS     | Price:  275.75 | Entry:  270.24 | Target:  347.34 | Risk: LOW       
  VALIANTLAB.NS   | Price:  123.00 | Entry:  120.54 | Target:  157.30 | Risk: LOW       
  MANAKSIA.NS     | Price:   70.56 | Entry:   69.15 | Target:   83.52 | Risk: LOW       
  REMSONSIND.NS   | Price:   96.76 | Entry:   94.82 | Target:  123.25 | Risk: LOW       
  KHADIM.NS       | Price:  123.09 | Entry:  120.63 | Target:  146.36 | Risk: LOW       
  PASUPTAC.NS     | Price:   68.00 | Entry:   66.64 | Target:   79.70 | Risk: LOW       
  S&SPOWER.NS     | Price:  351.00 | Entry:  343.98 | Target:  466.73 | Risk: LOW       
  GENUSPAPER.NS   | Price:   12.85 | Entry:   12.59 | Target:   16.38 | Risk: LOW       
  ORIENTBELL.NS   | Price:  415.00 | Entry:   406.7 | Target:  513.89 | Risk: LOW       
  WELINV.NS       | Price: 2292.30 | Entry: 2246.45 | Target: 2713.69 | Risk: LOW       
  UNIDT.NS        | Price:  229.00 | Entry:  224.42 | Target:  284.48 | Risk: LOW       
  GICL.NS         | Price:   24.48 | Entry:   23.99 | Target:   29.70 | Risk: LOW       
  GOACARBON.NS    | Price:  463.30 | Entry:  454.03 | Target:  548.53 | Risk: LOW       
  RUCHIRA.NS      | Price:  112.25 | Entry:   110.0 | Target:  126.61 | Risk: LOW       
  SHIVAUM.NS      | Price:  453.05 | Entry:  443.99 | Target:  520.59 | Risk: LOW       
  MANAKSTEEL.NS   | Price:  115.01 | Entry:  112.71 | Target:  140.30 | Risk: LOW       
  DYNPRO.NS       | Price:  242.50 | Entry:  237.65 | Target:  299.32 | Risk: LOW       
  IL&FSENGG.NS    | Price:   39.05 | Entry:   38.27 | Target:   46.56 | Risk: LOW       
  INFINIUM.NS     | Price:  277.45 | Entry:   271.9 | Target:  355.00 | Risk: LOW       
  ZIMLAB.NS       | Price:  136.17 | Entry:  133.45 | Target:  175.65 | Risk: LOW       
  SHREEKARNI.NS   | Price:  397.90 | Entry:  389.94 | Target:  488.65 | Risk: LOW       
  SYSTANGO.NS     | Price:  227.25 | Entry:   222.7 | Target:  272.00 | Risk: LOW       
  OILCOUNTUB.NS   | Price:   61.01 | Entry:   59.79 | Target:   73.07 | Risk: LOW       
  RCOM.NS         | Price:    0.97 | Entry:    0.95 | Target:    1.11 | Risk: LOW       
  BROOKS.NS       | Price:   65.73 | Entry:   64.42 | Target:   81.37 | Risk: LOW       
  LOKESHMACH.NS   | Price:  346.90 | Entry:  339.96 | Target:  461.72 | Risk: LOW       
  NECLIFE.NS      | Price:   12.03 | Entry:   11.79 | Target:   15.19 | Risk: LOW       
  EXXARO.NS       | Price:    6.54 | Entry:    6.41 | Target:    8.65 | Risk: LOW       
  ASAHISONG.NS    | Price:  380.15 | Entry:  372.55 | Target:  449.52 | Risk: LOW       
  GLOBAL.NS       | Price:  126.74 | Entry:  124.21 | Target:  156.00 | Risk: LOW       
  URAVIDEF.NS     | Price:  115.00 | Entry:   112.7 | Target:  140.50 | Risk: LOW       
  KANORICHEM.NS   | Price:  175.14 | Entry:  171.64 | Target:  215.30 | Risk: LOW       
  GEEKAYWIRE.NS   | Price:   28.43 | Entry:   27.86 | Target:   37.73 | Risk: LOW       
  SKP.NS          | Price:  167.30 | Entry:  163.95 | Target:  195.30 | Risk: LOW       
  CMNL.NS         | Price:  118.00 | Entry:  115.64 | Target:  144.34 | Risk: LOW       
