NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-04-25 18:59:52

BUY SIGNALS (1487):
  HINDUNILVR.NS   | Price: 2327.30 | Entry: 2280.75 | Target: 2654.94 | Risk: LOW       
  ACE.NS          | Price:  907.25 | Entry:  889.11 | Target: 1052.41 | Risk: LOW       
  ELECON.NS       | Price:  512.75 | Entry:   502.5 | Target:  633.82 | Risk: LOW       
  JINDALSAW.NS    | Price:  239.73 | Entry:  234.94 | Target:  291.88 | Risk: LOW       
  WELSPUNLIV.NS   | Price:  130.16 | Entry:  127.56 | Target:  152.34 | Risk: LOW       
  ACUTAAS.NS      | Price: 2395.00 | Entry:  2347.1 | Target: 2916.82 | Risk: LOW       
  RITES.NS        | Price:  216.77 | Entry:  212.43 | Target:  252.44 | Risk: LOW       
  CCL.NS          | Price: 1098.80 | Entry: 1076.82 | Target: 1328.19 | Risk: LOW       
  INGERRAND.NS    | Price: 4216.00 | Entry: 4131.68 | Target: 4806.32 | Risk: LOW       
  INDIACEM.NS     | Price:  407.70 | Entry:  399.55 | Target:  473.16 | Risk: LOW       
  BLUEJET.NS      | Price:  403.35 | Entry:  395.28 | Target:  487.83 | Risk: LOW       
  CHENNPETRO.NS   | Price: 1035.00 | Entry:  1014.3 | Target: 1270.14 | Risk: LOW       
  TSFINV.NS       | Price:  397.85 | Entry:  389.89 | Target:  495.35 | Risk: LOW       
  SBFC.NS         | Price:   94.94 | Entry:   93.04 | Target:  113.64 | Risk: LOW       
  RAILTEL.NS      | Price:  315.90 | Entry:  309.58 | Target:  392.77 | Risk: LOW       
  CLEAN.NS        | Price:  816.75 | Entry:  800.41 | Target:  965.18 | Risk: LOW       
  TITAGARH.NS     | Price:  756.65 | Entry:  741.52 | Target:  903.83 | Risk: LOW       
  JYOTHYLAB.NS    | Price:  259.00 | Entry:  253.82 | Target:  303.81 | Risk: LOW       
  SHRIPISTON.NS   | Price: 3478.70 | Entry: 3409.13 | Target: 4313.38 | Risk: LOW       
  ENGINERSIN.NS   | Price:  242.89 | Entry:  238.03 | Target:  288.04 | Risk: LOW       
  J&KBANK.NS      | Price:  126.05 | Entry:  123.53 | Target:  151.15 | Risk: LOW       
  OLECTRA.NS      | Price: 1202.80 | Entry: 1178.74 | Target: 1445.69 | Risk: LOW       
  JUBLINGREA.NS   | Price:  738.55 | Entry:  723.78 | Target:  893.10 | Risk: LOW       
  EUREKAFORB.NS   | Price:  510.05 | Entry:  499.85 | Target:  608.98 | Risk: LOW       
  WAAREERTL.NS    | Price: 1028.15 | Entry: 1007.59 | Target: 1309.70 | Risk: LOW       
  PRUDENT.NS      | Price: 2804.90 | Entry:  2748.8 | Target: 3346.11 | Risk: LOW       
  VIKRAMSOLR.NS   | Price:  222.79 | Entry:  218.33 | Target:  267.47 | Risk: LOW       
  TTML.NS         | Price:   44.63 | Entry:   43.74 | Target:   58.25 | Risk: LOW       
  CANFINHOME.NS   | Price:  909.60 | Entry:  891.41 | Target: 1049.74 | Risk: LOW       
  GRAPHITE.NS     | Price:  723.40 | Entry:  708.93 | Target:  867.72 | Risk: LOW       
  BLACKBUCK.NS    | Price:  597.25 | Entry:   585.3 | Target:  709.59 | Risk: LOW       
  ZEEL.NS         | Price:   88.10 | Entry:   86.34 | Target:  109.76 | Risk: LOW       
  INOXINDIA.NS    | Price: 1508.60 | Entry: 1478.43 | Target: 1865.74 | Risk: LOW       
  HFCL.NS         | Price:  100.22 | Entry:   98.22 | Target:  124.44 | Risk: LOW       
  RUBICON.NS      | Price:  938.70 | Entry:  919.93 | Target: 1130.41 | Risk: LOW       
  PVRINOX.NS      | Price: 1004.15 | Entry:  984.07 | Target: 1134.01 | Risk: LOW       
  SCI.NS          | Price:  288.29 | Entry:  282.52 | Target:  363.62 | Risk: LOW       
  VIJAYA.NS       | Price: 1065.55 | Entry: 1044.24 | Target: 1242.94 | Risk: LOW       
  PRIVISCL.NS     | Price: 3232.60 | Entry: 3167.95 | Target: 3709.60 | Risk: LOW       
  AZAD.NS         | Price: 2090.20 | Entry:  2048.4 | Target: 2548.24 | Risk: LOW       
  EDELWEISS.NS    | Price:  119.07 | Entry:  116.69 | Target:  141.52 | Risk: LOW       
  NAZARA.NS       | Price:  270.09 | Entry:  264.69 | Target:  315.80 | Risk: LOW       
  METROPOLIS.NS   | Price:  467.10 | Entry:  457.76 | Target:  549.53 | Risk: LOW       
  BALRAMCHIN.NS   | Price:  516.10 | Entry:  505.78 | Target:  611.92 | Risk: LOW       
  VESUVIUS.NS     | Price:  499.95 | Entry:  489.95 | Target:  580.72 | Risk: LOW       
  RKFORGE.NS      | Price:  546.50 | Entry:  535.57 | Target:  645.13 | Risk: LOW       
  STARCEMENT.NS   | Price:  231.75 | Entry:  227.12 | Target:  265.13 | Risk: LOW       
  GENUSPOWER.NS   | Price:  287.43 | Entry:  281.68 | Target:  354.84 | Risk: LOW       
  HEG.NS          | Price:  653.45 | Entry:  640.38 | Target:  789.54 | Risk: LOW       
  PGHL.NS         | Price: 5138.70 | Entry: 5035.93 | Target: 5752.41 | Risk: LOW       
  ALKYLAMINE.NS   | Price: 1475.60 | Entry: 1446.09 | Target: 1755.31 | Risk: LOW       
  SHAILY.NS       | Price: 2503.10 | Entry: 2453.04 | Target: 3227.56 | Risk: LOW       
  TIMETECHNO.NS   | Price:  184.11 | Entry:  180.43 | Target:  220.59 | Risk: LOW       
  BANCOINDIA.NS   | Price:  606.80 | Entry:  594.66 | Target:  725.67 | Risk: LOW       
  AVANTIFEED.NS   | Price: 1421.10 | Entry: 1392.68 | Target: 1902.14 | Risk: LOW       
  IIFLCAPS.NS     | Price:  320.06 | Entry:  313.66 | Target:  396.70 | Risk: LOW       
  MEDPLUS.NS      | Price:  903.65 | Entry:  885.58 | Target: 1034.13 | Risk: LOW       
  SHAKTIPUMP.NS   | Price:  545.25 | Entry:  534.35 | Target:  665.77 | Risk: LOW       
  MMTC.NS         | Price:   65.40 | Entry:   64.09 | Target:   81.14 | Risk: LOW       
  SUDARSCHEM.NS   | Price:  869.55 | Entry:  852.16 | Target: 1077.73 | Risk: LOW       
  AEQUS.NS        | Price:  186.23 | Entry:  182.51 | Target:  250.36 | Risk: LOW       
  INDIASHLTR.NS   | Price:  809.70 | Entry:  793.51 | Target:  929.16 | Risk: LOW       
  ASTRAMICRO.NS   | Price: 1123.75 | Entry: 1101.28 | Target: 1318.18 | Risk: LOW       
  TDPOWERSYS.NS   | Price: 1112.85 | Entry: 1090.59 | Target: 1346.90 | Risk: LOW       
  KPIGREEN.NS     | Price:  448.90 | Entry:  439.92 | Target:  536.65 | Risk: LOW       
  TRANSRAILL.NS   | Price:  576.00 | Entry:  564.48 | Target:  707.39 | Risk: LOW       
  HCG.NS          | Price:  569.35 | Entry:  557.96 | Target:  662.06 | Risk: LOW       
  NESCO.NS        | Price: 1168.60 | Entry: 1145.23 | Target: 1356.39 | Risk: LOW       
  HAPPYFORGE.NS   | Price: 1321.80 | Entry: 1295.36 | Target: 1641.16 | Risk: LOW       
  HONASA.NS       | Price:  348.85 | Entry:  341.87 | Target:  418.17 | Risk: LOW       
  KRBL.NS         | Price:  359.90 | Entry:   352.7 | Target:  436.42 | Risk: LOW       
  SANSERA.NS      | Price: 2530.70 | Entry: 2480.09 | Target: 3130.13 | Risk: LOW       
  BLUESTONE.NS    | Price:  546.10 | Entry:  535.18 | Target:  688.33 | Risk: LOW       
  WABAG.NS        | Price: 1493.30 | Entry: 1463.43 | Target: 1781.73 | Risk: LOW       
  LLOYDSENT.NS    | Price:   67.53 | Entry:   66.18 | Target:   87.63 | Risk: LOW       
  TI.NS           | Price:  455.65 | Entry:  446.54 | Target:  538.49 | Risk: LOW       
  SANDUMA.NS      | Price:  209.35 | Entry:  205.16 | Target:  249.94 | Risk: LOW       
  TTKPRESTIG.NS   | Price:  520.25 | Entry:  509.84 | Target:  602.50 | Risk: LOW       
  MARKSANS.NS     | Price:  190.21 | Entry:  186.41 | Target:  222.37 | Risk: LOW       
  BBOX.NS         | Price:  550.10 | Entry:   539.1 | Target:  652.49 | Risk: LOW       
  POWERMECH.NS    | Price: 2408.50 | Entry: 2360.33 | Target: 2924.32 | Risk: LOW       
  ORKLAINDIA.NS   | Price:  647.75 | Entry:  634.79 | Target:  738.02 | Risk: LOW       
  LOTUSDEV.NS     | Price:  144.81 | Entry:  141.91 | Target:  182.66 | Risk: LOW       
  JAIBALAJI.NS    | Price:   71.53 | Entry:    70.1 | Target:   89.09 | Risk: LOW       
  SAREGAMA.NS     | Price:  346.75 | Entry:  339.81 | Target:  409.16 | Risk: LOW       
  PCJEWELLER.NS   | Price:    9.35 | Entry:    9.16 | Target:   11.71 | Risk: LOW       
  CORONA.NS       | Price: 1633.40 | Entry: 1600.73 | Target: 2025.90 | Risk: LOW       
  TANLA.NS        | Price:  485.80 | Entry:  476.08 | Target:  588.43 | Risk: LOW       
  MANORAMA.NS     | Price: 1411.10 | Entry: 1382.88 | Target: 1680.46 | Risk: LOW       
  APOLLO.NS       | Price:  283.90 | Entry:  278.22 | Target:  368.44 | Risk: LOW       
  PNGJL.NS        | Price:  666.00 | Entry:  652.68 | Target:  776.66 | Risk: LOW       
  MAHSEAMLES.NS   | Price:  642.35 | Entry:   629.5 | Target:  733.89 | Risk: LOW       
  WEWORK.NS       | Price:  535.00 | Entry:   524.3 | Target:  643.96 | Risk: LOW       
  ESABINDIA.NS    | Price: 5909.10 | Entry: 5790.92 | Target: 6884.67 | Risk: LOW       
  VOLTAMP.NS      | Price: 10768.50 | Entry: 10553.13 | Target: 12966.18 | Risk: LOW       
  STAR.NS         | Price: 1066.25 | Entry: 1044.92 | Target: 1234.34 | Risk: LOW       
  SHARDACROP.NS   | Price: 1109.65 | Entry: 1087.46 | Target: 1393.60 | Risk: LOW       
  OSWALPUMPS.NS   | Price:  399.75 | Entry:  391.75 | Target:  512.93 | Risk: LOW       
  DODLA.NS        | Price: 1092.90 | Entry: 1071.04 | Target: 1296.28 | Risk: LOW       
  NETWORK18.NS    | Price:   34.20 | Entry:   33.52 | Target:   42.02 | Risk: LOW       
  DIACABS.NS      | Price:  161.72 | Entry:  158.49 | Target:  200.24 | Risk: LOW       
  GRWRHITECH.NS   | Price: 4035.90 | Entry: 3955.18 | Target: 4910.08 | Risk: LOW       
  CERA.NS         | Price: 5328.30 | Entry: 5221.73 | Target: 6126.87 | Risk: LOW       
  KIRLPNU.NS      | Price: 1337.40 | Entry: 1310.65 | Target: 1575.90 | Risk: LOW       
  BORORENEW.NS    | Price:  511.25 | Entry:  501.02 | Target:  610.00 | Risk: LOW       
  KALPATARU.NS    | Price:  325.10 | Entry:   318.6 | Target:  392.80 | Risk: LOW       
  TRIVENI.NS      | Price:  417.55 | Entry:   409.2 | Target:  489.84 | Risk: LOW       
  GSFC.NS         | Price:  172.22 | Entry:  168.78 | Target:  196.13 | Risk: LOW       
  DBL.NS          | Price:  455.05 | Entry:  445.95 | Target:  523.59 | Risk: LOW       
  MAXESTATES.NS   | Price:  393.00 | Entry:  385.14 | Target:  471.91 | Risk: LOW       
  SUDEEPPHRM.NS   | Price:  681.80 | Entry:  668.16 | Target:  803.16 | Risk: LOW       
  AARTIPHARM.NS   | Price:  692.95 | Entry:  679.09 | Target:  807.70 | Risk: LOW       
  GNFC.NS         | Price:  468.45 | Entry:  459.08 | Target:  546.27 | Risk: LOW       
  PRSMJOHNSN.NS   | Price:  134.30 | Entry:  131.61 | Target:  158.09 | Risk: LOW       
  AKUMS.NS        | Price:  514.30 | Entry:  504.01 | Target:  618.98 | Risk: LOW       
  AJAXENGG.NS     | Price:  527.75 | Entry:  517.19 | Target:  634.73 | Risk: LOW       
  ETHOSLTD.NS     | Price: 2639.70 | Entry: 2586.91 | Target: 3304.91 | Risk: LOW       
  PNCINFRA.NS     | Price:  217.26 | Entry:  212.91 | Target:  268.33 | Risk: LOW       
  FDC.NS          | Price:  366.15 | Entry:  358.83 | Target:  415.61 | Risk: LOW       
  LLOYDSENGG.NS   | Price:   57.43 | Entry:   56.28 | Target:   72.19 | Risk: LOW       
  REDTAPE.NS      | Price:  127.19 | Entry:  124.65 | Target:  146.56 | Risk: LOW       
  TIPSMUSIC.NS    | Price:  665.15 | Entry:  651.85 | Target:  797.20 | Risk: LOW       
  ATLANTAELE.NS   | Price: 1778.50 | Entry: 1742.93 | Target: 2184.11 | Risk: LOW       
  EPIGRAL.NS      | Price: 1202.85 | Entry: 1178.79 | Target: 1475.90 | Risk: LOW       
  INOXGREEN.NS    | Price:  176.51 | Entry:  172.98 | Target:  216.31 | Risk: LOW       
  V2RETAIL.NS     | Price:  203.06 | Entry:   199.0 | Target:  244.15 | Risk: LOW       
  MASTEK.NS       | Price: 1700.10 | Entry:  1666.1 | Target: 2027.42 | Risk: LOW       
  MOIL.NS         | Price:  319.10 | Entry:  312.72 | Target:  368.90 | Risk: LOW       
  GANESHHOU.NS    | Price:  644.80 | Entry:   631.9 | Target:  777.96 | Risk: LOW       
  RTNINDIA.NS     | Price:   34.25 | Entry:   33.56 | Target:   42.84 | Risk: LOW       
  WELENT.NS       | Price:  505.35 | Entry:  495.24 | Target:  599.60 | Risk: LOW       
  ISGEC.NS        | Price: 1055.10 | Entry:  1034.0 | Target: 1271.44 | Risk: LOW       
  PRAJIND.NS      | Price:  398.45 | Entry:  390.48 | Target:  483.75 | Risk: LOW       
  RATEGAIN.NS     | Price:  589.85 | Entry:  578.05 | Target:  702.56 | Risk: LOW       
  MIDHANI.NS      | Price:  375.95 | Entry:  368.43 | Target:  457.13 | Risk: LOW       
  YATHARTH.NS     | Price:  718.30 | Entry:  703.93 | Target:  873.53 | Risk: LOW       
  EQUITASBNK.NS   | Price:   65.22 | Entry:   63.92 | Target:   77.43 | Risk: LOW       
  ELLEN.NS        | Price:  267.53 | Entry:  262.18 | Target:  337.09 | Risk: LOW       
  CMSINFO.NS      | Price:  302.15 | Entry:  296.11 | Target:  356.44 | Risk: LOW       
  PGIL.NS         | Price: 1543.70 | Entry: 1512.83 | Target: 1842.56 | Risk: LOW       
  DHANUKA.NS      | Price: 1062.20 | Entry: 1040.96 | Target: 1245.81 | Risk: LOW       
  QPOWER.NS       | Price: 1396.40 | Entry: 1368.47 | Target: 1756.28 | Risk: LOW       
  CUPID.NS        | Price:  113.09 | Entry:  110.83 | Target:  135.53 | Risk: LOW       
  AHLUCONT.NS     | Price:  884.40 | Entry:  866.71 | Target: 1049.95 | Risk: LOW       
  IFBIND.NS       | Price: 1148.55 | Entry: 1125.58 | Target: 1389.89 | Risk: LOW       
  BAJAJELEC.NS    | Price:  388.60 | Entry:  380.83 | Target:  448.12 | Risk: LOW       
  PARKHOSPS.NS    | Price:  232.70 | Entry:  228.05 | Target:  283.88 | Risk: LOW       
  JKPAPER.NS      | Price:  371.70 | Entry:  364.27 | Target:  446.45 | Risk: LOW       
  PRICOLLTD.NS    | Price:  594.65 | Entry:  582.76 | Target:  692.20 | Risk: LOW       
  SURYAROSNI.NS   | Price:  235.58 | Entry:  230.87 | Target:  280.32 | Risk: LOW       
  PURVA.NS        | Price:  214.26 | Entry:  209.97 | Target:  286.24 | Risk: LOW       
  UTLSOLAR.NS     | Price:  302.24 | Entry:   296.2 | Target:  369.07 | Risk: LOW       
  AVL.NS          | Price:  495.80 | Entry:  485.88 | Target:  590.93 | Risk: LOW       
  RTNPOWER.NS     | Price:    9.48 | Entry:    9.29 | Target:   11.83 | Risk: LOW       
  RENUKA.NS       | Price:   27.83 | Entry:   27.27 | Target:   33.44 | Risk: LOW       
  JAYNECOIND.NS   | Price:   95.78 | Entry:   93.86 | Target:  120.32 | Risk: LOW       
  IONEXCHANG.NS   | Price:  397.35 | Entry:   389.4 | Target:  475.65 | Risk: LOW       
  HGINFRA.NS      | Price:  603.10 | Entry:  591.04 | Target:  760.19 | Risk: LOW       
  SUBROS.NS       | Price:  753.45 | Entry:  738.38 | Target:  879.45 | Risk: LOW       
  AXISCADES.NS    | Price: 1939.80 | Entry:  1901.0 | Target: 2402.98 | Risk: LOW       
  CRAMC.NS        | Price:  273.37 | Entry:   267.9 | Target:  329.80 | Risk: LOW       
  GOKEX.NS        | Price:  709.05 | Entry:  694.87 | Target:  878.62 | Risk: LOW       
  MTARTECH.NS     | Price: 5139.20 | Entry: 5036.42 | Target: 6602.74 | Risk: LOW       
  ASHAPURMIN.NS   | Price:  612.05 | Entry:  599.81 | Target:  761.48 | Risk: LOW       
  SWSOLAR.NS      | Price:  213.31 | Entry:  209.04 | Target:  273.68 | Risk: LOW       
  PICCADIL.NS     | Price:  627.60 | Entry:  615.05 | Target:  731.30 | Risk: LOW       
  INDIAGLYCO.NS   | Price:  963.25 | Entry:  943.99 | Target: 1110.48 | Risk: LOW       
  MANINFRA.NS     | Price:  113.53 | Entry:  111.26 | Target:  140.57 | Risk: LOW       
  TIIL.NS         | Price: 2491.20 | Entry: 2441.38 | Target: 2948.20 | Risk: LOW       
  PILANIINVS.NS   | Price: 4728.00 | Entry: 4633.44 | Target: 5507.50 | Risk: LOW       
  SMARTWORKS.NS   | Price:  425.20 | Entry:   416.7 | Target:  510.11 | Risk: LOW       
  IMFA.NS         | Price: 1504.60 | Entry: 1474.51 | Target: 1830.64 | Risk: LOW       
  SUPRIYA.NS      | Price:  642.85 | Entry:  629.99 | Target:  770.46 | Risk: LOW       
  PARAS.NS        | Price:  800.55 | Entry:  784.54 | Target:  994.87 | Risk: LOW       
  GHCL.NS         | Price:  495.65 | Entry:  485.74 | Target:  574.65 | Risk: LOW       
  SAATVIKGL.NS    | Price:  453.00 | Entry:  443.94 | Target:  566.57 | Risk: LOW       
  EMUDHRA.NS      | Price:  500.85 | Entry:  490.83 | Target:  612.65 | Risk: LOW       
  MASFIN.NS       | Price:  320.35 | Entry:  313.94 | Target:  372.19 | Risk: LOW       
  TEXRAIL.NS      | Price:  102.28 | Entry:  100.23 | Target:  122.88 | Risk: LOW       
  SKIPPER.NS      | Price:  454.15 | Entry:  445.07 | Target:  562.83 | Risk: LOW       
  RAJESHEXPO.NS   | Price:  126.81 | Entry:  124.27 | Target:  163.53 | Risk: LOW       
  STLTECH.NS      | Price:  266.45 | Entry:  261.12 | Target:  340.33 | Risk: LOW       
  KSCL.NS         | Price:  937.15 | Entry:  918.41 | Target: 1096.92 | Risk: LOW       
  TVSSCS.NS       | Price:  114.35 | Entry:  112.06 | Target:  138.75 | Risk: LOW       
  BANSALWIRE.NS   | Price:  302.85 | Entry:  296.79 | Target:  373.01 | Risk: LOW       
  LXCHEM.NS       | Price:  140.16 | Entry:  137.36 | Target:  171.93 | Risk: LOW       
  AGI.NS          | Price:  556.20 | Entry:  545.08 | Target:  669.74 | Risk: LOW       
  CAPILLARY.NS    | Price:  561.15 | Entry:  549.93 | Target:  657.67 | Risk: LOW       
  UNIMECH.NS      | Price:  994.90 | Entry:   975.0 | Target: 1241.33 | Risk: LOW       
  ASHOKA.NS       | Price:  133.05 | Entry:  130.39 | Target:  162.74 | Risk: LOW       
  DYNAMATECH.NS   | Price: 11829.50 | Entry: 11592.91 | Target: 14358.61 | Risk: LOW       
  E2E.NS          | Price: 2902.90 | Entry: 2844.84 | Target: 3509.47 | Risk: LOW       
  GOKULAGRO.NS    | Price:  226.55 | Entry:  222.02 | Target:  277.31 | Risk: LOW       
  FEDFINA.NS      | Price:  149.32 | Entry:  146.33 | Target:  175.22 | Risk: LOW       
  OPTIEMUS.NS     | Price:  402.90 | Entry:  394.84 | Target:  514.85 | Risk: LOW       
  KINGFA.NS       | Price: 4920.40 | Entry: 4821.99 | Target: 5693.36 | Risk: LOW       
  KRN.NS          | Price: 1247.70 | Entry: 1222.75 | Target: 1591.56 | Risk: LOW       
  WEBELSOLAR.NS   | Price:  110.85 | Entry:  108.63 | Target:  140.12 | Risk: LOW       
  EMIL.NS         | Price:  103.31 | Entry:  101.24 | Target:  125.21 | Risk: LOW       
  PTC.NS          | Price:  183.65 | Entry:  179.98 | Target:  214.36 | Risk: LOW       
  ROUTE.NS        | Price:  497.60 | Entry:  487.65 | Target:  587.97 | Risk: LOW       
  ITDC.NS         | Price:  584.95 | Entry:  573.25 | Target:  807.70 | Risk: LOW       
  ZAGGLE.NS       | Price:  256.26 | Entry:  251.13 | Target:  314.79 | Risk: LOW       
  ORIANA.NS       | Price: 2082.95 | Entry: 2041.29 | Target: 2529.54 | Risk: LOW       
  SIS.NS          | Price:  335.70 | Entry:  328.99 | Target:  393.81 | Risk: LOW       
  HCC.NS          | Price:   20.05 | Entry:   19.65 | Target:   25.20 | Risk: LOW       
  ENTERO.NS       | Price: 1250.10 | Entry:  1225.1 | Target: 1478.99 | Risk: LOW       
  SUNFLAG.NS      | Price:  287.10 | Entry:  281.36 | Target:  355.74 | Risk: LOW       
  SWARAJENG.NS    | Price: 3863.00 | Entry: 3785.74 | Target: 4499.89 | Risk: LOW       
  JSFB.NS         | Price:  459.35 | Entry:  450.16 | Target:  582.35 | Risk: LOW       
  JKIL.NS         | Price:  515.25 | Entry:  504.94 | Target:  623.59 | Risk: LOW       
  ANUP.NS         | Price: 2108.80 | Entry: 2066.62 | Target: 2571.59 | Risk: LOW       
  GREAVESCOT.NS   | Price:  154.81 | Entry:  151.71 | Target:  183.56 | Risk: LOW       
  SUVEN.NS        | Price:  202.05 | Entry:  198.01 | Target:  260.75 | Risk: LOW       
  SKYGOLD.NS      | Price:  412.55 | Entry:   404.3 | Target:  507.73 | Risk: LOW       
  REFEX.NS        | Price:  247.71 | Entry:  242.76 | Target:  304.60 | Risk: LOW       
  TARC.NS         | Price:  137.41 | Entry:  134.66 | Target:  170.81 | Risk: LOW       
  INNOVACAP.NS    | Price:  721.15 | Entry:  706.73 | Target:  847.95 | Risk: LOW       
  BALAMINES.NS    | Price: 1250.60 | Entry: 1225.59 | Target: 1494.42 | Risk: LOW       
  DCBBANK.NS      | Price:  193.37 | Entry:   189.5 | Target:  229.93 | Risk: LOW       
  BOSCH-HCIL.NS   | Price: 1366.70 | Entry: 1339.37 | Target: 1669.91 | Risk: LOW       
  NFL.NS          | Price:   75.76 | Entry:   74.24 | Target:   88.18 | Risk: LOW       
  INDIQUBE.NS     | Price:  179.12 | Entry:  175.54 | Target:  230.34 | Risk: LOW       
  SHILCTECH.NS    | Price: 5016.30 | Entry: 4915.97 | Target: 6286.26 | Risk: LOW       
  PACEDIGITK.NS   | Price:  173.09 | Entry:  169.63 | Target:  217.43 | Risk: LOW       
  VSTIND.NS       | Price:  256.21 | Entry:  251.09 | Target:  306.47 | Risk: LOW       
  SAMHI.NS        | Price:  162.33 | Entry:  159.08 | Target:  195.71 | Risk: LOW       
  CEIGALL.NS      | Price:  326.20 | Entry:  319.68 | Target:  381.29 | Risk: LOW       
  SGMART.NS       | Price:  543.25 | Entry:  532.38 | Target:  658.09 | Risk: LOW       
  HERITGFOOD.NS   | Price:  355.25 | Entry:  348.14 | Target:  420.43 | Risk: LOW       
  STYRENIX.NS     | Price: 2331.40 | Entry: 2284.77 | Target: 2770.79 | Risk: LOW       
  AARTIDRUGS.NS   | Price:  366.70 | Entry:  359.37 | Target:  423.65 | Risk: LOW       
